cohort,kind,start,left,right,daily_pnl_correlation,joint_negative_days,negative_day_jaccard,joint_underwater_fraction,deep_drawdown_jaccard
12m_2021-04-01,12m,2021-04-01,1.50,2.25,0.8646037383743858,104,0.7074829931972789,0.8615384615384616,0.4857142857142857
12m_2021-04-01,12m,2021-04-01,1.50,2.50,0.8705847307087163,100,0.6802721088435374,0.8615384615384616,0.6363636363636364
12m_2021-04-01,12m,2021-04-01,1.50,2.75,0.8544870123147139,100,0.6802721088435374,0.8615384615384616,0.5434782608695652
12m_2021-04-01,12m,2021-04-01,1.50,3.00,0.8416532350537125,100,0.6756756756756757,0.8692307692307693,0.39325842696629215
12m_2021-04-01,12m,2021-04-01,1.50,3.25,0.7934420383643267,98,0.6621621621621622,0.85,0.4954954954954955
12m_2021-04-01,12m,2021-04-01,1.50,3.50,0.7867276096054066,98,0.6577181208053692,0.8423076923076923,0.6265060240963856
12m_2021-04-01,12m,2021-04-01,1.75,2.00,0.9767196352208942,118,0.9007633587786259,0.8653846153846154,0.8837209302325582
12m_2021-04-01,12m,2021-04-01,1.75,2.25,0.926542130941922,112,0.8115942028985508,0.8576923076923076,0.7142857142857143
12m_2021-04-01,12m,2021-04-01,1.75,2.50,0.9283486165629167,108,0.782608695652174,0.8653846153846154,0.6956521739130435
12m_2021-04-01,12m,2021-04-01,1.75,2.75,0.909079623395934,107,0.7697841726618705,0.8576923076923076,0.5555555555555556
12m_2021-04-01,12m,2021-04-01,1.75,3.00,0.8973807589176306,106,0.75177304964539,0.8615384615384616,0.4020618556701031
12m_2021-04-01,12m,2021-04-01,1.75,3.25,0.8110263155718506,104,0.7375886524822695,0.8576923076923076,0.7115384615384616
12m_2021-04-01,12m,2021-04-01,1.75,3.50,0.7937454028240982,105,0.7446808510638298,0.8461538461538461,0.6153846153846154
12m_2021-04-01,12m,2021-04-01,2.00,2.25,0.9472138806325532,120,0.9022556390977443,0.8692307692307693,0.76
12m_2021-04-01,12m,2021-04-01,2.00,2.50,0.9432447538922958,116,0.8721804511278195,0.8692307692307693,0.6565656565656566
12m_2021-04-01,12m,2021-04-01,2.00,2.75,0.9244524697052866,115,0.8582089552238806,0.8692307692307693,0.5283018867924528
12m_2021-04-01,12m,2021-04-01,2.00,3.00,0.912107644392247,113,0.8248175182481752,0.8692307692307693,0.38461538461538464
12m_2021-04-01,12m,2021-04-01,2.00,3.25,0.8142891631233542,110,0.7971014492753623,0.8653846153846154,0.7547169811320755
12m_2021-04-01,12m,2021-04-01,2.00,3.50,0.7963915503878836,111,0.8043478260869565,0.85,0.5816326530612245
12m_2021-04-01,12m,2021-04-01,2.25,2.50,0.9746270972990801,121,0.937984496124031,0.8961538461538462,0.6037735849056604
12m_2021-04-01,12m,2021-04-01,2.25,2.75,0.9591048234574522,120,0.9230769230769231,0.9076923076923077,0.5555555555555556
12m_2021-04-01,12m,2021-04-01,2.25,3.00,0.9455631744335378,117,0.8731343283582089,0.9038461538461539,0.36363636363636365
12m_2021-04-01,12m,2021-04-01,2.25,3.25,0.8554632421326449,114,0.8444444444444444,0.8769230769230769,0.8285714285714286
12m_2021-04-01,12m,2021-04-01,2.25,3.50,0.8317126204902155,115,0.8518518518518519,0.8615384615384616,0.5333333333333333
12m_2021-04-01,12m,2021-04-01,2.50,2.75,0.9820970163567254,121,0.968,0.8961538461538462,0.7931034482758621
12m_2021-04-01,12m,2021-04-01,2.50,3.00,0.9674179574607882,117,0.9,0.8961538461538462,0.5681818181818182
12m_2021-04-01,12m,2021-04-01,2.50,3.25,0.8681191778032213,114,0.8702290076335878,0.8807692307692307,0.6513761467889908
12m_2021-04-01,12m,2021-04-01,2.50,3.50,0.854632859623977,115,0.8778625954198473,0.8692307692307693,0.6555555555555556
12m_2021-04-01,12m,2021-04-01,2.75,3.00,0.9857127569729761,119,0.9296875,0.9038461538461539,0.6385542168674698
12m_2021-04-01,12m,2021-04-01,2.75,3.25,0.8915815963226881,115,0.8846153846153846,0.8769230769230769,0.6036036036036037
12m_2021-04-01,12m,2021-04-01,2.75,3.50,0.8780680202448433,115,0.8778625954198473,0.8615384615384616,0.5978260869565217
12m_2021-04-01,12m,2021-04-01,3.00,3.25,0.9056073166669071,120,0.9523809523809523,0.8846153846153846,0.44144144144144143
12m_2021-04-01,12m,2021-04-01,3.00,3.50,0.8927357708850305,120,0.9448818897637795,0.8692307692307693,0.5176470588235295
12m_2021-04-01,12m,2021-04-01,3.25,3.50,0.9803713937211977,122,0.991869918699187,0.8653846153846154,0.6132075471698113
12m_2021-07-01,12m,2021-07-01,0.50,0.75,0.9299094332205002,109,0.7956204379562044,0.7876447876447876,0.6444444444444445
12m_2021-07-01,12m,2021-07-01,0.50,1.00,0.8938303204346574,106,0.7571428571428571,0.7876447876447876,0.6382978723404256
12m_2021-07-01,12m,2021-07-01,0.50,1.25,0.8668849348040712,104,0.7027027027027027,0.7915057915057915,0.6511627906976745
12m_2021-07-01,12m,2021-07-01,0.50,1.50,0.8459345634109771,101,0.6644736842105263,0.7683397683397684,0.6304347826086957
12m_2021-07-01,12m,2021-07-01,0.50,1.75,0.8281286137471816,100,0.6493506493506493,0.7799227799227799,0.6086956521739131
12m_2021-07-01,12m,2021-07-01,0.50,2.00,0.8188557104237761,101,0.6474358974358975,0.7722007722007722,0.6
12m_2021-07-01,12m,2021-07-01,0.50,2.25,0.7935774008473271,98,0.6012269938650306,0.8108108108108109,0.6086956521739131
12m_2021-07-01,12m,2021-07-01,0.50,2.50,0.7964892842982166,96,0.6,0.806949806949807,0.6976744186046512
12m_2021-07-01,12m,2021-07-01,0.50,2.75,0.7810468972400136,95,0.5864197530864198,0.8108108108108109,0.6666666666666666
12m_2021-07-01,12m,2021-07-01,0.50,3.00,0.7803849031585341,94,0.5802469135802469,0.8146718146718147,0.6666666666666666
12m_2021-07-01,12m,2021-07-01,0.50,3.25,0.7609908127247067,89,0.55625,0.7876447876447876,0.6521739130434783
12m_2021-07-01,12m,2021-07-01,0.50,3.50,0.7490860762503022,89,0.5527950310559007,0.7837837837837838,0.6041666666666666
12m_2021-07-01,12m,2021-07-01,0.75,1.00,0.9475342488527376,112,0.8484848484848485,0.7876447876447876,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,0.75,1.25,0.8878349234227636,107,0.7482517482517482,0.7915057915057915,0.8484848484848485
12m_2021-07-01,12m,2021-07-01,0.75,1.50,0.8451017596487461,102,0.6845637583892618,0.7760617760617761,0.9696969696969697
12m_2021-07-01,12m,2021-07-01,0.75,1.75,0.8282035121294595,100,0.6578947368421053,0.7683397683397684,0.9393939393939394
12m_2021-07-01,12m,2021-07-01,0.75,2.00,0.8209358678467203,102,0.6666666666666666,0.7606177606177607,0.8787878787878788
12m_2021-07-01,12m,2021-07-01,0.75,2.25,0.797892923407799,100,0.6289308176100629,0.7837837837837838,0.9393939393939394
12m_2021-07-01,12m,2021-07-01,0.75,2.50,0.79835631951266,98,0.6282051282051282,0.7799227799227799,0.8
12m_2021-07-01,12m,2021-07-01,0.75,2.75,0.7925046267438817,97,0.6139240506329114,0.7799227799227799,0.8181818181818182
12m_2021-07-01,12m,2021-07-01,0.75,3.00,0.7949617672283671,95,0.5974842767295597,0.7799227799227799,0.8571428571428571
12m_2021-07-01,12m,2021-07-01,0.75,3.25,0.7848847987348431,91,0.5833333333333334,0.7683397683397684,0.8333333333333334
12m_2021-07-01,12m,2021-07-01,0.75,3.50,0.7652256708523908,91,0.5796178343949044,0.7683397683397684,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,1.00,1.25,0.9207326884206243,115,0.8518518518518519,0.7876447876447876,0.8285714285714286
12m_2021-07-01,12m,2021-07-01,1.00,1.50,0.8846282684136105,110,0.7801418439716312,0.7644787644787645,0.9428571428571428
12m_2021-07-01,12m,2021-07-01,1.00,1.75,0.8643132389093859,105,0.7142857142857143,0.7644787644787645,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,1.00,2.00,0.8556999873070998,105,0.7,0.752895752895753,0.8571428571428571
12m_2021-07-01,12m,2021-07-01,1.00,2.25,0.8271161957962139,103,0.6602564102564102,0.7799227799227799,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,1.00,2.50,0.8290223468070043,101,0.6601307189542484,0.7876447876447876,0.8333333333333334
12m_2021-07-01,12m,2021-07-01,1.00,2.75,0.8187430301029267,100,0.6451612903225806,0.7837837837837838,0.75
12m_2021-07-01,12m,2021-07-01,1.00,3.00,0.8214294373711363,99,0.6387096774193548,0.7837837837837838,0.8378378378378378
12m_2021-07-01,12m,2021-07-01,1.00,3.25,0.8126101056494651,95,0.625,0.7644787644787645,0.8157894736842105
12m_2021-07-01,12m,2021-07-01,1.00,3.50,0.7936635796551019,95,0.6209150326797386,0.7683397683397684,0.8918918918918919
12m_2021-07-01,12m,2021-07-01,1.25,1.50,0.9539297505044548,121,0.8897058823529411,0.7953667953667953,0.8235294117647058
12m_2021-07-01,12m,2021-07-01,1.25,1.75,0.9135787622960386,117,0.8297872340425532,0.7760617760617761,0.8484848484848485
12m_2021-07-01,12m,2021-07-01,1.25,2.00,0.8975927685999617,114,0.7755102040816326,0.7722007722007722,0.9032258064516129
12m_2021-07-01,12m,2021-07-01,1.25,2.25,0.8649363173066341,110,0.7096774193548387,0.7953667953667953,0.8484848484848485
12m_2021-07-01,12m,2021-07-01,1.25,2.50,0.869069491513144,106,0.6883116883116883,0.803088803088803,0.875
12m_2021-07-01,12m,2021-07-01,1.25,2.75,0.8539219287052084,106,0.6838709677419355,0.7992277992277992,0.8387096774193549
12m_2021-07-01,12m,2021-07-01,1.25,3.00,0.8472020445711179,105,0.6774193548387096,0.803088803088803,0.8235294117647058
12m_2021-07-01,12m,2021-07-01,1.25,3.25,0.8155328206729681,100,0.6535947712418301,0.7837837837837838,0.8
12m_2021-07-01,12m,2021-07-01,1.25,3.50,0.8018123984989057,100,0.6493506493506493,0.7876447876447876,0.7777777777777778
12m_2021-07-01,12m,2021-07-01,1.50,1.75,0.9510127269714095,121,0.8768115942028986,0.7837837837837838,0.9696969696969697
12m_2021-07-01,12m,2021-07-01,1.50,2.00,0.9319573190433231,118,0.8194444444444444,0.7683397683397684,0.9090909090909091
12m_2021-07-01,12m,2021-07-01,1.50,2.25,0.9009931838312489,114,0.75,0.7837837837837838,0.9696969696969697
12m_2021-07-01,12m,2021-07-01,1.50,2.50,0.9020249353801442,110,0.7284768211920529,0.7876447876447876,0.8285714285714286
12m_2021-07-01,12m,2021-07-01,1.50,2.75,0.8898508576709615,111,0.7350993377483444,0.7799227799227799,0.7941176470588235
12m_2021-07-01,12m,2021-07-01,1.50,3.00,0.8812825511135473,110,0.7284768211920529,0.7876447876447876,0.8857142857142857
12m_2021-07-01,12m,2021-07-01,1.50,3.25,0.8417568467177758,104,0.6933333333333334,0.7722007722007722,0.8611111111111112
12m_2021-07-01,12m,2021-07-01,1.50,3.50,0.8334703439497955,103,0.6776315789473685,0.7760617760617761,0.9428571428571428
12m_2021-07-01,12m,2021-07-01,1.75,2.00,0.9779946944740031,126,0.9197080291970803,0.806949806949807,0.9375
12m_2021-07-01,12m,2021-07-01,1.75,2.25,0.9434637453339269,122,0.8413793103448276,0.806949806949807,0.9393939393939394
12m_2021-07-01,12m,2021-07-01,1.75,2.50,0.9418604021319926,118,0.8194444444444444,0.8108108108108109,0.8
12m_2021-07-01,12m,2021-07-01,1.75,2.75,0.9269437450728798,118,0.8137931034482758,0.806949806949807,0.7647058823529411
12m_2021-07-01,12m,2021-07-01,1.75,3.00,0.9204533711881838,116,0.7945205479452054,0.8146718146718147,0.8571428571428571
12m_2021-07-01,12m,2021-07-01,1.75,3.25,0.8560700206565592,110,0.7586206896551724,0.806949806949807,0.8333333333333334
12m_2021-07-01,12m,2021-07-01,1.75,3.50,0.8397689704757444,110,0.7534246575342466,0.8108108108108109,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,2.00,2.25,0.961926774506536,129,0.9148936170212766,0.8301158301158301,0.9375
12m_2021-07-01,12m,2021-07-01,2.00,2.50,0.9555482168006534,125,0.8928571428571429,0.8262548262548263,0.8484848484848485
12m_2021-07-01,12m,2021-07-01,2.00,2.75,0.9414529782867788,125,0.8865248226950354,0.8262548262548263,0.8125
12m_2021-07-01,12m,2021-07-01,2.00,3.00,0.9297597201238333,122,0.8531468531468531,0.8223938223938224,0.8529411764705882
12m_2021-07-01,12m,2021-07-01,2.00,3.25,0.8537459106456551,115,0.8041958041958042,0.8108108108108109,0.8285714285714286
12m_2021-07-01,12m,2021-07-01,2.00,3.50,0.839419183679864,115,0.7986111111111112,0.8108108108108109,0.8571428571428571
12m_2021-07-01,12m,2021-07-01,2.25,2.50,0.9780787511732023,130,0.935251798561151,0.8648648648648649,0.8529411764705882
12m_2021-07-01,12m,2021-07-01,2.25,2.75,0.9658536572592772,130,0.9285714285714286,0.8648648648648649,0.8181818181818182
12m_2021-07-01,12m,2021-07-01,2.25,3.00,0.951258689283377,126,0.8811188811188811,0.861003861003861,0.8571428571428571
12m_2021-07-01,12m,2021-07-01,2.25,3.25,0.8805099738113559,119,0.8321678321678322,0.8301158301158301,0.8333333333333334
12m_2021-07-01,12m,2021-07-01,2.25,3.50,0.8616403170290976,119,0.8263888888888888,0.8301158301158301,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,2.50,2.75,0.9867657516613679,131,0.9776119402985075,0.8687258687258688,0.9032258064516129
12m_2021-07-01,12m,2021-07-01,2.50,3.00,0.9705490494567068,127,0.927007299270073,0.8648648648648649,0.8823529411764706
12m_2021-07-01,12m,2021-07-01,2.50,3.25,0.8939463222841038,120,0.8759124087591241,0.8378378378378378,0.8055555555555556
12m_2021-07-01,12m,2021-07-01,2.50,3.50,0.881747450949462,120,0.8695652173913043,0.8378378378378378,0.7837837837837838
12m_2021-07-01,12m,2021-07-01,2.75,3.00,0.9845979070635146,129,0.9485294117647058,0.8648648648648649,0.8484848484848485
12m_2021-07-01,12m,2021-07-01,2.75,3.25,0.9113595429451596,122,0.8970588235294118,0.8378378378378378,0.7714285714285715
12m_2021-07-01,12m,2021-07-01,2.75,3.50,0.8985048713945156,121,0.8768115942028986,0.833976833976834,0.75
12m_2021-07-01,12m,2021-07-01,3.00,3.25,0.9276796499265123,125,0.946969696969697,0.8494208494208494,0.9142857142857143
12m_2021-07-01,12m,2021-07-01,3.00,3.50,0.9131995370977061,124,0.9253731343283582,0.8532818532818532,0.8888888888888888
12m_2021-07-01,12m,2021-07-01,3.25,3.50,0.9806655234168629,124,0.9763779527559056,0.8494208494208494,0.8648648648648649
12m_2021-10-01,12m,2021-10-01,0.50,0.75,0.9346421758191888,112,0.8296296296296296,0.8494208494208494,0.671875
12m_2021-10-01,12m,2021-10-01,0.50,1.00,0.8987215992160031,108,0.782608695652174,0.8416988416988417,0.6376811594202898
12m_2021-10-01,12m,2021-10-01,0.50,1.25,0.8722639100562756,109,0.7465753424657534,0.8416988416988417,0.6307692307692307
12m_2021-10-01,12m,2021-10-01,0.50,1.50,0.8482247464631109,105,0.7046979865771812,0.8301158301158301,0.6461538461538462
12m_2021-10-01,12m,2021-10-01,0.50,1.75,0.828820752124942,103,0.6776315789473685,0.8185328185328186,0.6086956521739131
12m_2021-10-01,12m,2021-10-01,0.50,2.00,0.8223643268732346,101,0.6601307189542484,0.8108108108108109,0.6119402985074627
12m_2021-10-01,12m,2021-10-01,0.50,2.25,0.8042603313656592,100,0.6289308176100629,0.8378378378378378,0.5915492957746479
12m_2021-10-01,12m,2021-10-01,0.50,2.50,0.8003081123253278,96,0.6075949367088608,0.8378378378378378,0.5384615384615384
12m_2021-10-01,12m,2021-10-01,0.50,2.75,0.7831904666101067,94,0.5875,0.833976833976834,0.5394736842105263
12m_2021-10-01,12m,2021-10-01,0.50,3.00,0.7848559634444796,95,0.5974842767295597,0.8301158301158301,0.6470588235294118
12m_2021-10-01,12m,2021-10-01,0.50,3.25,0.7650370823338652,90,0.5732484076433121,0.8223938223938224,0.6461538461538462
12m_2021-10-01,12m,2021-10-01,0.50,3.50,0.7525431783013098,90,0.569620253164557,0.8262548262548263,0.6153846153846154
12m_2021-10-01,12m,2021-10-01,0.75,1.00,0.9443497471464314,113,0.8560606060606061,0.8648648648648649,0.896551724137931
12m_2021-10-01,12m,2021-10-01,0.75,1.25,0.8912965768433513,111,0.7762237762237763,0.861003861003861,0.9433962264150944
12m_2021-10-01,12m,2021-10-01,0.75,1.50,0.8451692254653574,104,0.697986577181208,0.8378378378378378,0.9259259259259259
12m_2021-10-01,12m,2021-10-01,0.75,1.75,0.8265559735724244,102,0.6710526315789473,0.8301158301158301,0.8947368421052632
12m_2021-10-01,12m,2021-10-01,0.75,2.00,0.8197408268018765,101,0.6644736842105263,0.8223938223938224,0.875
12m_2021-10-01,12m,2021-10-01,0.75,2.25,0.8064112383925357,103,0.6645161290322581,0.8455598455598455,0.864406779661017
12m_2021-10-01,12m,2021-10-01,0.75,2.50,0.7979464918698606,99,0.6428571428571429,0.8455598455598455,0.7205882352941176
12m_2021-10-01,12m,2021-10-01,0.75,2.75,0.7897889327885432,96,0.6114649681528662,0.8416988416988417,0.7272727272727273
12m_2021-10-01,12m,2021-10-01,0.75,3.00,0.7940648343784871,96,0.6114649681528662,0.8378378378378378,0.8166666666666667
12m_2021-10-01,12m,2021-10-01,0.75,3.25,0.7813083306178474,92,0.5974025974025974,0.8301158301158301,0.7627118644067796
12m_2021-10-01,12m,2021-10-01,0.75,3.50,0.7621057237162883,92,0.5935483870967742,0.8378378378378378,0.7288135593220338
12m_2021-10-01,12m,2021-10-01,1.00,1.25,0.9266387764378494,116,0.8467153284671532,0.861003861003861,0.8793103448275862
12m_2021-10-01,12m,2021-10-01,1.00,1.50,0.8869387839067044,109,0.7622377622377622,0.8378378378378378,0.896551724137931
12m_2021-10-01,12m,2021-10-01,1.00,1.75,0.8629007598958784,105,0.7094594594594594,0.8301158301158301,0.9322033898305084
12m_2021-10-01,12m,2021-10-01,1.00,2.00,0.855655624169819,104,0.7027027027027027,0.8185328185328186,0.85
12m_2021-10-01,12m,2021-10-01,1.00,2.25,0.8368650868354922,106,0.7019867549668874,0.8378378378378378,0.9016393442622951
12m_2021-10-01,12m,2021-10-01,1.00,2.50,0.8289279112615845,103,0.6912751677852349,0.8455598455598455,0.7323943661971831
12m_2021-10-01,12m,2021-10-01,1.00,2.75,0.8162691704054216,100,0.6578947368421053,0.8378378378378378,0.6901408450704225
12m_2021-10-01,12m,2021-10-01,1.00,3.00,0.8192665348119198,100,0.6578947368421053,0.833976833976834,0.796875
12m_2021-10-01,12m,2021-10-01,1.00,3.25,0.8077321883309359,96,0.6442953020134228,0.8262548262548263,0.71875
12m_2021-10-01,12m,2021-10-01,1.00,3.50,0.7884409417488822,96,0.64,0.8378378378378378,0.7419354838709677
12m_2021-10-01,12m,2021-10-01,1.25,1.50,0.9517771696787785,121,0.8642857142857143,0.8571428571428571,0.9074074074074074
12m_2021-10-01,12m,2021-10-01,1.25,1.75,0.9141607920277327,119,0.8321678321678322,0.833976833976834,0.9107142857142857
12m_2021-10-01,12m,2021-10-01,1.25,2.00,0.9007561362307337,114,0.7755102040816326,0.833976833976834,0.9259259259259259
12m_2021-10-01,12m,2021-10-01,1.25,2.25,0.8749737384275915,114,0.75,0.8532818532818532,0.8793103448275862
12m_2021-10-01,12m,2021-10-01,1.25,2.50,0.867346941174566,109,0.7171052631578947,0.861003861003861,0.7313432835820896
12m_2021-10-01,12m,2021-10-01,1.25,2.75,0.8511598497618118,108,0.7058823529411765,0.8532818532818532,0.7384615384615385
12m_2021-10-01,12m,2021-10-01,1.25,3.00,0.8461536429942458,107,0.6948051948051948,0.8494208494208494,0.8
12m_2021-10-01,12m,2021-10-01,1.25,3.25,0.8142189716411682,102,0.6710526315789473,0.8378378378378378,0.7166666666666667
12m_2021-10-01,12m,2021-10-01,1.25,3.50,0.800549928341512,101,0.6558441558441559,0.8494208494208494,0.6833333333333333
12m_2021-10-01,12m,2021-10-01,1.50,1.75,0.9544864631126435,122,0.8776978417266187,0.8416988416988417,0.9285714285714286
12m_2021-10-01,12m,2021-10-01,1.50,2.00,0.9364462446554563,118,0.8309859154929577,0.8301158301158301,0.875
12m_2021-10-01,12m,2021-10-01,1.50,2.25,0.9112025529351042,118,0.8027210884353742,0.8455598455598455,0.864406779661017
12m_2021-10-01,12m,2021-10-01,1.50,2.50,0.9019975428646028,113,0.7687074829931972,0.8532818532818532,0.6956521739130435
12m_2021-10-01,12m,2021-10-01,1.50,2.75,0.8890655403617811,113,0.7687074829931972,0.8455598455598455,0.7014925373134329
12m_2021-10-01,12m,2021-10-01,1.50,3.00,0.8823524338308605,112,0.7567567567567568,0.8494208494208494,0.8166666666666667
12m_2021-10-01,12m,2021-10-01,1.50,3.25,0.8442186383733503,106,0.7210884353741497,0.8378378378378378,0.7627118644067796
12m_2021-10-01,12m,2021-10-01,1.50,3.50,0.8362576876452594,105,0.7046979865771812,0.8455598455598455,0.7586206896551724
12m_2021-10-01,12m,2021-10-01,1.75,2.00,0.9778208570044541,126,0.9333333333333333,0.8455598455598455,0.9122807017543859
12m_2021-10-01,12m,2021-10-01,1.75,2.25,0.946448741024485,125,0.8865248226950354,0.8455598455598455,0.9322033898305084
12m_2021-10-01,12m,2021-10-01,1.75,2.50,0.937706614049282,120,0.851063829787234,0.8532818532818532,0.7285714285714285
12m_2021-10-01,12m,2021-10-01,1.75,2.75,0.922892285102783,120,0.851063829787234,0.8416988416988417,0.7101449275362319
12m_2021-10-01,12m,2021-10-01,1.75,3.00,0.9189586941761817,118,0.8251748251748252,0.8455598455598455,0.8225806451612904
12m_2021-10-01,12m,2021-10-01,1.75,3.25,0.8581057523504013,112,0.7887323943661971,0.8416988416988417,0.7419354838709677
12m_2021-10-01,12m,2021-10-01,1.75,3.50,0.8425436823046637,111,0.7708333333333334,0.8532818532818532,0.7666666666666667
12m_2021-10-01,12m,2021-10-01,2.00,2.25,0.9641136390821188,127,0.9202898550724637,0.8571428571428571,0.9137931034482759
12m_2021-10-01,12m,2021-10-01,2.00,2.50,0.951722612757351,122,0.8840579710144928,0.8571428571428571,0.7878787878787878
12m_2021-10-01,12m,2021-10-01,2.00,2.75,0.9361264201357333,121,0.8705035971223022,0.8532818532818532,0.7692307692307693
12m_2021-10-01,12m,2021-10-01,2.00,3.00,0.929543874611206,120,0.8571428571428571,0.8532818532818532,0.8333333333333334
12m_2021-10-01,12m,2021-10-01,2.00,3.25,0.8593591820365727,113,0.8071428571428572,0.8494208494208494,0.75
12m_2021-10-01,12m,2021-10-01,2.00,3.50,0.8462849226195904,112,0.7887323943661971,0.8571428571428571,0.6885245901639344
12m_2021-10-01,12m,2021-10-01,2.25,2.50,0.976059011239509,128,0.9343065693430657,0.8803088803088803,0.782608695652174
12m_2021-10-01,12m,2021-10-01,2.25,2.75,0.9612701321612185,125,0.8928571428571429,0.8764478764478765,0.7647058823529411
12m_2021-10-01,12m,2021-10-01,2.25,3.00,0.9503065601886562,123,0.8661971830985915,0.8725868725868726,0.8548387096774194
12m_2021-10-01,12m,2021-10-01,2.25,3.25,0.8843045125349979,117,0.8297872340425532,0.861003861003861,0.7741935483870968
12m_2021-10-01,12m,2021-10-01,2.25,3.50,0.866820766434884,116,0.8111888111888111,0.8648648648648649,0.7704918032786885
12m_2021-10-01,12m,2021-10-01,2.50,2.75,0.9840813286665963,126,0.9402985074626866,0.8764478764478765,0.9242424242424242
12m_2021-10-01,12m,2021-10-01,2.50,3.00,0.970857524374229,124,0.9117647058823529,0.8764478764478765,0.7428571428571429
12m_2021-10-01,12m,2021-10-01,2.50,3.25,0.8993920139739763,118,0.8740740740740741,0.8648648648648649,0.647887323943662
12m_2021-10-01,12m,2021-10-01,2.50,3.50,0.8877330679063238,117,0.8540145985401459,0.8725868725868726,0.5972222222222222
12m_2021-10-01,12m,2021-10-01,2.75,3.00,0.9850944286777158,127,0.9548872180451128,0.8764478764478765,0.75
12m_2021-10-01,12m,2021-10-01,2.75,3.25,0.9169602931709835,121,0.9166666666666666,0.8648648648648649,0.6521739130434783
12m_2021-10-01,12m,2021-10-01,2.75,3.50,0.9052356398086597,119,0.8814814814814815,0.8648648648648649,0.6
12m_2021-10-01,12m,2021-10-01,3.00,3.25,0.9331213900106153,123,0.9461538461538461,0.8687258687258688,0.847457627118644
12m_2021-10-01,12m,2021-10-01,3.00,3.50,0.919269414421436,121,0.9097744360902256,0.8687258687258688,0.7833333333333333
12m_2021-10-01,12m,2021-10-01,3.25,3.50,0.9815093843223043,121,0.9603174603174603,0.8725868725868726,0.8545454545454545
12m_2022-01-01,12m,2022-01-01,0.50,0.75,0.929597865296965,117,0.8357142857142857,0.8604651162790697,0.6
12m_2022-01-01,12m,2022-01-01,0.50,1.00,0.8907301392124573,113,0.7902097902097902,0.8604651162790697,0.56
12m_2022-01-01,12m,2022-01-01,0.50,1.25,0.8638572919633114,114,0.7450980392156863,0.8682170542635659,0.647887323943662
12m_2022-01-01,12m,2022-01-01,0.50,1.50,0.8485349519922891,112,0.7133757961783439,0.8643410852713178,0.6056338028169014
12m_2022-01-01,12m,2022-01-01,0.50,1.75,0.8217113008693955,111,0.69375,0.8604651162790697,0.7058823529411765
12m_2022-01-01,12m,2022-01-01,0.50,2.00,0.8167306287859364,111,0.69375,0.8527131782945736,0.6382978723404256
12m_2022-01-01,12m,2022-01-01,0.50,2.25,0.7993837332933826,111,0.6809815950920245,0.8643410852713178,0.6122448979591837
12m_2022-01-01,12m,2022-01-01,0.50,2.50,0.7954281148961718,107,0.6604938271604939,0.8682170542635659,0.5514018691588785
12m_2022-01-01,12m,2022-01-01,0.50,2.75,0.777796456456601,106,0.6463414634146342,0.8682170542635659,0.5631067961165048
12m_2022-01-01,12m,2022-01-01,0.50,3.00,0.7805638058684364,110,0.6707317073170732,0.8682170542635659,0.7
12m_2022-01-01,12m,2022-01-01,0.50,3.25,0.7561901767960741,104,0.6419753086419753,0.8643410852713178,0.704225352112676
12m_2022-01-01,12m,2022-01-01,0.50,3.50,0.7425085671798749,103,0.6319018404907976,0.8604651162790697,0.676056338028169
12m_2022-01-01,12m,2022-01-01,0.75,1.00,0.9461047558235863,119,0.875,0.8798449612403101,0.9107142857142857
12m_2022-01-01,12m,2022-01-01,0.75,1.25,0.8905109358976624,117,0.785234899328859,0.8798449612403101,0.8771929824561403
12m_2022-01-01,12m,2022-01-01,0.75,1.50,0.8350238474331398,112,0.717948717948718,0.8682170542635659,0.9259259259259259
12m_2022-01-01,12m,2022-01-01,0.75,1.75,0.814159366555262,111,0.6981132075471698,0.8682170542635659,0.6071428571428571
12m_2022-01-01,12m,2022-01-01,0.75,2.00,0.8078988823876925,112,0.7088607594936709,0.8643410852713178,0.5157894736842106
12m_2022-01-01,12m,2022-01-01,0.75,2.25,0.7944575919437379,114,0.7169811320754716,0.872093023255814,0.5102040816326531
12m_2022-01-01,12m,2022-01-01,0.75,2.50,0.7844438527026069,109,0.6855345911949685,0.875968992248062,0.4444444444444444
12m_2022-01-01,12m,2022-01-01,0.75,2.75,0.7780340939596168,107,0.6604938271604939,0.872093023255814,0.4519230769230769
12m_2022-01-01,12m,2022-01-01,0.75,3.00,0.7784227804237579,110,0.6748466257668712,0.875968992248062,0.6153846153846154
12m_2022-01-01,12m,2022-01-01,0.75,3.25,0.761368953161006,105,0.65625,0.8682170542635659,0.6567164179104478
12m_2022-01-01,12m,2022-01-01,0.75,3.50,0.756359745314272,105,0.65625,0.872093023255814,0.6268656716417911
12m_2022-01-01,12m,2022-01-01,1.00,1.25,0.923375987464667,123,0.8661971830985915,0.8837209302325582,0.8360655737704918
12m_2022-01-01,12m,2022-01-01,1.00,1.50,0.8715168528615801,118,0.7919463087248322,0.875968992248062,0.9122807017543859
