cohort,kind,start,left,right,daily_pnl_correlation,joint_negative_days,negative_day_jaccard,joint_underwater_fraction,deep_drawdown_jaccard
12m_2020-04-01,12m,2020-04-01,0.50,1.50,0.8156090021006164,94,0.6394557823129252,0.8294573643410853,0.18627450980392157
12m_2020-04-01,12m,2020-04-01,0.50,1.75,0.8004161272789455,92,0.6301369863013698,0.813953488372093,0.020202020202020204
12m_2020-04-01,12m,2020-04-01,0.50,2.00,0.7720921233748897,88,0.6153846153846154,0.7868217054263565,0.04081632653061224
12m_2020-04-01,12m,2020-04-01,0.50,2.25,0.7565056888591376,91,0.6319444444444444,0.8023255813953488,0.06741573033707865
12m_2020-04-01,12m,2020-04-01,0.50,2.50,0.7578151620224818,92,0.6388888888888888,0.8255813953488372,0.07547169811320754
12m_2020-04-01,12m,2020-04-01,0.50,2.75,0.7776682538666996,93,0.6413793103448275,0.8410852713178295,0.21518987341772153
12m_2020-04-01,12m,2020-04-01,0.50,3.00,0.7613981670613251,96,0.6666666666666666,0.8294573643410853,0.2535211267605634
12m_2020-04-01,12m,2020-04-01,0.50,3.25,0.752174570113418,94,0.6394557823129252,0.8333333333333334,0.23529411764705882
12m_2020-04-01,12m,2020-04-01,0.50,3.50,0.738735000000662,94,0.6394557823129252,0.8333333333333334,0.22972972972972974
12m_2020-04-01,12m,2020-04-01,0.75,1.00,0.9444280786552384,108,0.8,0.8604651162790697,0.65
12m_2020-04-01,12m,2020-04-01,0.75,1.25,0.8986822342871017,102,0.75,0.8217054263565892,0.35555555555555557
12m_2020-04-01,12m,2020-04-01,0.75,1.50,0.8679823114733256,99,0.6971830985915493,0.8294573643410853,0.24358974358974358
12m_2020-04-01,12m,2020-04-01,0.75,1.75,0.8382408840074093,95,0.6643356643356644,0.8062015503875969,0.02666666666666667
12m_2020-04-01,12m,2020-04-01,0.75,2.00,0.8107601531811591,93,0.6739130434782609,0.7751937984496124,0.05405405405405406
12m_2020-04-01,12m,2020-04-01,0.75,2.25,0.7935041057417141,93,0.6549295774647887,0.7906976744186046,0.09230769230769231
12m_2020-04-01,12m,2020-04-01,0.75,2.50,0.7966284592573816,94,0.6619718309859155,0.8062015503875969,0.046511627906976744
12m_2020-04-01,12m,2020-04-01,0.75,2.75,0.8214908741996988,97,0.6879432624113475,0.8217054263565892,0.3090909090909091
12m_2020-04-01,12m,2020-04-01,0.75,3.00,0.8067453684842492,98,0.6901408450704225,0.810077519379845,0.3829787234042553
12m_2020-04-01,12m,2020-04-01,0.75,3.25,0.8086506178228513,97,0.6736111111111112,0.813953488372093,0.36363636363636365
12m_2020-04-01,12m,2020-04-01,0.75,3.50,0.8045900813606097,96,0.6620689655172414,0.810077519379845,0.28846153846153844
12m_2020-04-01,12m,2020-04-01,1.00,1.25,0.9444059215216896,108,0.8372093023255814,0.8449612403100775,0.42424242424242425
12m_2020-04-01,12m,2020-04-01,1.00,1.50,0.9031940538791535,104,0.7647058823529411,0.8449612403100775,0.16901408450704225
12m_2020-04-01,12m,2020-04-01,1.00,1.75,0.8759484909739503,102,0.7555555555555555,0.8178294573643411,0.03278688524590164
12m_2020-04-01,12m,2020-04-01,1.00,2.00,0.8531495552297857,98,0.7424242424242424,0.7945736434108527,0.04918032786885246
12m_2020-04-01,12m,2020-04-01,1.00,2.25,0.8375456294788522,96,0.6956521739130435,0.8023255813953488,0.09615384615384616
12m_2020-04-01,12m,2020-04-01,1.00,2.50,0.8224227130046043,97,0.7028985507246377,0.813953488372093,0.05555555555555555
12m_2020-04-01,12m,2020-04-01,1.00,2.75,0.8519231404713422,99,0.717391304347826,0.8294573643410853,0.4146341463414634
12m_2020-04-01,12m,2020-04-01,1.00,3.00,0.8444501065276544,101,0.7318840579710145,0.8178294573643411,0.5454545454545454
12m_2020-04-01,12m,2020-04-01,1.00,3.25,0.8467727457996501,99,0.7021276595744681,0.8217054263565892,0.5333333333333333
12m_2020-04-01,12m,2020-04-01,1.00,3.50,0.835193745462621,97,0.6783216783216783,0.8178294573643411,0.39473684210526316
12m_2020-04-01,12m,2020-04-01,1.25,1.50,0.9448483617547598,106,0.8217054263565892,0.8217054263565892,0.3220338983050847
12m_2020-04-01,12m,2020-04-01,1.25,1.75,0.9096056046941096,103,0.7984496124031008,0.8023255813953488,0.13725490196078433
12m_2020-04-01,12m,2020-04-01,1.25,2.00,0.8739095010192216,99,0.7857142857142857,0.7829457364341085,0.18
12m_2020-04-01,12m,2020-04-01,1.25,2.25,0.8601662959557539,97,0.7348484848484849,0.7906976744186046,0.23809523809523808
12m_2020-04-01,12m,2020-04-01,1.25,2.50,0.8430975484219938,98,0.7424242424242424,0.7829457364341085,0.09230769230769231
12m_2020-04-01,12m,2020-04-01,1.25,2.75,0.852657743421438,99,0.7443609022556391,0.7984496124031008,0.43243243243243246
12m_2020-04-01,12m,2020-04-01,1.25,3.00,0.8490141877549846,101,0.7593984962406015,0.7945736434108527,0.5862068965517241
12m_2020-04-01,12m,2020-04-01,1.25,3.25,0.8474976500179521,99,0.7279411764705882,0.7868217054263565,0.5185185185185185
12m_2020-04-01,12m,2020-04-01,1.25,3.50,0.8370580348106695,96,0.6906474820143885,0.7906976744186046,0.45454545454545453
12m_2020-04-01,12m,2020-04-01,1.50,1.75,0.9524080334236783,110,0.88,0.8217054263565892,0.5409836065573771
12m_2020-04-01,12m,2020-04-01,1.50,2.00,0.9242912288019443,102,0.8095238095238095,0.7984496124031008,0.6101694915254238
12m_2020-04-01,12m,2020-04-01,1.50,2.25,0.904095025339451,98,0.7313432835820896,0.8062015503875969,0.375
12m_2020-04-01,12m,2020-04-01,1.50,2.50,0.8704547111347763,96,0.7007299270072993,0.8062015503875969,0.22988505747126436
12m_2020-04-01,12m,2020-04-01,1.50,2.75,0.8781078605591179,96,0.6906474820143885,0.8178294573643411,0.2714285714285714
12m_2020-04-01,12m,2020-04-01,1.50,3.00,0.8573341111156734,99,0.717391304347826,0.810077519379845,0.26153846153846155
12m_2020-04-01,12m,2020-04-01,1.50,3.25,0.8514368950742426,98,0.7,0.8062015503875969,0.2222222222222222
12m_2020-04-01,12m,2020-04-01,1.50,3.50,0.839338722267035,97,0.6879432624113475,0.8023255813953488,0.21739130434782608
12m_2020-04-01,12m,2020-04-01,1.75,2.00,0.9715690373554846,106,0.8907563025210085,0.810077519379845,0.875
12m_2020-04-01,12m,2020-04-01,1.75,2.25,0.9500018288810884,102,0.8031496062992126,0.7984496124031008,0.44680851063829785
12m_2020-04-01,12m,2020-04-01,1.75,2.50,0.9155235007456687,99,0.7557251908396947,0.7906976744186046,0.2608695652173913
12m_2020-04-01,12m,2020-04-01,1.75,2.75,0.9108471437778267,99,0.7443609022556391,0.7906976744186046,0.15
12m_2020-04-01,12m,2020-04-01,1.75,3.00,0.8978302474804846,101,0.7593984962406015,0.7868217054263565,0.08771929824561403
12m_2020-04-01,12m,2020-04-01,1.75,3.25,0.884007320363722,99,0.7279411764705882,0.7790697674418605,0.03636363636363636
12m_2020-04-01,12m,2020-04-01,1.75,3.50,0.8700929017259356,97,0.7028985507246377,0.7751937984496124,0.04918032786885246
12m_2020-04-01,12m,2020-04-01,2.00,2.25,0.9704848973202145,100,0.819672131147541,0.7868217054263565,0.5333333333333333
12m_2020-04-01,12m,2020-04-01,2.00,2.50,0.9399586040432856,96,0.7559055118110236,0.7751937984496124,0.2753623188405797
12m_2020-04-01,12m,2020-04-01,2.00,2.75,0.9329446819695976,97,0.7578125,0.7790697674418605,0.16666666666666666
12m_2020-04-01,12m,2020-04-01,2.00,3.00,0.9210236107291759,98,0.7596899224806202,0.7790697674418605,0.125
12m_2020-04-01,12m,2020-04-01,2.00,3.25,0.8986152759600732,97,0.7404580152671756,0.7674418604651163,0.07407407407407407
12m_2020-04-01,12m,2020-04-01,2.00,3.50,0.8833495023309016,95,0.7142857142857143,0.7674418604651163,0.08333333333333333
12m_2020-04-01,12m,2020-04-01,2.25,2.50,0.9671772509501996,107,0.8916666666666667,0.8023255813953488,0.42105263157894735
12m_2020-04-01,12m,2020-04-01,2.25,2.75,0.9555336262857848,107,0.8770491803278688,0.8062015503875969,0.3125
12m_2020-04-01,12m,2020-04-01,2.25,3.00,0.9356838285619331,106,0.848,0.8023255813953488,0.24444444444444444
12m_2020-04-01,12m,2020-04-01,2.25,3.25,0.9136840697039907,103,0.7984496124031008,0.7906976744186046,0.18604651162790697
12m_2020-04-01,12m,2020-04-01,2.25,3.50,0.890563218968826,102,0.7846153846153846,0.7945736434108527,0.20833333333333334
12m_2020-04-01,12m,2020-04-01,2.50,2.75,0.9774216776011158,112,0.9491525423728814,0.8410852713178295,0.30158730158730157
12m_2020-04-01,12m,2020-04-01,2.50,3.00,0.9498615478331731,111,0.9173553719008265,0.8294573643410853,0.171875
12m_2020-04-01,12m,2020-04-01,2.50,3.25,0.9281337984115993,108,0.864,0.8217054263565892,0.12903225806451613
12m_2020-04-01,12m,2020-04-01,2.50,3.50,0.9038834638861377,104,0.8062015503875969,0.8178294573643411,0.26229508196721313
12m_2020-04-01,12m,2020-04-01,2.75,3.00,0.968656084877497,114,0.95,0.8488372093023255,0.6764705882352942
12m_2020-04-01,12m,2020-04-01,2.75,3.25,0.9478233755423754,111,0.8951612903225806,0.8449612403100775,0.5294117647058824
12m_2020-04-01,12m,2020-04-01,2.75,3.50,0.9167024492987654,107,0.8359375,0.8410852713178295,0.6388888888888888
12m_2020-04-01,12m,2020-04-01,3.00,3.25,0.9769467027502294,115,0.9426229508196722,0.8410852713178295,0.8
12m_2020-04-01,12m,2020-04-01,3.00,3.50,0.9440585270383206,111,0.8809523809523809,0.8410852713178295,0.625
12m_2020-04-01,12m,2020-04-01,3.25,3.50,0.9612348518416797,113,0.904,0.8488372093023255,0.6785714285714286
12m_2020-07-01,12m,2020-07-01,0.50,0.75,0.9375111655619408,115,0.8156028368794326,0.8918918918918919,0.8367346938775511
12m_2020-07-01,12m,2020-07-01,0.50,1.00,0.8913313853032419,114,0.7862068965517242,0.8725868725868726,0.8076923076923077
12m_2020-07-01,12m,2020-07-01,0.50,1.25,0.8683213336144194,105,0.7241379310344828,0.8455598455598455,0.7358490566037735
12m_2020-07-01,12m,2020-07-01,0.50,1.50,0.835798886639384,100,0.6711409395973155,0.833976833976834,0.74
12m_2020-07-01,12m,2020-07-01,0.50,1.75,0.8202482186314561,96,0.6486486486486487,0.7876447876447876,0.7727272727272727
12m_2020-07-01,12m,2020-07-01,0.50,2.00,0.790979346900733,95,0.6462585034013606,0.7683397683397684,0.8333333333333334
12m_2020-07-01,12m,2020-07-01,0.50,2.25,0.7709489320508469,94,0.6351351351351351,0.7837837837837838,0.8372093023255814
12m_2020-07-01,12m,2020-07-01,0.50,2.50,0.7709818198385063,96,0.6486486486486487,0.8146718146718147,0.6851851851851852
12m_2020-07-01,12m,2020-07-01,0.50,2.75,0.7798781635931954,97,0.6554054054054054,0.8532818532818532,0.6507936507936508
12m_2020-07-01,12m,2020-07-01,0.50,3.00,0.757896850631091,102,0.6891891891891891,0.8455598455598455,0.6101694915254238
12m_2020-07-01,12m,2020-07-01,0.50,3.25,0.7575278353758372,102,0.6754966887417219,0.8571428571428571,0.7068965517241379
12m_2020-07-01,12m,2020-07-01,0.50,3.50,0.7516377320455941,101,0.6688741721854304,0.8571428571428571,0.640625
12m_2020-07-01,12m,2020-07-01,0.75,1.00,0.9461354956783249,121,0.8642857142857143,0.888030888030888,0.9230769230769231
12m_2020-07-01,12m,2020-07-01,0.75,1.25,0.9041775957717636,111,0.7872340425531915,0.8494208494208494,0.8490566037735849
12m_2020-07-01,12m,2020-07-01,0.75,1.50,0.8804579155003012,108,0.7552447552447552,0.8378378378378378,0.7547169811320755
12m_2020-07-01,12m,2020-07-01,0.75,1.75,0.8515232406577784,103,0.7202797202797203,0.7915057915057915,0.7142857142857143
12m_2020-07-01,12m,2020-07-01,0.75,2.00,0.8230788236578833,102,0.7183098591549296,0.7683397683397684,0.7291666666666666
12m_2020-07-01,12m,2020-07-01,0.75,2.25,0.7986705615786549,98,0.6712328767123288,0.7876447876447876,0.7346938775510204
12m_2020-07-01,12m,2020-07-01,0.75,2.50,0.7980353569675485,99,0.673469387755102,0.8146718146718147,0.6166666666666667
12m_2020-07-01,12m,2020-07-01,0.75,2.75,0.8169629016264488,101,0.6917808219178082,0.8532818532818532,0.746031746031746
12m_2020-07-01,12m,2020-07-01,0.75,3.00,0.8004644083702128,104,0.7027027027027027,0.8455598455598455,0.7413793103448276
12m_2020-07-01,12m,2020-07-01,0.75,3.25,0.8067923994543882,104,0.6887417218543046,0.8571428571428571,0.7796610169491526
12m_2020-07-01,12m,2020-07-01,0.75,3.50,0.8033460340219748,103,0.6821192052980133,0.8571428571428571,0.7076923076923077
12m_2020-07-01,12m,2020-07-01,1.00,1.25,0.949399927964223,117,0.8478260869565217,0.8571428571428571,0.8214285714285714
12m_2020-07-01,12m,2020-07-01,1.00,1.50,0.914437740992768,112,0.7887323943661971,0.8455598455598455,0.7321428571428571
12m_2020-07-01,12m,2020-07-01,1.00,1.75,0.8858229501039783,108,0.7659574468085106,0.7992277992277992,0.660377358490566
12m_2020-07-01,12m,2020-07-01,1.00,2.00,0.8611688992755374,105,0.7394366197183099,0.7799227799227799,0.6730769230769231
12m_2020-07-01,12m,2020-07-01,1.00,2.25,0.8362935187272547,101,0.6917808219178082,0.7837837837837838,0.6792452830188679
12m_2020-07-01,12m,2020-07-01,1.00,2.50,0.8174387919454779,101,0.6824324324324325,0.806949806949807,0.578125
12m_2020-07-01,12m,2020-07-01,1.00,2.75,0.844237088129792,103,0.7006802721088435,0.8455598455598455,0.78125
12m_2020-07-01,12m,2020-07-01,1.00,3.00,0.8378076634479047,107,0.722972972972973,0.8378378378378378,0.75
12m_2020-07-01,12m,2020-07-01,1.00,3.25,0.8453219854544031,107,0.7086092715231788,0.8494208494208494,0.8166666666666667
12m_2020-07-01,12m,2020-07-01,1.00,3.50,0.8343170821434303,106,0.7019867549668874,0.8494208494208494,0.7164179104477612
12m_2020-07-01,12m,2020-07-01,1.25,1.50,0.9524424967885494,114,0.8702290076335878,0.8223938223938224,0.8627450980392157
12m_2020-07-01,12m,2020-07-01,1.25,1.75,0.9111059772049226,107,0.8045112781954887,0.7799227799227799,0.6862745098039216
12m_2020-07-01,12m,2020-07-01,1.25,2.00,0.8759652539652991,104,0.7761194029850746,0.7644787644787645,0.7
12m_2020-07-01,12m,2020-07-01,1.25,2.25,0.8554439421511231,98,0.7,0.7683397683397684,0.6415094339622641
12m_2020-07-01,12m,2020-07-01,1.25,2.50,0.8338220929008979,98,0.6901408450704225,0.7837837837837838,0.546875
12m_2020-07-01,12m,2020-07-01,1.25,2.75,0.8449965086190728,99,0.6971830985915493,0.8223938223938224,0.696969696969697
12m_2020-07-01,12m,2020-07-01,1.25,3.00,0.8407667512975365,103,0.7202797202797203,0.8185328185328186,0.7457627118644068
12m_2020-07-01,12m,2020-07-01,1.25,3.25,0.8453389454824161,104,0.7172413793103448,0.8223938223938224,0.7833333333333333
12m_2020-07-01,12m,2020-07-01,1.25,3.50,0.8342666232653183,102,0.6986301369863014,0.8223938223938224,0.7121212121212122
12m_2020-07-01,12m,2020-07-01,1.50,1.75,0.9538993186587796,112,0.8818897637795275,0.7992277992277992,0.7608695652173914
12m_2020-07-01,12m,2020-07-01,1.50,2.00,0.9232464939422091,107,0.823076923076923,0.7760617760617761,0.7777777777777778
12m_2020-07-01,12m,2020-07-01,1.50,2.25,0.8965065357876344,100,0.7299270072992701,0.7799227799227799,0.7083333333333334
12m_2020-07-01,12m,2020-07-01,1.50,2.50,0.8608789611106252,99,0.7071428571428572,0.803088803088803,0.6206896551724138
12m_2020-07-01,12m,2020-07-01,1.50,2.75,0.8701801369193571,99,0.7021276595744681,0.833976833976834,0.6461538461538462
12m_2020-07-01,12m,2020-07-01,1.50,3.00,0.8471085239239524,103,0.7253521126760564,0.8301158301158301,0.6610169491525424
12m_2020-07-01,12m,2020-07-01,1.50,3.25,0.8478528920220023,105,0.7342657342657343,0.833976833976834,0.7
12m_2020-07-01,12m,2020-07-01,1.50,3.50,0.8359571014914747,103,0.7152777777777778,0.833976833976834,0.6363636363636364
12m_2020-07-01,12m,2020-07-01,1.75,2.00,0.9701550775151968,110,0.9016393442622951,0.7799227799227799,0.918918918918919
12m_2020-07-01,12m,2020-07-01,1.75,2.25,0.9471107554078564,103,0.7984496124031008,0.7760617760617761,0.825
12m_2020-07-01,12m,2020-07-01,1.75,2.50,0.9105776692326841,101,0.7593984962406015,0.7876447876447876,0.6666666666666666
12m_2020-07-01,12m,2020-07-01,1.75,2.75,0.9067591827703696,101,0.753731343283582,0.7915057915057915,0.53125
12m_2020-07-01,12m,2020-07-01,1.75,3.00,0.8914099937806528,104,0.7647058823529411,0.7915057915057915,0.5614035087719298
12m_2020-07-01,12m,2020-07-01,1.75,3.25,0.8835060530183557,105,0.7608695652173914,0.7915057915057915,0.603448275862069
12m_2020-07-01,12m,2020-07-01,1.75,3.50,0.8707051823919643,103,0.7410071942446043,0.7915057915057915,0.546875
12m_2020-07-01,12m,2020-07-01,2.00,2.25,0.970754793181435,105,0.84,0.7606177606177607,0.8461538461538461
12m_2020-07-01,12m,2020-07-01,2.00,2.50,0.9391432082919627,102,0.7846153846153846,0.7722007722007722,0.68
