cohort,kind,start,end,portfolio,components,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,event_realized_max_drawdown,mean_constituent_max_drawdown,smoothing_vs_mean_constituent_dd,best_constituent_max_drawdown,max_constituent_net_pnl,mdd_delta_vs_rr1,pnl_delta_vs_rr1
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.00_2.75,2.00/2.75,634.925,4548.575,2022-06-30,65,94,True,21,-884.0250000000001,-2065.8500000000004,-2859.8999999999996,4716.450000000025,4548.575,0.0,4486.2,875.55,271.72500000000036,-20.875
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.00_3.00,2.00/3.00,732.625,4589.95,2022-06-30,60,87,True,22,-884.0250000000001,-2065.85,-3066.65,4796.325000000023,4589.95,0.0,4568.95,875.55,313.10000000000036,76.82500000000005
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.00_3.25,2.00/3.25,1859.5749999999998,4330.35,2022-06-20,60,87,True,22,-884.0250000000005,-2065.8499999999995,-3140.875,4579.925000000016,4453.725,123.375,4296.5,2843.6,53.50000000000091,1203.7749999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.00_3.50,2.00/3.50,1962.4250000000002,4473.325000000001,2022-06-20,55,78,True,22,-884.0250000000001,-2036.8500000000004,-3074.125000000001,4722.900000000016,4596.700000000001,123.375,4582.450000000001,3049.3,196.47500000000127,1306.6250000000002
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.25_2.50,2.25/2.50,-161.9,4620.975,2022-06-30,67,96,True,19,-928.2749999999996,-2110.1000000000004,-3015.1500000000005,4767.8750000000155,4620.975,0.0,4395.85,245.2,344.1250000000009,-817.6999999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.25_2.75,2.25/2.75,-87.35,4666.150000000001,2022-06-30,67,96,True,19,-884.0250000000001,-2065.8499999999995,-2921.15,4813.0500000000175,4666.15,-9.094947017729282e-13,4486.2,394.3,389.3000000000011,-743.15
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.25_3.00,2.25/3.00,10.350000000000023,4707.525,2022-06-30,67,96,True,19,-884.0249999999996,-2065.85,-3103.1249999999995,4892.925000000018,4707.525,0.0,4568.95,589.7,430.6750000000002,-645.4499999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.25_3.25,2.25/3.25,1137.3,4422.174999999999,2022-06-20,60,87,True,20,-884.0250000000005,-2065.85,-3177.35,4671.7500000000255,4571.3,149.1250000000009,4296.5,2843.6,145.32499999999982,481.5
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.25_3.50,2.25/3.50,1240.15,4565.150000000001,2022-06-20,60,87,True,20,-884.0250000000001,-2036.8500000000004,-3110.6000000000004,4814.725000000026,4714.275000000001,149.125,4582.450000000001,3049.3,288.3000000000011,584.3500000000001
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.50_2.75,2.50/2.75,319.75,4441.025,2022-06-30,72,103,True,18,-864.5,-2112.5499999999997,-2811.8499999999995,4625.87500000003,4441.025,0.0,4395.85,394.3,164.17500000000018,-336.04999999999995
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.50_3.00,2.50/3.00,417.45000000000005,4482.400000000001,2022-06-30,67,96,True,18,-864.5,-2112.5499999999997,-3092.6,4705.750000000022,4482.4,-9.094947017729282e-13,4395.85,589.7,205.5500000000011,-238.3499999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.50_3.25,2.50/3.25,1544.3999999999999,4204.825000000001,2022-06-20,66,95,True,18,-864.5000000000005,-2112.5499999999997,-3166.8250000000003,4467.850000000033,4346.175,141.34999999999945,4296.5,2843.6,-72.02499999999873,888.5999999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.50_3.50,2.50/3.50,1647.25,4347.800000000001,2022-06-20,63,90,True,18,-864.5,-2083.55,-3100.0750000000007,4582.625000000028,4489.150000000001,141.34999999999945,4395.85,3049.3,70.95000000000164,991.45
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.75_3.00,2.75/3.00,492.0,4527.575,2022-06-30,67,96,True,18,-820.25,-2068.3,-3066.325,4750.925000000025,4527.575,0.0,4486.2,589.7,250.72500000000036,-163.79999999999995
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.75_3.25,2.75/3.25,1618.95,4286.225,2022-06-20,66,95,True,18,-820.25,-2068.3,-3140.55,4513.025000000033,4391.35,105.125,4296.5,2843.6,9.37500000000091,963.1500000000001
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_2.75_3.50,2.75/3.50,1721.8000000000002,4429.2,2022-06-20,60,87,True,17,-820.25,-2039.2999999999993,-3073.7999999999993,4646.050000000027,4534.325000000001,105.12500000000091,4486.2,3049.3,152.35000000000036,1066.0000000000002
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_3.00_3.25,3.00/3.25,1716.65,4366.1,2022-06-20,60,87,True,20,-820.2500000000005,-2068.3,-3425.0249999999996,4592.900000000041,4432.725,66.625,4296.5,2843.6,89.25000000000091,1060.8500000000001
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_3.00_3.50,3.00/3.50,1819.5,4509.075000000001,2022-06-20,60,87,True,18,-820.25,-2039.3000000000002,-3358.2750000000005,4725.925000000031,4575.700000000001,66.625,4568.95,3049.3,232.22500000000127,1163.7
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,pair_3.25_3.50,3.25/3.50,2946.45,4439.474999999999,2022-06-20,60,87,True,20,-820.25,-2039.3000000000006,-3432.4999999999995,4656.3250000000335,4439.475,9.094947017729282e-13,4296.5,3049.3,162.625,2290.6499999999996
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,wide4,0.50/1.50/2.50/3.50,1411.425,3781.5,2022-06-30,66,95,True,20,-869.2874999999999,-1934.0750000000003,-2711.2875,4056.5874999999887,4104.175,322.6750000000002,2710.3,3049.3,-495.34999999999945,755.625
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,center4,1.25/1.75/2.25/2.75,14.212499999999991,4552.375,2022-06-30,71,102,True,19,-937.5375000000001,-2114.55,-3032.8625,4738.112500000003,4590.775000000001,38.400000000000546,4311.400000000001,508.15,275.52500000000055,-641.5875
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,edge4,0.50/0.75/3.25/3.50,2157.0125,3439.6000000000004,2022-06-30,65,94,True,20,-839.8000000000006,-1851.3625000000002,-2691.6875,3679.02499999999,3859.5125000000003,419.9124999999999,2710.3,3049.3,-837.2499999999991,1501.2124999999999
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,without050,0.75/1.50/2.50/3.50,1334.8375,4088.7625000000003,2022-06-30,66,95,True,20,-898.7874999999999,-2134.6625,-2909.7625000000003,4347.224999999993,4388.8,300.0374999999999,3848.7999999999997,3049.3,-188.08749999999918,679.0375000000001
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,grid5,0.50/1.25/2.00/2.75/3.50,1112.66,3896.63,2022-06-30,66,95,True,20,-884.5900000000006,-1884.7600000000002,-2708.2300000000005,4103.420000000018,4140.26,243.6300000000001,2710.3,3049.3,-380.21999999999935,456.8600000000001
12m_2021-07-01,12m,2021-07-01,2022-07-01T00:00:00,duplicate_rr1,1.00/1.00,655.8,4276.849999999999,2022-06-30,72,103,True,18,-1034.3000000000002,-2095.5499999999997,-3261.3499999999995,4355.100000000022,4276.849999999999,0.0,4276.849999999999,655.8,0.0,0.0
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_0.50,0.50,4183.35,2816.8,2022-07-04,85,119,True,17,-800.3500000000004,-1360.5499999999997,-1867.3000000000002,3021.3500000000568,2816.8,0.0,2816.8,4183.35,-1492.0500000000002,421.85000000000036
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_0.75,0.75,4288.35,3910.3,2022-07-04,114,158,True,14,-918.3499999999999,-2064.6000000000004,-2661.2000000000003,4138.900000000038,3910.3,0.0,3910.3,4288.35,-398.5500000000002,526.8500000000004
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_1.00,1.00,3761.5,4308.85,2022-07-04,114,158,True,14,-1034.3000000000002,-2095.55,-3261.35,4467.950000000014,4308.85,0.0,4308.85,3761.5,0.0,0.0
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_1.25,1.25,2105.85,4518.4,2022-07-04,114,158,True,13,-1034.3000000000002,-2019.5499999999997,-3153.2999999999997,4693.750000000006,4518.4,0.0,4518.4,2105.85,209.54999999999927,-1655.65
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_1.50,1.50,3629.8,4894.55,2022-07-04,114,158,True,17,-947.8000000000002,-2306.9500000000003,-3349.1499999999996,5094.200000000022,4894.55,0.0,4894.55,3629.8,585.6999999999998,-131.69999999999982
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_1.75,1.75,3356.15,4829.650000000001,2022-07-01,117,163,True,16,-947.7999999999997,-2306.95,-3360.05,5210.700000000032,4829.650000000001,0.0,4829.650000000001,3356.15,520.8000000000002,-405.3499999999999
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_2.00,2.00,3699.75,4728.7,2022-07-01,119,165,True,17,-947.8000000000002,-2063.4,-3001.95,4956.150000000038,4728.7,0.0,4728.7,3699.75,419.84999999999945,-61.75
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_2.25,2.25,2516.65,4963.849999999999,2022-07-01,119,165,True,13,-947.8000000000002,-2063.4,-3124.45,5187.30000000002,4963.849999999999,0.0,4963.849999999999,2516.65,654.9999999999991,-1244.85
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_2.50,2.50,2884.4,4513.6,2022-07-01,119,165,True,12,-910.8999999999999,-2156.8,-2905.8500000000004,4775.000000000035,4513.6,0.0,4513.6,2884.4,204.75,-877.0999999999999
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_2.75,2.75,3285.4,4603.95,2022-07-01,119,165,True,12,-820.25,-2068.2999999999997,-2781.85,4865.350000000037,4603.95,0.0,4603.95,3285.4,295.09999999999945,-476.0999999999999
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_3.00,3.00,3931.5,4686.7,2022-07-01,119,165,True,12,-820.25,-2068.2999999999997,-3350.7999999999997,4948.100000000042,4686.7,0.0,4686.7,3931.5,377.84999999999945,170.0
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_3.25,3.25,5724.8,4296.5,2022-06-20,121,170,True,12,-820.25,-2068.3,-3499.25,4513.3500000000395,4296.5,0.0,4296.5,5724.8,-12.350000000000364,1963.3000000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,rr_3.50,3.50,5445.4,4582.450000000001,2022-06-20,121,170,True,12,-820.25,-2010.2999999999997,-3365.7500000000005,4799.300000000039,4582.450000000001,0.0,4582.450000000001,5445.4,273.60000000000036,1683.8999999999996
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_0.75,0.50/0.75,4235.85,3334.5750000000003,2022-07-04,90,126,True,15,-859.3500000000004,-1663.4250000000002,-2264.25,3580.12500000004,3363.55,28.97499999999991,2816.8,4288.35,-974.2750000000001,474.35000000000036
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_1.00,0.50/1.00,3972.425,3550.825,2022-07-04,116,162,True,14,-917.3250000000007,-1678.9,-2564.325,3731.80000000003,3562.8250000000003,12.000000000000455,2816.8,4183.35,-758.0250000000005,210.92500000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_1.25,0.50/1.25,3144.6000000000004,3637.325,2022-07-04,116,162,True,15,-917.3250000000003,-1640.8999999999999,-2510.2999999999997,3857.550000000034,3667.6,30.27500000000009,2816.8,4183.35,-671.5250000000005,-616.8999999999996
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_1.50,0.50/1.50,3906.5750000000003,3810.1,2022-07-04,114,158,True,19,-874.0750000000003,-1784.6,-2608.225,4045.9000000000296,3855.675,45.57500000000027,2816.8,4183.35,-498.75000000000045,145.07500000000027
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_1.75,0.50/1.75,3769.75,3798.100000000001,2022-07-04,117,163,True,14,-874.0749999999998,-1784.6,-2613.6749999999997,4116.025000000032,3823.2250000000004,25.124999999999545,2816.8,4183.35,-510.74999999999955,8.25
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_2.00,0.50/2.00,3941.55,3668.2000000000003,2022-07-04,117,163,True,17,-874.0750000000003,-1662.8249999999998,-2407.125,3982.3750000000337,3772.75,104.54999999999973,2816.8,4183.35,-640.6500000000001,180.05000000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_2.25,0.50/2.25,3350.0,3785.775,2022-07-04,117,163,True,15,-874.0750000000007,-1662.8249999999998,-2438.1,4099.950000000032,3890.325,104.54999999999973,2816.8,4183.35,-523.0750000000003,-411.5
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_2.50,0.50/2.50,3533.875,3560.6499999999996,2022-07-04,117,163,True,14,-854.5500000000002,-1709.525,-2265.8,3874.825000000027,3665.2000000000003,104.55000000000064,2816.8,4183.35,-748.2000000000007,-227.625
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_2.75,0.50/2.75,3734.375,3605.8250000000007,2022-07-04,117,163,True,15,-810.3000000000002,-1665.2749999999996,-2287.1,3920.0000000000277,3710.375,104.54999999999927,2816.8,4183.35,-703.0249999999996,-27.125
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_3.00,0.50/3.00,4057.425,3647.2000000000003,2022-07-04,117,163,True,15,-810.3000000000002,-1665.2749999999996,-2453.9749999999995,3961.375000000026,3751.75,104.54999999999973,2816.8,4183.35,-661.6500000000001,295.9250000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_3.25,0.50/3.25,4954.075000000001,3259.1499999999996,2022-07-04,121,170,True,13,-810.3000000000006,-1665.2749999999996,-2528.2,3545.474999999999,3556.65,297.50000000000045,2816.8,5724.8,-1049.7000000000007,1192.5750000000007
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.50_3.50,0.50/3.50,4814.375,3258.575,2022-07-04,121,170,True,14,-810.3000000000002,-1636.2749999999996,-2461.45,3544.900000000006,3699.6250000000005,441.05000000000064,2816.8,5445.4,-1050.2750000000005,1052.875
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_1.00,0.75/1.00,4024.925,4109.575,2022-07-04,114,158,True,15,-976.3250000000003,-2080.0750000000003,-2961.2749999999996,4290.575000000021,4109.575000000001,9.094947017729282e-13,3910.3,4288.35,-199.27500000000055,263.4250000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_1.25,0.75/1.25,3197.1000000000004,4214.349999999999,2022-07-04,114,158,True,16,-976.3250000000003,-2042.075,-2907.25,4416.325000000019,4214.35,9.094947017729282e-13,3910.3,4288.35,-94.50000000000091,-564.3999999999996
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_1.50,0.75/1.50,3959.0750000000003,4402.425,2022-07-04,114,158,True,17,-933.0749999999998,-2185.775,-3005.175,4604.675000000024,4402.425,0.0,3910.3,4288.35,93.57499999999982,197.57500000000027
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_1.75,0.75/1.75,3822.25,4356.875000000001,2022-07-04,117,163,True,14,-933.0749999999998,-2185.7750000000005,-3010.6249999999995,4674.800000000025,4369.975,13.099999999999454,3910.3,4288.35,48.025000000000546,60.75
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_2.00,0.75/2.00,3994.05,4226.975,2022-07-04,117,163,True,17,-933.0749999999998,-2063.9999999999995,-2804.0750000000003,4541.150000000029,4319.5,92.52499999999964,3910.3,4288.35,-81.875,232.55000000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_2.25,0.75/2.25,3402.5,4344.55,2022-07-04,117,163,True,15,-933.0750000000003,-2064.0000000000005,-2835.05,4658.725000000023,4437.075,92.52499999999964,3910.3,4288.35,35.69999999999982,-359.0
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_2.50,0.75/2.50,3586.375,4119.424999999999,2022-07-04,117,163,True,14,-913.5500000000002,-2110.7000000000003,-2662.7500000000005,4433.600000000022,4211.950000000001,92.52500000000146,3910.3,4288.35,-189.4250000000011,-175.125
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_2.75,0.75/2.75,3786.875,4164.6,2022-07-04,117,163,True,14,-869.3000000000002,-2066.4500000000003,-2635.2,4478.7750000000215,4257.125,92.52499999999964,3910.3,4288.35,-144.25,25.375
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_3.00,0.75/3.00,4109.925,4205.975,2022-07-04,117,163,True,15,-869.3000000000002,-2066.4500000000003,-2848.1000000000004,4520.150000000023,4298.5,92.52499999999964,3910.3,4288.35,-102.875,348.4250000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_3.25,0.75/3.25,5006.575000000001,3822.3749999999995,2022-07-04,121,170,True,13,-869.2999999999997,-2066.4500000000003,-2921.9249999999997,4104.25000000001,4103.4,281.0250000000001,3910.3,5724.8,-486.4750000000008,1245.0750000000007
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_0.75_3.50,0.75/3.50,4866.875,3839.850000000001,2022-06-16,121,170,True,12,-869.3000000000002,-2037.4500000000003,-2855.1750000000006,4103.675000000012,4246.375,406.5249999999992,3910.3,5445.4,-468.99999999999955,1105.375
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_1.25,1.00/1.25,2933.675,4413.625,2022-07-04,114,158,True,15,-1034.3000000000004,-2057.55,-3207.3250000000003,4572.725000000013,4413.625,0.0,4308.85,3761.5,104.77499999999964,-827.8249999999998
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_1.50,1.00/1.50,3695.65,4601.7,2022-07-04,114,158,True,16,-991.0500000000002,-2201.25,-3305.2500000000005,4781.075000000019,4601.700000000001,9.094947017729282e-13,4308.85,3761.5,292.84999999999945,-65.84999999999991
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_1.75,1.00/1.75,3558.825,4508.2,2022-07-04,116,162,True,12,-991.0500000000002,-2201.25,-3310.7,4826.475000000017,4569.25,61.05000000000018,4308.85,3761.5,199.34999999999945,-202.67500000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_2.00,1.00/2.00,3730.625,4378.299999999999,2022-07-04,116,162,True,14,-991.0500000000002,-2079.4749999999995,-3104.1499999999996,4692.825000000022,4518.775,140.47500000000036,4308.85,3761.5,69.44999999999891,-30.875
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_2.25,1.00/2.25,3139.075,4498.15,2022-07-04,114,158,True,14,-991.0500000000002,-2079.4750000000004,-3135.1250000000005,4810.400000000014,4636.35,138.20000000000073,4308.85,3761.5,189.29999999999927,-622.4250000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_2.50,1.00/2.50,3322.95,4304.025000000001,2022-07-04,114,158,True,13,-971.5250000000001,-2126.175,-2962.825,4585.27500000002,4411.225,107.19999999999982,4308.85,3761.5,-4.824999999999818,-438.5500000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_2.75,1.00/2.75,3523.45,4349.2,2022-07-04,114,158,True,13,-927.2750000000005,-2081.925,-2935.2749999999996,4630.450000000023,4456.4,107.19999999999982,4308.85,3761.5,40.349999999999454,-238.05000000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_3.00,1.00/3.00,3846.5,4357.3,2022-07-04,116,162,True,12,-927.2750000000005,-2081.925,-3148.175,4671.8250000000235,4497.775,140.47499999999945,4308.85,3931.5,48.44999999999982,85.0
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_3.25,1.00/3.25,4743.15,3959.3,2022-07-04,121,170,True,11,-927.2749999999996,-2081.925,-3016.175,4255.925000000025,4302.675,343.375,4296.5,5724.8,-349.5500000000002,981.6499999999996
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.00_3.50,1.00/3.50,4603.45,3972.6000000000004,2022-06-16,121,170,True,11,-927.2750000000005,-2052.925,-3112.875,4255.350000000024,4445.650000000001,473.0500000000002,4308.85,5445.4,-336.25,841.9499999999998
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_1.50,1.25/1.50,2867.825,4706.474999999999,2022-07-04,114,158,True,14,-991.0500000000002,-2163.25,-3251.2249999999995,4885.850000000014,4706.475,9.094947017729282e-13,4518.4,3629.8,397.6249999999991,-893.6750000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_1.75,1.25/1.75,2731.0,4619.549999999999,2022-07-04,117,163,True,12,-991.0499999999997,-2163.25,-3256.675,4952.225000000014,4674.025,54.475000000000364,4518.4,3356.15,310.6999999999989,-1030.5
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_2.00,1.25/2.00,2902.8,4579.325000000001,2022-07-04,119,165,True,14,-991.0500000000002,-2041.475,-3050.125,4818.575000000016,4623.549999999999,44.224999999998545,4518.4,3699.75,270.47500000000036,-858.6999999999998
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_2.25,1.25/2.25,2311.25,4696.9,2022-07-04,119,165,True,12,-991.0500000000004,-2041.4750000000001,-3081.0999999999995,4936.150000000018,4741.125,44.225000000000364,4518.4,2516.65,388.0499999999993,-1450.25
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_2.50,1.25/2.50,2495.125,4471.775,2022-07-04,119,165,True,10,-971.5249999999999,-2088.175,-2908.8,4711.025000000016,4516.0,44.225000000000364,4513.6,2884.4,162.92499999999927,-1266.375
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_2.75,1.25/2.75,2695.625,4516.95,2022-07-04,119,165,True,10,-927.2750000000001,-2043.9249999999997,-2881.25,4756.200000000018,4561.174999999999,44.224999999999454,4518.4,3285.4,208.09999999999945,-1065.875
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_3.00,1.25/3.00,3018.675,4558.324999999999,2022-07-04,119,165,True,10,-927.2750000000001,-2043.9249999999997,-3094.1499999999996,4797.575000000021,4602.549999999999,44.225000000000364,4518.4,3931.5,249.47499999999854,-742.8249999999998
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_3.25,1.25/3.25,3915.325,4161.525,2022-07-04,121,170,True,10,-927.2750000000001,-2043.9250000000002,-3014.375,4460.0000000000255,4407.45,245.92500000000018,4296.5,5724.8,-147.32500000000073,153.82499999999982
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.25_3.50,1.25/3.50,3775.625,4160.95,2022-07-04,121,170,True,12,-927.2750000000001,-2014.9249999999993,-3058.85,4459.425000000022,4550.425,389.47500000000036,4518.4,5445.4,-147.90000000000055,14.125
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_1.75,1.50/1.75,3492.9750000000004,4787.625000000001,2022-07-04,117,163,True,14,-947.8000000000002,-2306.9500000000007,-3354.6000000000004,5140.575000000024,4862.1,74.47499999999945,4829.650000000001,3629.8,478.77500000000055,-268.52499999999964
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_2.00,1.50/2.00,3664.775,4731.125,2022-07-04,119,165,True,15,-947.8000000000002,-2185.1749999999997,-3148.05,5006.925000000027,4811.625,80.5,4728.7,3699.75,422.27499999999964,-96.72499999999991
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_2.25,1.50/2.25,3073.2250000000004,4848.7,2022-07-04,119,165,True,15,-947.8000000000002,-2185.175,-3179.0249999999996,5124.500000000015,4929.2,80.5,4894.55,3629.8,539.8499999999995,-688.2749999999996
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_2.50,1.50/2.50,3257.1000000000004,4623.575,2022-07-04,119,165,True,13,-928.2750000000005,-2231.875,-3006.7249999999995,4899.375000000022,4704.075000000001,80.50000000000091,4513.6,3629.8,314.72499999999945,-504.39999999999964
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_2.75,1.50/2.75,3457.6000000000004,4668.75,2022-07-04,119,165,True,12,-884.0250000000001,-2187.6250000000005,-2979.175,4944.55000000002,4749.25,80.5,4603.95,3629.8,359.89999999999964,-303.89999999999964
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_3.00,1.50/3.00,3780.65,4710.125,2022-07-04,119,165,True,12,-884.0250000000001,-2187.6250000000005,-3192.075,4985.925000000023,4790.625,80.5,4686.7,3931.5,401.27499999999964,19.15000000000009
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_3.25,1.50/3.25,4677.3,4383.55,2022-07-04,121,170,True,12,-884.0250000000001,-2187.625,-3153.2749999999996,4691.325000000017,4595.525,211.97499999999945,4296.5,5724.8,74.69999999999982,915.8000000000002
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.50_3.50,1.50/3.50,4537.6,4382.975,2022-07-04,121,170,True,15,-884.0250000000005,-2158.6250000000005,-3156.774999999999,4690.750000000019,4738.5,355.52499999999964,4582.450000000001,5445.4,74.125,776.1000000000004
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.75_2.00,1.75/2.00,3527.95,4746.6,2022-07-01,119,165,True,16,-947.8000000000002,-2185.175,-3153.4999999999995,5077.050000000031,4779.175,32.57499999999982,4728.7,3699.75,437.75,-233.55000000000018
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.75_2.25,1.75/2.25,2936.4,4864.174999999999,2022-07-01,119,165,True,16,-947.8000000000002,-2185.1749999999997,-3184.4750000000004,5194.625000000019,4896.75,32.57500000000073,4829.650000000001,3356.15,555.3249999999989,-825.0999999999999
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.75_2.50,1.75/2.50,3120.275,4639.049999999999,2022-07-01,119,165,True,13,-928.2750000000001,-2231.8750000000005,-3025.95,4969.500000000024,4671.625,32.57500000000073,4513.6,3356.15,330.1999999999989,-641.2249999999999
12m_2021-10-01,12m,2021-10-01,2022-10-01T00:00:00,pair_1.75_2.75,1.75/2.75,3320.775,4684.224999999999,2022-07-01,119,165,True,13,-884.0249999999996,-2187.625,-2984.625,5014.675000000021,4716.8,32.57500000000073,4603.95,3356.15,375.3749999999991,-440.7249999999999
