cohort,kind,start,end,portfolio,components,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,event_realized_max_drawdown,mean_constituent_max_drawdown,smoothing_vs_mean_constituent_dd,best_constituent_max_drawdown,max_constituent_net_pnl,mdd_delta_vs_rr1,pnl_delta_vs_rr1
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_2.00,1.75/2.00,6355.6,2438.775,2023-12-01,102,144,False,21,-571.95,-1025.2,-1466.0,2592.999999999996,2442.3,3.525000000000091,2380.5,6483.25,552.9750000000001,505.85000000000036
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_2.25,1.75/2.25,6392.05,2203.9500000000003,2023-10-26,92,130,False,26,-571.9499999999999,-1031.6,-1410.9,2310.199999999996,2269.525,65.57499999999982,2034.95,6483.25,318.1500000000003,542.3000000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_2.50,1.75/2.50,6818.75,2204.1499999999996,2023-10-30,86,122,False,24,-571.9499999999999,-1008.5750000000003,-1435.575,2204.149999999998,2265.075,60.92500000000018,2026.0499999999997,7154.25,318.3499999999997,969.0
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_2.75,1.75/2.75,6535.325,2344.125,2023-10-30,107,151,False,22,-571.9499999999999,-1066.65,-1624.55,2417.849999999998,2420.125,76.0,2336.15,6587.4,458.32500000000005,685.5749999999998
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_3.00,1.75/3.00,6603.5,2321.7,2023-10-30,102,144,False,24,-571.95,-1066.65,-1624.5500000000002,2321.6999999999966,2382.625,60.92500000000018,2261.15,6723.75,435.89999999999986,753.75
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_3.25,1.75/3.25,6727.3,2341.675,2023-10-30,91,129,False,24,-571.95,-1066.65,-1644.525,2364.7999999999975,2402.6,60.92499999999973,2301.1,6971.35,455.8750000000002,877.5500000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_1.75_3.50,1.75/3.50,6244.15,2420.675,2023-10-30,108,154,False,22,-571.95,-1066.65,-1678.025,2462.799999999998,2492.7749999999996,72.09999999999945,2481.45,6483.25,534.8750000000002,394.39999999999964
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_2.25,2.00/2.25,6264.4,2203.0750000000003,2023-10-26,92,130,False,23,-571.95,-1156.125,-1373.8500000000001,2225.499999999995,2207.725,4.649999999999636,2034.95,6300.85,317.2750000000003,414.64999999999964
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_2.50,2.00/2.50,6691.1,2203.275,2023-10-30,86,122,False,22,-571.95,-1133.1000000000004,-1398.5249999999999,2203.274999999998,2203.2749999999996,-4.547473508864641e-13,2026.0499999999997,7154.25,317.47500000000014,841.3500000000004
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_2.75,2.00/2.75,6407.674999999999,2335.725,2023-10-30,92,130,False,22,-571.9499999999999,-1127.6,-1587.5,2335.7249999999985,2358.325,22.59999999999991,2336.15,6587.4,449.92499999999995,557.9249999999993
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_3.00,2.00/3.00,6475.85,2320.825,2023-10-30,92,130,False,22,-571.95,-1094.35,-1587.5,2320.824999999998,2320.825,0.0,2261.15,6723.75,435.02499999999986,626.1000000000004
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_3.25,2.00/3.25,6599.65,2340.8,2023-10-30,86,122,False,23,-571.95,-1094.35,-1607.475,2340.799999999996,2340.8,0.0,2301.1,6971.35,455.0000000000002,749.8999999999996
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.00_3.50,2.00/3.50,6116.5,2376.55,2023-10-30,97,137,False,19,-571.95,-1065.5750000000003,-1640.975,2418.3749999999973,2430.975,54.42499999999973,2380.5,6227.95,490.7500000000002,266.75
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.25_2.50,2.25/2.50,6727.55,2020.6499999999999,2023-10-30,86,122,False,22,-571.9499999999999,-1207.3249999999998,-1347.4750000000001,2024.924999999994,2030.5,9.850000000000136,2026.0499999999997,7154.25,134.8499999999999,877.8000000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.25_2.75,2.25/2.75,6444.125,2172.075,2023-10-30,96,136,False,22,-571.95,-1201.8250000000003,-1536.45,2183.5999999999963,2185.55,13.475000000000364,2034.95,6587.4,286.27499999999986,594.375
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.25_3.00,2.25/3.00,6512.3,2138.2,2023-10-30,86,122,False,22,-571.9499999999999,-1168.5749999999998,-1536.4499999999998,2138.1999999999966,2148.05,9.850000000000364,2034.95,6723.75,252.39999999999986,662.5500000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.25_3.25,2.25/3.25,6636.1,2158.175,2023-10-30,86,122,False,22,-571.9499999999999,-1168.5750000000003,-1556.4250000000002,2165.1999999999953,2168.025,9.849999999999909,2034.95,6971.35,272.3750000000002,786.3500000000004
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.25_3.50,2.25/3.50,6152.950000000001,2236.4,2023-10-30,91,129,False,21,-571.95,-1139.8,-1589.9250000000002,2263.1999999999966,2258.2,21.799999999999727,2034.95,6300.85,350.60000000000014,303.2000000000007
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.50_2.75,2.50/2.75,6870.825,2177.475,2023-10-30,91,129,False,21,-571.9499999999999,-1178.8000000000002,-1561.125,2177.474999999996,2181.1,3.625,2026.0499999999997,7154.25,291.67499999999995,1021.0749999999998
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.50_3.00,2.50/3.00,6939.0,2143.6,2023-10-30,86,122,False,20,-571.95,-1145.5500000000002,-1561.125,2143.5999999999963,2143.6,0.0,2026.0499999999997,7154.25,257.79999999999995,1089.25
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.50_3.25,2.50/3.25,7062.8,2163.575,2023-10-30,84,120,False,20,-571.95,-1145.5500000000002,-1581.1,2163.5749999999957,2163.575,0.0,2026.0499999999997,7154.25,277.77499999999986,1213.0500000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.50_3.50,2.50/3.50,6579.65,2241.8,2023-10-30,91,129,False,19,-571.95,-1116.775,-1614.6,2257.0749999999953,2253.75,11.949999999999818,2026.0499999999997,7154.25,356.0000000000002,729.8999999999996
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.75_3.00,2.75/3.00,6655.575,2282.5,2023-10-30,96,136,False,18,-571.95,-1140.0499999999997,-1750.1,2282.499999999994,2298.65,16.15000000000009,2261.15,6723.75,396.70000000000005,805.8249999999998
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.75_3.25,2.75/3.25,6779.375,2302.4750000000004,2023-10-30,91,129,False,19,-571.95,-1140.0500000000002,-1770.075,2317.749999999994,2318.625,16.149999999999636,2301.1,6971.35,416.6750000000004,929.625
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_2.75_3.50,2.75/3.50,6296.225,2400.4750000000004,2023-10-30,96,136,False,18,-571.95,-1111.275,-1803.575,2415.7499999999945,2408.8,8.324999999999818,2336.15,6587.4,514.6750000000004,446.47500000000036
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_3.00_3.25,3.00/3.25,6847.55,2281.125,2023-10-30,86,122,False,20,-571.95,-1106.7999999999997,-1770.0749999999998,2281.1249999999945,2281.125,0.0,2261.15,6971.35,395.32500000000005,997.8000000000002
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_3.00_3.50,3.00/3.50,6364.4,2346.825,2023-10-30,91,129,False,18,-571.95,-1084.3500000000001,-1803.575,2362.099999999995,2371.3,24.475000000000364,2261.15,6723.75,461.02499999999986,514.6499999999996
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,pair_3.25_3.50,3.25/3.50,6488.200000000001,2383.45,2023-10-30,92,132,False,19,-571.95,-1084.3500000000001,-1823.5500000000002,2397.349999999997,2391.2749999999996,7.824999999999818,2301.1,6971.35,497.64999999999986,638.4500000000007
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,wide4,0.50/1.50/2.50/3.50,5513.75,2346.2375,2023-10-30,110,156,False,21,-566.0875,-1128.4625000000003,-1606.8375,2389.225000000002,2463.725,117.48749999999973,2026.0499999999997,7154.25,460.4375000000002,-336.0
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,center4,1.25/1.75/2.25/2.75,6483.3875,2269.8624999999997,2023-10-30,92,130,False,25,-571.95,-1034.925,-1560.6875,2308.099999999997,2326.8375,56.975000000000364,2034.95,6587.4,384.0624999999998,633.6374999999998
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,edge4,0.50/0.75/3.25/3.50,5038.6875,2218.0125,2023-10-30,96,136,False,19,-566.0875,-1195.5124999999998,-1543.7625,2305.199999999999,2273.8375,55.82500000000027,1901.05,6971.35,332.21249999999986,-811.0625
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,without050,0.75/1.50/2.50/3.50,5691.4125,2262.15,2023-10-30,97,137,False,21,-571.9499999999999,-1120.7875000000001,-1580.825,2301.812500000001,2336.0499999999997,73.89999999999964,1901.05,7154.25,376.35000000000014,-158.33749999999964
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,grid5,0.50/1.25/2.00/2.75/3.50,5723.26,2327.76,2023-10-30,102,144,False,22,-567.26,-1102.2600000000002,-1603.7799999999997,2397.2899999999954,2408.4,80.63999999999987,2336.15,6587.4,441.96000000000026,-126.48999999999978
12m_2023-07-01,12m,2023-07-01,2024-07-01T00:00:00,duplicate_rr1,1.00/1.00,5849.75,1885.8,2023-10-31,84,120,False,22,-571.95,-1197.65,-1473.15,2003.9999999999948,1885.8,0.0,1885.8,5849.75,0.0,0.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_0.50,0.50,5682.2,2082.6,2024-08-02,72,104,False,23,-548.5,-1543.7000000000003,-1899.65,2082.6000000000145,2082.6,0.0,2082.6,5682.2,6.349999999999909,-2554.2
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_0.75,0.75,7087.1,2135.8500000000004,2024-08-02,57,82,True,24,-571.9499999999999,-1534.2000000000003,-1841.6999999999998,2231.1000000000113,2135.8500000000004,0.0,2135.8500000000004,7087.1,59.600000000000364,-1149.2999999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_1.00,1.00,8236.4,2076.25,2024-08-07,61,89,True,28,-580.8000000000002,-1601.6499999999996,-1723.0500000000002,2317.3500000000176,2076.25,0.0,2076.25,8236.4,0.0,0.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_1.25,1.25,8006.7,2751.45,2024-08-07,68,98,True,26,-620.9000000000005,-1978.5,-2505.25,3009.950000000016,2751.45,0.0,2751.45,8006.7,675.1999999999998,-229.69999999999982
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_1.50,1.50,6575.4,3513.7999999999997,2024-08-07,80,114,True,22,-620.8999999999996,-2105.0,-3338.6,3772.3000000000156,3513.7999999999997,0.0,3513.7999999999997,6575.4,1437.5499999999997,-1661.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_1.75,1.75,7038.3,3512.9500000000003,2024-08-07,72,102,True,24,-580.8000000000002,-1995.9499999999998,-3512.9500000000003,3806.200000000017,3512.9500000000003,0.0,3512.9500000000003,7038.3,1436.7000000000003,-1198.0999999999995
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_2.00,2.00,4976.25,4068.5000000000005,2024-08-07,71,101,True,17,-681.6500000000001,-1962.4500000000003,-4068.5000000000005,4361.750000000016,4068.5000000000005,0.0,4068.5000000000005,4976.25,1992.2500000000005,-3260.1499999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_2.25,2.25,4797.45,3745.95,2024-08-07,58,82,True,22,-681.6500000000001,-1841.4,-3745.95,4039.200000000017,3745.95,0.0,3745.95,4797.45,1669.6999999999998,-3438.95
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_2.50,2.50,5475.15,3352.8,2024-08-07,58,82,True,21,-681.6500000000001,-1563.6999999999998,-3352.8,3646.0500000000166,3352.8,0.0,3352.8,5475.15,1276.5500000000002,-2761.25
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_2.75,2.75,3720.75,4534.25,2024-08-07,69,99,True,16,-681.6500000000001,-2320.5,-4534.25,4827.500000000015,4534.25,0.0,4534.25,3720.75,2458.0,-4515.65
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_3.00,3.00,3893.7,4275.95,2024-08-07,60,85,True,17,-681.6499999999996,-2280.0,-4225.25,4638.100000000014,4275.95,0.0,4275.95,3893.7,2199.7,-4342.7
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_3.25,3.25,4868.4,4289.349999999999,2024-08-07,56,80,True,18,-681.6500000000001,-2280.0,-4238.65,4651.500000000015,4289.349999999999,0.0,4289.349999999999,4868.4,2213.0999999999995,-3368.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,rr_3.50,3.50,5001.9,3926.3499999999995,2024-08-07,56,80,True,20,-681.6500000000001,-2074.5,-3875.6499999999996,4288.500000000015,3926.3499999999995,0.0,3926.3499999999995,5001.9,1850.0999999999995,-3234.5
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_0.75,0.50/0.75,6384.65,2109.225,2024-08-02,64,94,True,25,-560.2249999999999,-1538.9500000000003,-1870.6749999999997,2149.1500000000115,2109.2250000000004,4.547473508864641e-13,2082.6,7087.1,32.97499999999991,-1851.75
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_1.00,0.50/1.00,6959.299999999999,2024.8999999999996,2024-08-02,63,91,True,24,-560.2249999999999,-1539.6500000000005,-1725.3000000000002,2128.3250000000007,2079.425,54.525000000000546,2076.25,8236.4,-51.350000000000364,-1277.1000000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_1.25,0.50/1.25,6844.45,2370.25,2024-08-02,72,102,True,24,-570.4249999999993,-1718.1500000000005,-2114.1499999999996,2378.6500000000024,2417.0249999999996,46.774999999999636,2082.6,8006.7,294.0,-1391.9499999999998
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_1.50,0.50/1.50,6128.799999999999,2689.925,2024-08-02,78,110,True,20,-570.4249999999997,-1766.8500000000004,-2466.325,2698.325000000002,2798.2,108.27499999999964,2082.6,6575.4,613.6750000000002,-2107.6000000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_1.75,0.50/1.75,6360.25,2679.375,2024-08-02,72,102,True,22,-560.2249999999999,-1656.050000000001,-2603.25,2739.899999999999,2797.775,118.40000000000009,2082.6,7038.3,603.125,-1876.1499999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_2.00,0.50/2.00,5329.225,2730.0249999999996,2024-08-07,72,102,True,21,-560.225,-1753.0750000000007,-2728.925,2916.400000000001,3075.55,345.52500000000055,2082.6,5682.2,653.7749999999996,-2907.1749999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_2.25,0.50/2.25,5239.825,2644.6249999999995,2024-08-02,53,76,True,24,-560.2249999999999,-1667.7999999999997,-2567.65,2755.1250000000036,2914.2749999999996,269.6500000000001,2082.6,5682.2,568.3749999999995,-2996.575
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_2.50,0.50/2.50,5578.674999999999,2448.0499999999997,2024-08-02,48,68,True,26,-560.2250000000001,-1490.2500000000005,-2371.0750000000003,2558.550000000001,2717.7,269.6500000000001,2082.6,5682.2,371.7999999999997,-2657.7250000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_2.75,0.50/2.75,4701.475,2970.4,2024-08-07,71,101,True,19,-560.2250000000001,-1467.0000000000005,-2961.7999999999997,3156.775000000005,3308.425,338.0250000000001,2082.6,5682.2,894.1500000000001,-3534.9249999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_3.00,0.50/3.00,4787.95,2901.6499999999996,2024-08-07,71,101,True,18,-560.2250000000001,-1467.0,-2807.3,3088.024999999999,3179.2749999999996,277.625,2082.6,5682.2,825.3999999999996,-3448.45
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_3.25,0.50/3.25,5275.299999999999,2908.35,2024-08-07,60,85,True,20,-560.225,-1484.7249999999995,-2813.9999999999995,3094.724999999999,3185.9749999999995,277.62499999999955,2082.6,5682.2,832.0999999999999,-2961.1000000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.50_3.50,0.50/3.50,5342.049999999999,2726.85,2024-08-07,70,100,True,23,-560.225,-1464.2249999999995,-2632.4999999999995,2913.224999999998,3004.4749999999995,277.62499999999955,2082.6,5682.2,650.5999999999999,-2894.3500000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_1.00,0.75/1.00,7661.75,2051.525,2024-08-02,59,85,True,24,-571.95,-1544.699999999999,-1696.3250000000003,2210.2750000000024,2106.05,54.52500000000009,2076.25,8236.4,-24.72499999999991,-574.6499999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_1.25,0.75/1.25,7546.9,2396.8750000000005,2024-08-02,65,93,True,22,-571.9499999999999,-1733.125,-2085.1749999999997,2405.2750000000005,2443.65,46.774999999999636,2135.8500000000004,8006.7,320.62500000000045,-689.5
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_1.50,0.75/1.50,6831.25,2716.55,2024-08-02,72,102,True,23,-571.95,-1762.0999999999995,-2437.3499999999995,2726.6250000000055,2824.825,108.27499999999964,2135.8500000000004,7087.1,640.3000000000002,-1405.1499999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_1.75,0.75/1.75,7062.700000000001,2706.0,2024-08-02,69,99,True,22,-571.9499999999998,-1651.3000000000002,-2574.2749999999996,2766.525,2824.4000000000005,118.40000000000055,2135.8500000000004,7087.1,629.75,-1173.699999999999
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_2.00,0.75/2.00,6031.675,2756.5250000000005,2024-08-02,62,87,True,24,-571.95,-1748.3250000000003,-2652.9,2988.2000000000003,3102.175,345.64999999999964,2135.8500000000004,7087.1,680.2750000000005,-2204.7249999999995
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_2.25,0.75/2.25,5942.275,2671.25,2024-08-02,47,67,True,27,-571.9499999999999,-1663.0500000000002,-2522.2250000000004,2826.9250000000025,2940.9,269.6500000000001,2135.8500000000004,7087.1,595.0,-2294.125
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_2.50,0.75/2.50,6281.125,2474.675,2024-08-02,44,62,True,27,-571.95,-1485.5,-2325.6499999999996,2630.35,2744.3250000000003,269.6500000000001,2135.8500000000004,7087.1,398.4250000000002,-1955.2749999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_2.75,0.75/2.75,5403.925,2926.95,2024-08-07,57,79,True,24,-571.95,-1462.25,-2885.7750000000005,3228.5750000000007,3335.05,408.10000000000036,2135.8500000000004,7087.1,850.6999999999998,-2832.4749999999995
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_3.00,0.75/3.00,5490.4,2858.2,2024-08-07,56,78,True,21,-571.95,-1462.250000000001,-2731.2749999999996,3159.8250000000007,3205.9,347.7000000000003,2135.8500000000004,7087.1,781.9499999999998,-2746.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_3.25,0.75/3.25,5977.75,2864.9000000000005,2024-08-07,55,77,True,22,-571.95,-1479.9750000000004,-2737.9749999999995,3166.5249999999987,3212.6,347.69999999999936,2135.8500000000004,7087.1,788.6500000000005,-2258.6499999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_0.75_3.50,0.75/3.50,6044.5,2683.4000000000005,2024-08-07,56,78,True,24,-571.95,-1459.4750000000004,-2556.4749999999995,2985.024999999999,3031.1,347.69999999999936,2135.8500000000004,7087.1,607.1500000000005,-2191.8999999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_1.25,1.00/1.25,8121.549999999999,2413.8500000000004,2024-08-07,61,89,True,26,-580.8000000000002,-1790.0749999999998,-2114.1499999999996,2663.3499999999985,2413.85,-4.547473508864641e-13,2076.25,8236.4,337.60000000000036,-114.85000000000036
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_1.50,1.00/1.50,7405.9,2795.0250000000005,2024-08-07,72,102,True,23,-580.7999999999993,-1771.0499999999993,-2530.825,3044.5249999999996,2795.0249999999996,-9.094947017729282e-13,2076.25,8236.4,718.7750000000005,-830.5
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_1.75,1.00/1.75,7637.35,2726.7,2024-08-07,71,101,True,26,-580.8000000000002,-1665.75,-2618.0,3028.3249999999953,2794.6000000000004,67.90000000000055,2076.25,8236.4,650.4499999999998,-599.0499999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_2.00,1.00/2.00,6606.325,3004.4750000000004,2024-08-07,69,99,True,23,-580.8000000000002,-1757.2749999999996,-2895.7750000000005,3306.100000000001,3072.375,67.89999999999964,2076.25,8236.4,928.2250000000004,-1630.0749999999998
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_2.25,1.00/2.25,6516.924999999999,2843.2,2024-08-07,54,77,True,25,-580.8000000000002,-1672.0,-2734.5,3144.8249999999994,2911.1,67.90000000000009,2076.25,8236.4,766.9499999999998,-1719.4750000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_2.50,1.00/2.50,6855.775,2646.625,2024-08-07,50,70,True,25,-580.8000000000011,-1494.449999999999,-2537.925,2948.24999999999,2714.525,67.90000000000009,2076.25,8236.4,570.375,-1380.625
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_2.75,1.00/2.75,5978.575,3244.8499999999995,2024-08-07,68,98,True,18,-580.8000000000011,-1541.0749999999998,-3128.6500000000005,3546.474999999998,3305.25,60.400000000000546,2076.25,8236.4,1168.5999999999995,-2257.825
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_3.00,1.00/3.00,6065.049999999999,3176.1,2024-08-07,68,98,True,18,-580.8000000000002,-1520.8250000000003,-2974.15,3477.72499999999,3176.1,0.0,2076.25,8236.4,1099.85,-2171.3500000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_3.25,1.00/3.25,6552.4,3182.8,2024-08-07,60,85,True,19,-580.7999999999993,-1520.8249999999998,-2980.8499999999995,3484.4249999999893,3182.7999999999997,-4.547473508864641e-13,2076.25,8236.4,1106.5500000000002,-1684.0
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.00_3.50,1.00/3.50,6619.15,3001.3,2024-08-07,50,71,True,22,-580.7999999999993,-1468.4250000000002,-2799.3499999999995,3302.9249999999893,3001.2999999999997,-4.547473508864641e-13,2076.25,8236.4,925.0500000000002,-1617.25
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_1.50,1.25/1.50,7291.049999999999,3132.625,2024-08-07,71,101,True,23,-620.8999999999996,-1959.4750000000004,-2921.925,3391.1250000000055,3132.625,0.0,2751.45,8006.7,1056.375,-945.3500000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_1.75,1.25/1.75,7522.5,3064.3,2024-08-07,71,101,True,23,-580.8000000000002,-1881.25,-3009.0999999999995,3365.925,3132.2,67.89999999999964,2751.45,8006.7,988.0500000000002,-713.8999999999996
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_2.00,1.25/2.00,6491.475,3342.0750000000007,2024-08-07,69,99,True,22,-580.8000000000002,-1945.6999999999998,-3286.875,3643.7000000000057,3409.9750000000004,67.89999999999964,2751.45,8006.7,1265.8250000000007,-1744.9249999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_2.25,1.25/2.25,6402.075,3180.7999999999993,2024-08-07,50,71,True,24,-580.8000000000002,-1860.4250000000002,-3125.6000000000004,3482.425000000002,3248.7,67.90000000000055,2751.45,8006.7,1104.5499999999993,-1834.3249999999998
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_2.50,1.25/2.50,6740.924999999999,2984.2250000000004,2024-08-07,49,70,True,24,-580.7999999999993,-1682.875,-2929.0249999999996,3285.849999999994,3052.125,67.89999999999964,2751.45,8006.7,907.9750000000004,-1495.4750000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_2.75,1.25/2.75,5863.725,3582.45,2024-08-07,69,99,True,18,-580.7999999999993,-1659.625,-3519.75,3884.0749999999994,3642.85,60.40000000000009,2751.45,8006.7,1506.1999999999998,-2372.6749999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_3.00,1.25/3.00,5950.2,3513.6999999999994,2024-08-07,68,98,True,18,-580.8000000000002,-1659.625,-3365.2500000000005,3815.3249999999966,3513.7,4.547473508864641e-13,2751.45,8006.7,1437.4499999999994,-2286.2
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_3.25,1.25/3.25,6437.549999999999,3520.3999999999996,2024-08-07,68,98,True,18,-580.8000000000011,-1677.3500000000004,-3371.95,3822.024999999996,3520.3999999999996,0.0,2751.45,8006.7,1444.1499999999996,-1798.8500000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.25_3.50,1.25/3.50,6504.299999999999,3338.8999999999996,2024-08-07,68,98,True,19,-580.8000000000011,-1656.8500000000004,-3190.45,3640.524999999995,3338.8999999999996,0.0,2751.45,8006.7,1262.6499999999996,-1732.1000000000004
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.50_1.75,1.50/1.75,6806.85,3445.4750000000004,2024-08-07,77,109,True,24,-580.7999999999993,-2050.4749999999995,-3425.7749999999996,3747.10000000001,3513.375,67.89999999999964,3512.9500000000003,7038.3,1369.2250000000004,-1429.5499999999993
12m_2023-10-01,12m,2023-10-01,2024-10-01T00:00:00,pair_1.50_2.00,1.50/2.00,5775.825,3723.2500000000005,2024-08-07,72,102,True,21,-580.7999999999993,-2023.9749999999995,-3703.5499999999997,4024.875000000009,3791.15,67.89999999999964,3513.7999999999997,6575.4,1647.0000000000005,-2460.575
