cohort,rr,budget,method,breached,horizon_open_trade_censored,trade_key,window,entry,exit,pnl_before,pnl_after,kind,interval_start
12m_2021-10-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,1.75,1500,closed_peak_dd,True,0,RR1.75:21-22:170:600,21-22,2021-12-03T21:25:20,2021-12-03T21:39:20,1309.75,1155.7,realized_drawdown,2021-12-03T21:39:20
12m_2021-10-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.00,1500,closed_peak_dd,True,0,RR2.00:4-5:164:639,4-5,2021-12-06T04:08:20,2021-12-06T09:28:40,1520.95,1452.9,realized_drawdown,2021-12-06T09:28:40
12m_2021-10-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,2.25,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.25,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.25,1500,closed_peak_dd,True,0,RR2.25:20-21:164:592,20-21,2021-12-03T20:24:40,2021-12-03T20:35:40,1605.9,1431.35,realized_drawdown,2021-12-03T20:35:40
12m_2021-10-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.50,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.50,1500,closed_peak_dd,True,0,RR2.50:16-17:283:761,16-17,2021-12-02T16:01:40,2021-12-02T16:30:20,1992.6,1864.55,realized_drawdown,2021-12-02T16:30:20
12m_2021-10-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,2.75,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.75,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.75,1500,closed_peak_dd,True,0,RR2.75:16-17:283:761,16-17,2021-12-02T16:01:40,2021-12-02T16:30:20,1813.5,1685.45,realized_drawdown,2021-12-02T16:30:20
12m_2021-10-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,3.00,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.00,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.00,1500,closed_peak_dd,True,0,RR3.00:11-12:148:638,11-12,2021-12-02T11:03:40,2021-12-02T12:13:40,1913.75,1822.7,realized_drawdown,2021-12-02T12:13:40
12m_2021-10-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,3.25,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.25,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.25,1500,closed_peak_dd,True,0,RR3.25:16-17:283:761,16-17,2021-12-02T16:01:40,2021-12-02T16:30:20,2165.85,2037.8,realized_drawdown,2021-12-02T16:30:20
12m_2021-10-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2021-10-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.50,1500,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.50,1500,closed_peak_dd,True,0,RR3.50:21-22:170:600,21-22,2021-12-03T21:25:20,2021-12-03T21:39:20,1960.6,1806.55,realized_drawdown,2021-12-03T21:39:20
12m_2021-10-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2021-10-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2021-10-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,0.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,0.50,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,0.50,1500,closed_peak_dd,True,0,RR0.50:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,3078.55,2340.5,realized_drawdown,2022-05-11T20:05:40
12m_2022-01-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,0.75,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,0.75,1500,closed_peak_dd,True,0,RR0.75:18-19:161:724,18-19,2022-05-09T18:42:40,2022-05-09T20:34:40,2913.05,2781.0,realized_drawdown,2022-05-09T20:34:40
12m_2022-01-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,1.00,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.00,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.00,1500,closed_peak_dd,True,0,RR1.00:20-21:183:673,20-21,2022-03-14T20:38:20,2022-03-14T21:34:20,1343.7,1216.15,realized_drawdown,2022-03-14T21:34:20
12m_2022-01-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,1.25,1500,closed_floor,True,0,RR1.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1447.9,-1593.95,close,2022-06-17T17:33:40
12m_2022-01-01,1.25,1500,excursion_floor,True,0,RR1.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1447.9,-1593.95,mae,2022-06-17T16:31:40
12m_2022-01-01,1.25,1500,closed_peak_dd,True,0,RR1.25:22-23:175:654,22-23,2022-01-21T22:40:40,2022-01-21T22:54:40,-922.3,-1106.35,realized_drawdown,2022-01-21T22:54:40
12m_2022-01-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,1.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.50,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.50,1500,closed_peak_dd,True,0,RR1.50:17-18:136:667,17-18,2022-03-08T17:54:40,2022-03-08T18:32:40,1953.4,1652.35,realized_drawdown,2022-03-08T18:32:40
12m_2022-01-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.75,1500,closed_peak_dd,True,0,RR1.75:17-18:136:667,17-18,2022-03-08T17:54:40,2022-03-08T18:32:40,2404.05,2103.0,realized_drawdown,2022-03-08T18:32:40
12m_2022-01-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,2.00,1500,closed_peak_dd,True,0,RR2.00:17-18:136:667,17-18,2022-03-08T17:54:40,2022-03-08T18:32:40,2114.4,1813.35,realized_drawdown,2022-03-08T18:32:40
12m_2022-01-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,2.25,1500,closed_floor,True,0,RR2.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1410.95,-1557.0,close,2022-06-17T17:33:40
12m_2022-01-01,2.25,1500,excursion_floor,True,0,RR2.25:16-17:357:986,16-17,2022-06-17T16:31:40,2022-06-17T17:33:40,-1410.95,-1557.0,mae,2022-06-17T16:31:40
12m_2022-01-01,2.25,1500,closed_peak_dd,True,0,RR2.25:10-11:188:709,10-11,2022-03-08T10:05:40,2022-03-08T17:07:40,1148.95,1013.9,realized_drawdown,2022-03-08T17:07:40
12m_2022-01-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.50,1500,excursion_floor,True,0,RR2.50:18-19:138:610,18-19,2022-01-10T18:11:40,2022-01-10T23:00:00,-1435.75,-719.3,mae,2022-01-10T18:11:40
12m_2022-01-01,2.50,1500,closed_peak_dd,True,0,RR2.50:14-15:185:711,14-15,2022-03-04T14:46:40,2022-03-04T16:46:40,1789.15,1652.6,realized_drawdown,2022-03-04T16:46:40
12m_2022-01-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,2.75,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.75,1500,excursion_floor,True,0,RR2.75:18-19:138:610,18-19,2022-01-10T18:11:40,2022-01-10T23:00:00,-1428.75,-712.3,mae,2022-01-10T18:11:40
12m_2022-01-01,2.75,1500,closed_peak_dd,True,0,RR2.75:14-15:185:711,14-15,2022-03-04T14:46:40,2022-03-04T16:46:40,1864.85,1728.3,realized_drawdown,2022-03-04T16:46:40
12m_2022-01-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,3.00,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.00,1500,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,3.00,1500,closed_peak_dd,True,0,RR3.00:14-15:185:711,14-15,2022-03-04T14:46:40,2022-03-04T16:46:40,2558.4,2421.85,realized_drawdown,2022-03-04T16:46:40
12m_2022-01-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,3.25,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.25,1500,excursion_floor,True,0,RR3.25:18-19:138:610,18-19,2022-01-10T18:11:40,2022-01-10T23:00:00,-1485.2,-768.75,mae,2022-01-10T18:11:40
12m_2022-01-01,3.25,1500,closed_peak_dd,True,0,RR3.25:14-15:185:711,14-15,2022-03-04T14:46:40,2022-03-04T16:46:40,2904.6,2768.05,realized_drawdown,2022-03-04T16:46:40
12m_2022-01-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-01-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.50,1500,excursion_floor,True,0,RR3.50:18-19:138:610,18-19,2022-01-10T18:11:40,2022-01-10T23:00:00,-1485.2,-768.75,mae,2022-01-10T18:11:40
12m_2022-01-01,3.50,1500,closed_peak_dd,True,0,RR3.50:14-15:185:711,14-15,2022-03-04T14:46:40,2022-03-04T16:46:40,3485.25,3348.7,realized_drawdown,2022-03-04T16:46:40
12m_2022-01-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-01-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-01-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,0.50,1500,closed_floor,True,0,RR0.50:22-23:201:773,22-23,2022-06-14T22:39:20,2022-06-14T23:30:00,-1453.35,-1526.4,close,2022-06-14T23:30:00
12m_2022-04-01,0.50,1500,excursion_floor,True,0,RR0.50:22-23:201:773,22-23,2022-06-14T22:39:20,2022-06-14T23:30:00,-1453.35,-1526.4,mae,2022-06-14T22:39:20
12m_2022-04-01,0.50,1500,closed_peak_dd,True,0,RR0.50:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,187.0,-551.05,realized_drawdown,2022-05-11T20:05:40
12m_2022-04-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,0.75,1500,closed_floor,True,0,RR0.75:9-10:216:798,9-10,2022-05-12T09:08:40,2022-05-12T09:47:40,-1473.5,-1582.05,close,2022-05-12T09:47:40
12m_2022-04-01,0.75,1500,excursion_floor,True,0,RR0.75:9-10:216:798,9-10,2022-05-12T09:08:40,2022-05-12T09:47:40,-1473.5,-1582.05,mae,2022-05-12T09:08:40
12m_2022-04-01,0.75,1500,closed_peak_dd,True,0,RR0.75:18-19:161:724,18-19,2022-05-09T18:42:40,2022-05-09T20:34:40,-404.65,-536.7,realized_drawdown,2022-05-09T20:34:40
12m_2022-04-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,1.00,1500,closed_floor,True,0,RR1.00:3-4:205:767,3-4,2022-05-12T03:42:40,2022-05-12T08:23:40,-1413.6,-1588.65,close,2022-05-12T08:23:40
12m_2022-04-01,1.00,1500,excursion_floor,True,0,RR1.00:3-4:205:767,3-4,2022-05-12T03:42:40,2022-05-12T08:23:40,-1413.6,-1588.65,mae,2022-05-12T03:42:40
12m_2022-04-01,1.00,1500,closed_peak_dd,True,0,RR1.00:21-22:206:732,21-22,2022-05-02T21:07:20,2022-05-02T21:15:40,-7.5,-187.05,realized_drawdown,2022-05-02T21:15:40
12m_2022-04-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,1.25,1500,closed_floor,True,0,RR1.25:9-10:216:798,9-10,2022-05-12T09:08:40,2022-05-12T09:47:40,-1456.5,-1565.05,close,2022-05-12T09:47:40
12m_2022-04-01,1.25,1500,excursion_floor,True,0,RR1.25:9-10:216:798,9-10,2022-05-12T09:08:40,2022-05-12T09:47:40,-1456.5,-1565.05,mae,2022-05-12T09:08:40
12m_2022-04-01,1.25,1500,closed_peak_dd,True,0,RR1.25:21-22:206:732,21-22,2022-05-02T21:07:20,2022-05-02T21:15:40,-86.85,-266.4,realized_drawdown,2022-05-02T21:15:40
12m_2022-04-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,1.50,1500,closed_floor,True,0,RR1.50:21-22:209:746,21-22,2022-05-11T21:25:40,2022-05-11T22:15:40,-1272.15,-1505.7,close,2022-05-11T22:15:40
12m_2022-04-01,1.50,1500,excursion_floor,True,0,RR1.50:21-22:209:746,21-22,2022-05-11T21:25:40,2022-05-11T22:15:40,-1272.15,-1505.7,mae,2022-05-11T21:25:40
12m_2022-04-01,1.50,1500,closed_peak_dd,True,0,RR1.50:21-22:206:732,21-22,2022-05-02T21:07:20,2022-05-02T21:15:40,-60.75,-240.3,realized_drawdown,2022-05-02T21:15:40
12m_2022-04-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,1.75,1500,closed_floor,True,0,RR1.75:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-971.4,-1709.45,close,2022-05-11T20:05:40
12m_2022-04-01,1.75,1500,excursion_floor,True,0,RR1.75:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-971.4,-1709.45,mae,2022-05-11T16:51:40
12m_2022-04-01,1.75,1500,closed_peak_dd,True,0,RR1.75:16-17:339:928,16-17,2022-05-02T16:05:40,2022-05-02T16:37:40,-369.05,-476.1,realized_drawdown,2022-05-02T16:37:40
12m_2022-04-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,2.00,1500,closed_floor,True,0,RR2.00:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-782.25,-1520.3,close,2022-05-11T20:05:40
12m_2022-04-01,2.00,1500,excursion_floor,True,0,RR2.00:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-782.25,-1520.3,mae,2022-05-11T16:51:40
12m_2022-04-01,2.00,1500,closed_peak_dd,True,0,RR2.00:14-15:204:775,14-15,2022-05-09T14:53:40,2022-05-09T17:29:40,-625.15,-760.7,realized_drawdown,2022-05-09T17:29:40
12m_2022-04-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,2.25,1500,closed_floor,True,0,RR2.25:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-916.7,-1654.75,close,2022-05-11T20:05:40
12m_2022-04-01,2.25,1500,excursion_floor,True,0,RR2.25:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-916.7,-1654.75,mae,2022-05-11T16:51:40
12m_2022-04-01,2.25,1500,closed_peak_dd,True,0,RR2.25:16-17:340:930,16-17,2022-05-03T16:59:40,2022-05-03T17:08:40,-653.7,-741.25,realized_drawdown,2022-05-03T17:08:40
12m_2022-04-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,2.50,1500,closed_floor,True,0,RR2.50:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-865.6,-1603.65,close,2022-05-11T20:05:40
12m_2022-04-01,2.50,1500,excursion_floor,True,0,RR2.50:16-17:341:936,16-17,2022-05-11T16:51:40,2022-05-11T20:05:40,-865.6,-1603.65,mae,2022-05-11T16:51:40
12m_2022-04-01,2.50,1500,closed_peak_dd,True,0,RR2.50:14-15:204:775,14-15,2022-05-09T14:53:40,2022-05-09T17:29:40,-747.55,-883.1,realized_drawdown,2022-05-09T17:29:40
12m_2022-04-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,2.75,1500,closed_floor,True,0,RR2.75:21-22:209:746,21-22,2022-05-11T21:25:40,2022-05-11T22:15:40,-1452.05,-1685.6,close,2022-05-11T22:15:40
12m_2022-04-01,2.75,1500,excursion_floor,True,0,RR2.75:21-22:209:746,21-22,2022-05-11T21:25:40,2022-05-11T22:15:40,-1452.05,-1685.6,mae,2022-05-11T21:25:40
12m_2022-04-01,2.75,1500,closed_peak_dd,True,0,RR2.75:14-15:204:775,14-15,2022-05-09T14:53:40,2022-05-09T17:29:40,-684.45,-820.0,realized_drawdown,2022-05-09T17:29:40
12m_2022-04-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,3.00,1500,closed_floor,True,0,RR3.00:21-22:208:743,21-22,2022-05-09T21:56:40,2022-05-09T22:28:20,-1453.9,-1600.45,close,2022-05-09T22:28:20
12m_2022-04-01,3.00,1500,excursion_floor,True,0,RR3.00:21-22:208:743,21-22,2022-05-09T21:56:40,2022-05-09T22:28:20,-1453.9,-1600.45,mae,2022-05-09T21:56:40
12m_2022-04-01,3.00,1500,closed_peak_dd,True,0,RR3.00:3-4:203:758,3-4,2022-05-02T03:13:20,2022-05-02T14:38:20,-528.55,-671.1,realized_drawdown,2022-05-02T14:38:20
12m_2022-04-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,3.25,1500,closed_floor,True,0,RR3.25:12-13:182:732,12-13,2022-05-04T12:31:40,2022-05-04T16:30:40,-1479.15,-1520.7,close,2022-05-04T16:30:40
12m_2022-04-01,3.25,1500,excursion_floor,True,0,RR3.25:18-19:159:716,18-19,2022-05-03T18:07:40,2022-05-03T23:30:00,-1385.5,-1405.05,mae,2022-05-03T18:07:40
12m_2022-04-01,3.25,1500,closed_peak_dd,True,0,RR3.25:18-19:158:712,18-19,2022-04-29T18:33:40,2022-04-29T19:02:40,-563.95,-723.0,realized_drawdown,2022-04-29T19:02:40
12m_2022-04-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-04-01,3.50,1500,closed_floor,True,0,RR3.50:21-22:206:738,21-22,2022-05-09T21:56:40,2022-05-09T22:28:20,-1441.35,-1587.9,close,2022-05-09T22:28:20
12m_2022-04-01,3.50,1500,excursion_floor,True,0,RR3.50:21-22:206:738,21-22,2022-05-09T21:56:40,2022-05-09T22:28:20,-1441.35,-1587.9,mae,2022-05-09T21:56:40
12m_2022-04-01,3.50,1500,closed_peak_dd,True,0,RR3.50:18-19:158:712,18-19,2022-04-29T18:33:40,2022-04-29T19:02:40,-434.95,-594.0,realized_drawdown,2022-04-29T19:02:40
12m_2022-04-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-04-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-04-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,0.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,0.50,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,0.50,1500,closed_peak_dd,True,0,RR0.50:16-17:408:1135,16-17,2022-11-04T16:41:40,2022-11-04T17:51:40,1971.75,1492.2,realized_drawdown,2022-11-04T17:51:40
12m_2022-07-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,0.75,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,0.75,1500,closed_peak_dd,True,0,RR0.75:16-17:408:1135,16-17,2022-11-04T16:41:40,2022-11-04T17:51:40,2368.4,1888.85,realized_drawdown,2022-11-04T17:51:40
12m_2022-07-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,1.00,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.00,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.00,1500,closed_peak_dd,True,0,RR1.00:16-17:408:1135,16-17,2022-11-04T16:41:40,2022-11-04T17:51:40,2722.65,2243.1,realized_drawdown,2022-11-04T17:51:40
12m_2022-07-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,1.25,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.25,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.25,1500,closed_peak_dd,True,0,RR1.25:16-17:408:1135,16-17,2022-11-04T16:41:40,2022-11-04T17:51:40,2201.05,1721.5,realized_drawdown,2022-11-04T17:51:40
12m_2022-07-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,1.50,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.50,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.50,1500,closed_peak_dd,True,0,RR1.50:16-17:408:1135,16-17,2022-11-04T16:41:40,2022-11-04T17:51:40,3357.15,2877.6,realized_drawdown,2022-11-04T17:51:40
12m_2022-07-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.75,1500,closed_peak_dd,True,0,RR1.75:4-5:228:901,4-5,2022-09-05T04:00:40,2022-09-05T08:58:40,2313.05,2246.5,realized_drawdown,2022-09-05T08:58:40
12m_2022-07-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2022-07-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2022-07-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2022-07-01,2.00,1500,closed_peak_dd,True,0,RR2.00:14-15:243:932,14-15,2022-11-04T14:30:20,2022-11-04T14:30:40,2240.45,2166.4,realized_drawdown,2022-11-04T14:30:40
12m_2022-07-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2022-07-01,2.00,6800,excursion_floor,False,0,,,,,,,,
