cohort,rr,budget,method,breached,horizon_open_trade_censored,trade_key,window,entry,exit,pnl_before,pnl_after,kind,interval_start
12m_2023-07-01,3.25,1500,excursion_floor,False,0,,,,,,,,
12m_2023-07-01,3.25,1500,closed_peak_dd,True,0,RR3.25:22-23:309:1182,22-23,2023-10-23T22:05:20,2023-10-23T22:12:40,-79.2,-157.75,realized_drawdown,2023-10-23T22:12:40
12m_2023-07-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2023-07-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2023-07-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-07-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2023-07-01,3.50,1500,excursion_floor,True,0,RR3.50:19-20:293:1207,19-20,2023-10-30T19:24:40,2023-11-01T16:30:00,-1497.9,-979.45,mae,2023-10-30T19:24:40
12m_2023-07-01,3.50,1500,closed_peak_dd,True,0,RR3.50:18-19:276:1194,18-19,2023-10-20T18:55:40,2023-10-20T22:45:40,-447.45,-563.0,realized_drawdown,2023-10-20T22:45:40
12m_2023-07-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2023-07-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2023-07-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,0.50,1500,closed_floor,False,0,,,,,,,,
12m_2023-10-01,0.50,1500,excursion_floor,True,0,RR0.50:19-20:293:1208,19-20,2023-10-30T19:24:40,2023-10-30T20:00:00,-1490.75,-1382.8,mae,2023-10-30T19:24:40
12m_2023-10-01,0.50,1500,closed_peak_dd,True,0,RR0.50:17-18:222:1147,17-18,2023-10-30T17:59:40,2023-10-30T18:43:40,-1338.7,-1490.75,realized_drawdown,2023-10-30T18:43:40
12m_2023-10-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2023-10-01,0.75,1500,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,0.75,1500,closed_peak_dd,True,0,RR0.75:17-18:222:1147,17-18,2023-10-30T17:59:40,2023-10-30T18:43:40,-1201.2,-1353.25,realized_drawdown,2023-10-30T18:43:40
12m_2023-10-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,1.00,1500,closed_floor,True,0,RR1.00:17-18:222:1147,17-18,2023-10-30T17:59:40,2023-10-30T18:43:40,-1484.9,-1636.95,close,2023-10-30T18:43:40
12m_2023-10-01,1.00,1500,excursion_floor,True,0,RR1.00:17-18:222:1147,17-18,2023-10-30T17:59:40,2023-10-30T18:43:40,-1484.9,-1636.95,mae,2023-10-30T17:59:40
12m_2023-10-01,1.00,1500,closed_peak_dd,True,0,RR1.00:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1339.1,-1415.65,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,1.25,1500,closed_floor,True,0,RR1.25:20-21:307:1159,20-21,2023-10-26T20:03:40,2023-10-26T20:30:40,-1435.75,-1541.3,close,2023-10-26T20:30:40
12m_2023-10-01,1.25,1500,excursion_floor,True,0,RR1.25:10-11:345:1299,10-11,2023-10-26T10:51:40,2023-10-26T16:00:00,-1487.65,-1298.2,mae,2023-10-26T10:51:40
12m_2023-10-01,1.25,1500,closed_peak_dd,True,0,RR1.25:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1379.05,-1455.6,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,1.50,1500,closed_floor,True,0,RR1.50:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1451.9,-1546.45,close,2023-10-25T23:06:20
12m_2023-10-01,1.50,1500,excursion_floor,True,0,RR1.50:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1451.9,-1546.45,mae,2023-10-25T22:32:40
12m_2023-10-01,1.50,1500,closed_peak_dd,True,0,RR1.50:21-22:338:1218,21-22,2023-10-25T21:21:40,2023-10-25T21:50:20,-1342.35,-1451.9,realized_drawdown,2023-10-25T21:50:20
12m_2023-10-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,1.75,1500,closed_floor,True,0,RR1.75:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1412.2,-1506.75,close,2023-10-25T23:06:20
12m_2023-10-01,1.75,1500,excursion_floor,True,0,RR1.75:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1412.2,-1506.75,mae,2023-10-25T22:32:40
12m_2023-10-01,1.75,1500,closed_peak_dd,True,0,RR1.75:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1412.2,-1506.75,realized_drawdown,2023-10-25T23:06:20
12m_2023-10-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,2.00,1500,closed_floor,True,0,RR2.00:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1432.65,-1509.2,close,2023-10-25T23:16:40
12m_2023-10-01,2.00,1500,excursion_floor,True,0,RR2.00:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1432.65,-1509.2,mae,2023-10-25T23:16:20
12m_2023-10-01,2.00,1500,closed_peak_dd,True,0,RR2.00:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1432.65,-1509.2,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,2.25,1500,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.25,1500,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.25,1500,closed_peak_dd,True,0,RR2.25:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,1349.45,1234.9,realized_drawdown,2024-04-18T21:33:40
12m_2023-10-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.50,1500,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.50,1500,closed_peak_dd,True,0,RR2.50:17-18:222:1146,17-18,2023-10-30T17:59:40,2023-10-30T18:43:40,-1185.4,-1337.45,realized_drawdown,2023-10-30T18:43:40
12m_2023-10-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,2.75,1500,closed_floor,True,0,RR2.75:10-11:345:1296,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1411.05,-1500.6,close,2023-10-26T18:23:40
12m_2023-10-01,2.75,1500,excursion_floor,True,0,RR2.75:10-11:345:1296,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1411.05,-1500.6,close,2023-10-26T18:23:40
12m_2023-10-01,2.75,1500,closed_peak_dd,True,0,RR2.75:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1302.45,-1379.0,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,3.00,1500,closed_floor,True,0,RR3.00:10-11:345:1296,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1411.05,-1500.6,close,2023-10-26T18:23:40
12m_2023-10-01,3.00,1500,excursion_floor,True,0,RR3.00:10-11:345:1296,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1411.05,-1500.6,close,2023-10-26T18:23:40
12m_2023-10-01,3.00,1500,closed_peak_dd,True,0,RR3.00:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1302.45,-1379.0,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,3.25,1500,closed_floor,True,0,RR3.25:10-11:345:1294,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1470.0,-1559.55,close,2023-10-26T18:23:40
12m_2023-10-01,3.25,1500,excursion_floor,True,0,RR3.25:10-11:345:1294,10-11,2023-10-26T10:51:40,2023-10-26T18:23:40,-1470.0,-1559.55,mae,2023-10-26T10:51:40
12m_2023-10-01,3.25,1500,closed_peak_dd,True,0,RR3.25:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1361.4,-1437.95,realized_drawdown,2023-10-25T23:16:40
12m_2023-10-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2023-10-01,3.50,1500,closed_floor,True,0,RR3.50:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1428.4,-1504.95,close,2023-10-25T23:16:40
12m_2023-10-01,3.50,1500,excursion_floor,True,0,RR3.50:23-24:70:536,23-24,2023-10-25T23:16:20,2023-10-25T23:16:40,-1428.4,-1504.95,mae,2023-10-25T23:16:20
12m_2023-10-01,3.50,1500,closed_peak_dd,True,0,RR3.50:22-23:310:1185,22-23,2023-10-25T22:32:40,2023-10-25T23:06:20,-1333.85,-1428.4,realized_drawdown,2023-10-25T23:06:20
12m_2023-10-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2023-10-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2023-10-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,0.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,0.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,0.50,1500,closed_peak_dd,True,0,RR0.50:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,1246.2,1161.15,realized_drawdown,2024-04-18T23:00:20
12m_2024-01-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,0.75,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,0.75,1500,closed_peak_dd,True,0,RR0.75:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,1341.45,1256.4,realized_drawdown,2024-04-18T23:00:20
12m_2024-01-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,1.00,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.00,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.00,1500,closed_peak_dd,True,0,RR1.00:9-10:398:1505,9-10,2024-07-25T09:41:40,2024-07-25T10:03:40,5233.55,5187.0,realized_drawdown,2024-07-25T10:03:40
12m_2024-01-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,1.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.25,1500,closed_peak_dd,True,0,RR1.25:16-17:634:1805,16-17,2024-07-24T16:22:40,2024-07-24T16:33:40,6141.5,6055.45,realized_drawdown,2024-07-24T16:33:40
12m_2024-01-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,1.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.50,1500,closed_peak_dd,True,0,RR1.50:10-11:427:1567,10-11,2024-07-24T10:22:40,2024-07-24T11:14:40,5570.0,5499.45,realized_drawdown,2024-07-24T11:14:40
12m_2024-01-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.75,1500,closed_peak_dd,True,0,RR1.75:23-24:80:627,23-24,2024-07-23T23:02:20,2024-07-23T23:03:40,5674.65,5506.1,realized_drawdown,2024-07-23T23:03:40
12m_2024-01-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.00,1500,closed_peak_dd,True,0,RR2.00:1-2:308:1249,1-2,2024-04-19T01:00:40,2024-04-19T02:17:40,1632.8,1586.75,realized_drawdown,2024-04-19T02:17:40
12m_2024-01-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,2.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.25,1500,closed_peak_dd,True,0,RR2.25:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,1040.05,925.5,realized_drawdown,2024-04-18T21:33:40
12m_2024-01-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.50,1500,closed_peak_dd,True,0,RR2.50:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,782.8,697.75,realized_drawdown,2024-04-18T23:00:20
12m_2024-01-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,2.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.75,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.75,1500,closed_peak_dd,True,0,RR2.75:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,1035.55,950.5,realized_drawdown,2024-04-18T23:00:20
12m_2024-01-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,3.00,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.00,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.00,1500,closed_peak_dd,True,0,RR3.00:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,1183.3,1068.75,realized_drawdown,2024-04-18T21:33:40
12m_2024-01-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,3.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.25,1500,closed_peak_dd,True,0,RR3.25:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,1514.95,1400.4,realized_drawdown,2024-04-18T21:33:40
12m_2024-01-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-01-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.50,1500,closed_peak_dd,True,0,RR3.50:22-23:353:1340,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,959.3,874.25,realized_drawdown,2024-04-18T23:00:20
12m_2024-01-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-01-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-01-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,0.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,0.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,0.50,1500,closed_peak_dd,True,0,RR0.50:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,-489.05,-574.1,realized_drawdown,2024-04-18T23:00:20
12m_2024-04-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,0.75,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,0.75,1500,closed_peak_dd,True,0,RR0.75:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,-320.75,-405.8,realized_drawdown,2024-04-18T23:00:20
12m_2024-04-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,0.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,0.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,1.00,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.00,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.00,1500,closed_peak_dd,True,0,RR1.00:9-10:398:1505,9-10,2024-07-25T09:41:40,2024-07-25T10:03:40,2712.35,2665.8,realized_drawdown,2024-07-25T10:03:40
12m_2024-04-01,1.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,1.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.25,1500,closed_peak_dd,True,0,RR1.25:16-17:634:1805,16-17,2024-07-24T16:22:40,2024-07-24T16:33:40,3034.8,2948.75,realized_drawdown,2024-07-24T16:33:40
12m_2024-04-01,1.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,1.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.50,1500,closed_peak_dd,True,0,RR1.50:10-11:427:1567,10-11,2024-07-24T10:22:40,2024-07-24T11:14:40,3109.05,3038.5,realized_drawdown,2024-07-24T11:14:40
12m_2024-04-01,1.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,1.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.75,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.75,1500,closed_peak_dd,True,0,RR1.75:23-24:80:627,23-24,2024-07-23T23:02:20,2024-07-23T23:03:40,3101.0,2932.45,realized_drawdown,2024-07-23T23:03:40
12m_2024-04-01,1.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,1.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,1.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,2.00,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.00,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.00,1500,closed_peak_dd,True,0,RR2.00:1-2:308:1249,1-2,2024-04-19T01:00:40,2024-04-19T02:17:40,-936.5,-982.55,realized_drawdown,2024-04-19T02:17:40
12m_2024-04-01,2.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,2.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.25,1500,closed_peak_dd,True,0,RR2.25:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,-973.3,-1087.85,realized_drawdown,2024-04-18T21:33:40
12m_2024-04-01,2.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,2.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.50,1500,closed_peak_dd,True,0,RR2.50:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,-1008.25,-1093.3,realized_drawdown,2024-04-18T23:00:20
12m_2024-04-01,2.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,2.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.75,1500,excursion_floor,True,0,RR2.75:20-21:345:1304,20-21,2024-05-01T20:36:40,2024-05-01T22:00:00,-1494.5,-920.55,mae,2024-05-01T20:36:40
12m_2024-04-01,2.75,1500,closed_peak_dd,True,0,RR2.75:22-23:353:1343,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,-937.75,-1022.8,realized_drawdown,2024-04-18T23:00:20
12m_2024-04-01,2.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,2.75,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,2.75,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,3.00,1500,closed_floor,True,0,RR3.00:13-14:387:1474,13-14,2024-05-01T13:44:40,2024-05-01T18:18:40,-1476.4,-1525.45,close,2024-05-01T18:18:40
12m_2024-04-01,3.00,1500,excursion_floor,True,0,RR3.00:13-14:387:1474,13-14,2024-05-01T13:44:40,2024-05-01T18:18:40,-1476.4,-1525.45,mae,2024-05-01T13:44:40
12m_2024-04-01,3.00,1500,closed_peak_dd,True,0,RR3.00:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,-882.65,-997.2,realized_drawdown,2024-04-18T21:33:40
12m_2024-04-01,3.00,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,3.00,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,3.00,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,3.25,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,3.25,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,3.25,1500,closed_peak_dd,True,0,RR3.25:21-22:378:1366,21-22,2024-04-18T21:23:40,2024-04-18T21:33:40,-936.6,-1051.15,realized_drawdown,2024-04-18T21:33:40
12m_2024-04-01,3.25,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,3.25,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,3.25,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-04-01,3.50,1500,closed_floor,False,0,,,,,,,,
12m_2024-04-01,3.50,1500,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,3.50,1500,closed_peak_dd,True,0,RR3.50:22-23:353:1340,22-23,2024-04-18T22:02:40,2024-04-18T23:00:20,-928.55,-1013.6,realized_drawdown,2024-04-18T23:00:20
12m_2024-04-01,3.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-04-01,3.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-04-01,3.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-07-01,0.50,1500,closed_floor,True,0,RR0.50:17-18:272:1385,17-18,2024-07-26T17:01:20,2024-07-26T17:08:40,-1471.15,-1683.7,close,2024-07-26T17:08:40
12m_2024-07-01,0.50,1500,excursion_floor,True,0,RR0.50:17-18:272:1385,17-18,2024-07-26T17:01:20,2024-07-26T17:08:40,-1471.15,-1683.7,mae,2024-07-26T17:01:20
12m_2024-07-01,0.50,1500,closed_peak_dd,True,0,RR0.50:11-12:334:1461,11-12,2024-07-25T11:52:40,2024-07-25T16:57:40,-985.4,-1242.95,realized_drawdown,2024-07-25T16:57:40
12m_2024-07-01,0.50,6800,closed_floor,False,0,,,,,,,,
12m_2024-07-01,0.50,6800,excursion_floor,False,0,,,,,,,,
12m_2024-07-01,0.50,6800,closed_peak_dd,False,0,,,,,,,,
12m_2024-07-01,0.75,1500,closed_floor,False,0,,,,,,,,
12m_2024-07-01,0.75,1500,excursion_floor,True,0,RR0.75:18-19:332:1432,18-19,2024-07-26T18:05:40,2024-07-26T19:30:00,-1465.35,-1303.9,mae,2024-07-26T18:05:40
12m_2024-07-01,0.75,1500,closed_peak_dd,True,0,RR0.75:9-10:398:1505,9-10,2024-07-25T09:41:40,2024-07-25T10:03:40,-720.5,-767.05,realized_drawdown,2024-07-25T10:03:40
12m_2024-07-01,0.75,6800,closed_floor,False,0,,,,,,,,
12m_2024-07-01,0.75,6800,excursion_floor,False,0,,,,,,,,
