job,mode,start_year,initial_cash,monthly_funding,withdrawal,cadence,headroom,amount,retained_balance,persistent,interval,concurrency,spares,reserve_seats,ongoing,terminal,total,accounts,alive,receipts,activated,evaluations,evaluation_months,evaluation_fees,activation_fees,spend,ending_cash,contributions,spares_at_end,in_flight_at_end,copies,signals_loaded,economics,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,signals_executed,zero_live_signals,allocation_sha256
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 0, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,0,True,199527.85,0,199527.85,149,8,228382.85,149,178,310,10230.0,18625.0,28855.0,216127.85,16600.0,0,9,62566,12658,"{""booked_net_trading_usd"": 232609.75, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 30544.95, ""failed_positive_ledger_usd"": 17140.65, ""failed_negative_ledger_usd"": 43458.7, ""purchase_fees_usd"": 28855.0, ""pocket_usd"": 199527.85, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 43458.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 43458.7, ""dead_account_booked_deficits_usd"": 43458.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",141,133,8,0.0213,36.02,102.08,5492.67,38.2,253.67,6.7,10,10,10,0,0,0,0,8309,1378,248592cd29e73fca25593e0a5785fdbf6d0eb0355b202f59f99d8fa6822ae0af
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 2, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,2,False,315531.8,0,315531.8,263,11,364642.8,263,281,492,16236.0,32875.0,49111.0,332131.8,16600.0,0,10,104222,12658,"{""booked_net_trading_usd"": 341112.0, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 34213.7, ""failed_positive_ledger_usd"": 27778.8, ""failed_negative_ledger_usd"": 85523.3, ""purchase_fees_usd"": 49111.0, ""pocket_usd"": 315531.8, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 85523.3, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 85523.3, ""dead_account_booked_deficits_usd"": 85523.3, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",252,243,9,0.0833,35.1,87.31,9055.08,18.68,188.67,11.14,10,10,16,0,0,0,0,8541,1056,19726a7295053b126e4eb77dd632976747f76af49b2887d982869c51a941eac8
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 2, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,2,True,297802.75,0,297802.75,257,10,345866.75,257,273,483,15939.0,32125.0,48064.0,314402.75,16600.0,0,10,101351,12658,"{""booked_net_trading_usd"": 326244.8, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 31438.1, ""failed_positive_ledger_usd"": 27862.9, ""failed_negative_ledger_usd"": 78922.95, ""purchase_fees_usd"": 48064.0, ""pocket_usd"": 297802.75, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 78922.95, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 78922.95, ""dead_account_booked_deficits_usd"": 78922.95, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",247,237,10,0.0283,37.15,90.56,9791.12,24.92,198.67,10.84,10,10,16,0,0,0,0,8499,1124,15de38d3fc2ee697e7bacd96c34e622a030913a540c03c068f3d60665e5b3f58
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 5, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,5,False,342306.85,0,342306.85,283,10,396161.85,283,302,560,18480.0,35375.0,53855.0,358906.85,16600.0,0,10,111325,12658,"{""booked_net_trading_usd"": 364084.9, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 33681.7, ""failed_positive_ledger_usd"": 30335.3, ""failed_negative_ledger_usd"": 96093.95, ""purchase_fees_usd"": 53855.0, ""pocket_usd"": 342306.85, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 96093.95, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 96093.95, ""dead_account_booked_deficits_usd"": 96093.95, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",273,263,10,0.2125,25.15,81.37,8402.02,24.92,150.67,11.92,10,10,17,19,1,11,16,8697,845,a3cd190f88d6bcf287e6054bd53c246d41b487324be7534651161bfa1a1d6304
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 5, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,5,True,299141.25,0,299141.25,269,10,350454.25,269,286,536,17688.0,33625.0,51313.0,315741.25,16600.0,0,10,105044,12658,"{""booked_net_trading_usd"": 327494.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 31438.1, ""failed_positive_ledger_usd"": 29591.8, ""failed_negative_ledger_usd"": 83989.9, ""purchase_fees_usd"": 51313.0, ""pocket_usd"": 299141.25, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 83989.9, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 83989.9, ""dead_account_booked_deficits_usd"": 83989.9, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",259,249,10,0.0772,36.1,91.22,10026.57,24.92,169.67,11.23,10,10,16,19,1,11,16,8625,969,a57e7ddfce03cecba5041f0e993d349691280e61cb991244ed5ece287c5b2817
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 10, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,10,False,378013.95,0,378013.95,305,10,436730.95,305,324,624,20592.0,38125.0,58717.0,394613.95,16600.0,0,10,118631,12658,"{""booked_net_trading_usd"": 397419.7, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 33681.7, ""failed_positive_ledger_usd"": 31179.6, ""failed_negative_ledger_usd"": 104172.55, ""purchase_fees_usd"": 58717.0, ""pocket_usd"": 378013.95, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 104172.55, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 104172.55, ""dead_account_booked_deficits_usd"": 104172.55, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",295,285,10,0.4034,11.1,80.12,7073.53,18.68,137.67,12.73,10,10,16,537,9,129,137,8742,787,b5e04ef1d816a984f7cdf578007f55b9641a940479aff4751eb6e738e5eb478c
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 10, 10, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,10,10,True,298203.05,0,298203.05,274,10,351164.05,274,293,567,18711.0,34250.0,52961.0,314803.05,16600.0,0,10,105722,12658,"{""booked_net_trading_usd"": 325796.1, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 31438.1, ""failed_positive_ledger_usd"": 29681.2, ""failed_negative_ledger_usd"": 86487.25, ""purchase_fees_usd"": 52961.0, ""pocket_usd"": 298203.05, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 86487.25, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 86487.25, ""dead_account_booked_deficits_usd"": 86487.25, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",264,254,10,0.1136,41.02,95.26,10377.65,24.92,159.67,11.3,10,10,15,537,9,129,137,8651,928,14f0f23a95b3e8e644340abbc1bd9461cd2e8a06934cbac8c52f57129ccaa239
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 0, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,0,False,212208.6,0,212208.6,144,10,239877.6,144,172,293,9669.0,18000.0,27669.0,228808.6,16600.0,0,7,64995,12658,"{""booked_net_trading_usd"": 254371.9, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 40165.0, ""failed_positive_ledger_usd"": 15395.85, ""failed_negative_ledger_usd"": 41066.55, ""purchase_fees_usd"": 27669.0, ""pocket_usd"": 212208.6, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 41066.55, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 41066.55, ""dead_account_booked_deficits_usd"": 41066.55, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",134,128,6,0.0224,32.11,101.6,5002.54,38.2,253.67,6.96,12,12,12,0,0,0,0,8309,1378,45a6832a2171c0e5067d5fe19251bca43df06d426f5bc2f5d243de9bc66c5bc4
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 0, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,0,True,212208.6,0,212208.6,144,10,239877.6,144,172,293,9669.0,18000.0,27669.0,228808.6,16600.0,0,7,64995,12658,"{""booked_net_trading_usd"": 254371.9, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 40165.0, ""failed_positive_ledger_usd"": 15395.85, ""failed_negative_ledger_usd"": 41066.55, ""purchase_fees_usd"": 27669.0, ""pocket_usd"": 212208.6, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 41066.55, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 41066.55, ""dead_account_booked_deficits_usd"": 41066.55, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",134,128,6,0.0224,32.11,101.6,5002.54,38.2,253.67,6.96,12,12,12,0,0,0,0,8309,1378,45a6832a2171c0e5067d5fe19251bca43df06d426f5bc2f5d243de9bc66c5bc4
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 2, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,2,False,336312.0,0,336312.0,266,12,386854.0,266,290,524,17292.0,33250.0,50542.0,352912.0,16600.0,0,10,109215,12658,"{""booked_net_trading_usd"": 372463.95, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 43931.5, ""failed_positive_ledger_usd"": 27969.7, ""failed_negative_ledger_usd"": 86291.25, ""purchase_fees_usd"": 50542.0, ""pocket_usd"": 336312.0, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 86291.25, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 86291.25, ""dead_account_booked_deficits_usd"": 86291.25, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",254,246,8,0.0906,29.06,72.12,7876.88,24.92,140.67,11.67,20,20,21,0,0,0,0,8741,795,8c47562a9a7e31f0b7f08b0a692f8837cd3f84caeaef66383c0f7efa7bbf7ba8
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 2, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,2,True,319818.7,0,319818.7,254,11,367969.7,254,274,497,16401.0,31750.0,48151.0,336418.7,16600.0,0,9,106743,12658,"{""booked_net_trading_usd"": 360287.0, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 41155.9, ""failed_positive_ledger_usd"": 27413.7, ""failed_negative_ledger_usd"": 76252.3, ""purchase_fees_usd"": 48151.0, ""pocket_usd"": 319818.7, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 76252.3, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 76252.3, ""dead_account_booked_deficits_usd"": 76252.3, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",243,234,9,0.0329,33.02,82.37,8443.57,24.92,150.67,11.4,19,19,19,0,0,0,0,8699,863,27da19ea775c2c85ed1d3e8f1636742a622938b439b4515d99014b0e23d7bead
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 5, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,5,False,359793.45,0,359793.45,314,12,420427.45,314,336,648,21384.0,39250.0,60634.0,376393.45,16600.0,0,13,120551,12658,"{""booked_net_trading_usd"": 377327.55, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 40256.9, ""failed_positive_ledger_usd"": 31281.35, ""failed_negative_ledger_usd"": 114638.15, ""purchase_fees_usd"": 60634.0, ""pocket_usd"": 359793.45, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 114638.15, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 114638.15, ""dead_account_booked_deficits_usd"": 114638.15, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",302,294,8,0.1987,21.18,66.31,7399.6,17.92,86.67,12.89,20,20,21,19,1,11,16,8962,473,9228016798ca8050f0e644cfcfed584d2333a8d7c4dba2af93e56f3b2fc943b5
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 5, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,5,True,315039.8,0,315039.8,276,11,368547.8,276,290,576,19008.0,34500.0,53508.0,331639.8,16600.0,0,9,112173,12658,"{""booked_net_trading_usd"": 348531.6, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 41155.9, ""failed_positive_ledger_usd"": 28480.1, ""failed_negative_ledger_usd"": 89652.2, ""purchase_fees_usd"": 53508.0, ""pocket_usd"": 315039.8, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 89652.2, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 89652.2, ""dead_account_booked_deficits_usd"": 89652.2, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",265,256,9,0.0717,38.84,84.08,9552.19,24.92,112.67,11.98,20,20,19,19,1,11,16,8856,638,636a893ad053a9ecbb238c07b96f5498c7f9f7e2666e55457d1b4f9077755c77
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 10, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,10,False,408625.55,0,408625.55,334,18,474795.55,334,357,740,24420.0,41750.0,66170.0,425225.55,16600.0,0,12,127751,12658,"{""booked_net_trading_usd"": 450555.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 47673.25, ""failed_positive_ledger_usd"": 33627.3, ""failed_negative_ledger_usd"": 105540.85, ""purchase_fees_usd"": 66170.0, ""pocket_usd"": 408625.55, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 105540.85, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 105540.85, ""dead_account_booked_deficits_usd"": 105540.85, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",316,314,2,0.3924,11.1,60.37,6107.12,14.04,79.67,13.7,20,20,27,537,8,144,152,8984,440,a8a8903221710f948ad8975fcdc16bed20fc4c74ff63641b4a67a3c237dca50c
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 1, 20, 10, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,1,20,10,True,316218.4,0,316218.4,277,11,370676.4,277,295,601,19833.0,34625.0,54458.0,332818.4,16600.0,0,9,112985,12658,"{""booked_net_trading_usd"": 352886.55, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 41155.9, ""failed_positive_ledger_usd"": 28698.75, ""failed_negative_ledger_usd"": 87644.5, ""purchase_fees_usd"": 54458.0, ""pocket_usd"": 316218.4, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 87644.5, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 87644.5, ""dead_account_booked_deficits_usd"": 87644.5, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",266,257,9,0.094,36.02,84.08,9423.21,24.92,108.67,12.07,20,20,19,537,8,144,152,8865,626,d4e2f11a1fd72dd5bd1f5e7c071efd0b4af7d4e361215292afa4f1706c7ceac7
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 0, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,0,False,67259.1,0,67259.1,79,2,82513.1,79,85,163,5379.0,9875.0,15254.0,83859.1,16600.0,0,2,28080,12658,"{""booked_net_trading_usd"": 78258.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 5104.9, ""failed_positive_ledger_usd"": 9550.65, ""failed_negative_ledger_usd"": 18910.35, ""purchase_fees_usd"": 15254.0, ""pocket_usd"": 67259.1, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 18910.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 18910.35, ""dead_account_booked_deficits_usd"": 18910.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",77,72,5,0.039,76.56,149.19,5793.17,38.2,469.67,3.0,2,2,5,0,0,0,0,7507,2439,1f915a409f2d65111be7874c9a1a94293fc4e9a21fa0894136e93a4cc9b04039
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 0, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,0,True,67259.1,0,67259.1,79,2,82513.1,79,85,163,5379.0,9875.0,15254.0,83859.1,16600.0,0,2,28080,12658,"{""booked_net_trading_usd"": 78258.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 5104.9, ""failed_positive_ledger_usd"": 9550.65, ""failed_negative_ledger_usd"": 18910.35, ""purchase_fees_usd"": 15254.0, ""pocket_usd"": 67259.1, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 18910.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 18910.35, ""dead_account_booked_deficits_usd"": 18910.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",77,72,5,0.039,76.56,149.19,5793.17,38.2,469.67,3.0,2,2,5,0,0,0,0,7507,2439,1f915a409f2d65111be7874c9a1a94293fc4e9a21fa0894136e93a4cc9b04039
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 2, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,2,False,68077.5,0,68077.5,92,1,86408.5,92,94,207,6831.0,11500.0,18331.0,84677.5,16600.0,0,2,28819,12658,"{""booked_net_trading_usd"": 72038.55, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 9871.3, ""failed_negative_ledger_usd"": 26732.9, ""purchase_fees_usd"": 18331.0, ""pocket_usd"": 68077.5, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 26732.9, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 26732.9, ""dead_account_booked_deficits_usd"": 26732.9, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",91,81,10,0.0879,93.22,242.02,9733.68,196.09,535.67,3.08,2,2,6,0,0,0,0,7218,2809,a54a00089da2d3d9c885758a529aaa878586efc89779fca5839d55a7de1dc3c3
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 2, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,2,True,68077.5,0,68077.5,92,1,86408.5,92,94,207,6831.0,11500.0,18331.0,84677.5,16600.0,0,2,28819,12658,"{""booked_net_trading_usd"": 72038.55, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 9871.3, ""failed_negative_ledger_usd"": 26732.9, ""purchase_fees_usd"": 18331.0, ""pocket_usd"": 68077.5, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 26732.9, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 26732.9, ""dead_account_booked_deficits_usd"": 26732.9, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",91,81,10,0.0879,93.22,242.02,9733.68,196.09,535.67,3.08,2,2,6,0,0,0,0,7218,2809,a54a00089da2d3d9c885758a529aaa878586efc89779fca5839d55a7de1dc3c3
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 5, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,5,False,89763.05,0,89763.05,94,1,108707.05,94,96,218,7194.0,11750.0,18944.0,106363.05,16600.0,0,2,31228,12658,"{""booked_net_trading_usd"": 87270.7, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 8912.7, ""failed_negative_ledger_usd"": 32840.7, ""purchase_fees_usd"": 18944.0, ""pocket_usd"": 89763.05, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 32840.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 32840.7, ""dead_account_booked_deficits_usd"": 32840.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",93,81,12,0.1183,76.22,255.15,9701.46,234.41,574.67,3.34,2,2,6,0,0,0,0,7093,3021,ebae2f0351e6985b1282bc413042cffc2ee605bb774b0c6900d5a811a675d326
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 5, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,5,True,89763.05,0,89763.05,94,1,108707.05,94,96,218,7194.0,11750.0,18944.0,106363.05,16600.0,0,2,31228,12658,"{""booked_net_trading_usd"": 87270.7, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 8912.7, ""failed_negative_ledger_usd"": 32840.7, ""purchase_fees_usd"": 18944.0, ""pocket_usd"": 89763.05, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 32840.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 32840.7, ""dead_account_booked_deficits_usd"": 32840.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",93,81,12,0.1183,76.22,255.15,9701.46,234.41,574.67,3.34,2,2,6,0,0,0,0,7093,3021,ebae2f0351e6985b1282bc413042cffc2ee605bb774b0c6900d5a811a675d326
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 10, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,10,False,88296.35,0,88296.35,93,1,107115.35,93,95,218,7194.0,11625.0,18819.0,104896.35,16600.0,0,2,30267,12658,"{""booked_net_trading_usd"": 84337.2, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 8611.75, ""failed_negative_ledger_usd"": 33881.55, ""purchase_fees_usd"": 18819.0, ""pocket_usd"": 88296.35, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 33881.55, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 33881.55, ""dead_account_booked_deficits_usd"": 33881.55, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",92,80,12,0.1196,77.22,312.02,9942.75,234.49,585.67,3.24,2,2,6,0,0,0,0,7042,3098,dca4563ec07f0635ab77788d230e57a05d59b6584588a3cc6b4819986fb8d59f
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 2, 10, true]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,2,10,True,88296.35,0,88296.35,93,1,107115.35,93,95,218,7194.0,11625.0,18819.0,104896.35,16600.0,0,2,30267,12658,"{""booked_net_trading_usd"": 84337.2, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 2491.65, ""failed_positive_ledger_usd"": 8611.75, ""failed_negative_ledger_usd"": 33881.55, ""purchase_fees_usd"": 18819.0, ""pocket_usd"": 88296.35, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 33881.55, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 33881.55, ""dead_account_booked_deficits_usd"": 33881.55, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",92,80,12,0.1196,77.22,312.02,9942.75,234.49,585.67,3.24,2,2,6,0,0,0,0,7042,3098,dca4563ec07f0635ab77788d230e57a05d59b6584588a3cc6b4819986fb8d59f
"[""blocked"", 2020, 1000, 200, ""maximum"", ""weekly"", 0, 0, false, 7, 5, 0, false]",blocked,2020,1000,200,maximum,weekly,0,0,25100.0,False,7,5,0,False,145943.65,0,145943.65,118,6,168877.65,118,129,248,8184.0,14750.0,22934.0,162543.65,16600.0,0,5,48537,12658,"{""booked_net_trading_usd"": 175356.2, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17863.9, ""failed_positive_ledger_usd"": 13307.65, ""failed_negative_ledger_usd"": 24693.0, ""purchase_fees_usd"": 22934.0, ""pocket_usd"": 145943.65, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 24693.0, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 24693.0, ""dead_account_booked_deficits_usd"": 24693.0, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",112,106,6,0.0268,56.87,120.2,6922.27,147.12,271.67,5.2,5,5,8,0,0,0,0,8251,1444,8712a91f419444d0d36f6a4c853348229ceefa2f9c57360a28ea12742feae778
