job,mode,start_year,initial_cash,monthly_funding,withdrawal,cadence,headroom,amount,retained_balance,persistent,interval,concurrency,spares,reserve_seats,ongoing,terminal,total,accounts,alive,receipts,activated,evaluations,evaluation_months,evaluation_fees,activation_fees,spend,ending_cash,contributions,spares_at_end,in_flight_at_end,copies,signals_loaded,economics,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 2, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,2,10,False,80898.95,0,80898.95,93,0,99717.95,93,95,218,7194.0,11625.0,18819.0,97498.95,16600.0,0,2,29624,12658,"{""booked_net_trading_usd"": 68033.45, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 7716.5, ""failed_negative_ledger_usd"": 39401.0, ""purchase_fees_usd"": 18819.0, ""pocket_usd"": 80898.95, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 39401.0, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 39401.0, ""dead_account_booked_deficits_usd"": 39401.0, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",93,81,12,0.0968,84.34,284.37,10728.88,318.27,863.57,2.34,2,2,6,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 2, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,2,10,True,80898.95,0,80898.95,93,0,99717.95,93,95,218,7194.0,11625.0,18819.0,97498.95,16600.0,0,2,29624,12658,"{""booked_net_trading_usd"": 68033.45, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 0.0, ""failed_positive_ledger_usd"": 7716.5, ""failed_negative_ledger_usd"": 39401.0, ""purchase_fees_usd"": 18819.0, ""pocket_usd"": 80898.95, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 39401.0, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 39401.0, ""dead_account_booked_deficits_usd"": 39401.0, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",93,81,12,0.0968,84.34,284.37,10728.88,318.27,863.57,2.34,2,2,6,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 0, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,0,False,129378.9,0,129378.9,127,5,154493.9,127,140,280,9240.0,15875.0,25115.0,145978.9,16600.0,0,5,48638,12658,"{""booked_net_trading_usd"": 137433.65, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17966.1, ""failed_positive_ledger_usd"": 11544.85, ""failed_negative_ledger_usd"": 46571.2, ""purchase_fees_usd"": 25115.0, ""pocket_usd"": 129378.9, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 46571.2, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 46571.2, ""dead_account_booked_deficits_usd"": 46571.2, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",122,117,5,0.0328,65.05,152.0,8457.25,42.02,373.67,3.83,5,5,7,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 0, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,0,True,129378.9,0,129378.9,127,5,154493.9,127,140,280,9240.0,15875.0,25115.0,145978.9,16600.0,0,5,48638,12658,"{""booked_net_trading_usd"": 137433.65, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17966.1, ""failed_positive_ledger_usd"": 11544.85, ""failed_negative_ledger_usd"": 46571.2, ""purchase_fees_usd"": 25115.0, ""pocket_usd"": 129378.9, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 46571.2, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 46571.2, ""dead_account_booked_deficits_usd"": 46571.2, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",122,117,5,0.0328,65.05,152.0,8457.25,42.02,373.67,3.83,5,5,7,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 2, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,2,False,144386.55,0,144386.55,168,5,177959.55,168,179,381,12573.0,21000.0,33573.0,160986.55,16600.0,0,5,58507,12658,"{""booked_net_trading_usd"": 141231.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 15277.5, ""failed_positive_ledger_usd"": 13318.65, ""failed_negative_ledger_usd"": 65324.4, ""purchase_fees_usd"": 33573.0, ""pocket_usd"": 144386.55, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 65324.4, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 65324.4, ""dead_account_booked_deficits_usd"": 65324.4, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",163,153,10,0.0552,75.15,194.16,14032.67,130.92,242.67,4.61,5,5,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 2, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,2,True,144386.55,0,144386.55,168,5,177959.55,168,179,381,12573.0,21000.0,33573.0,160986.55,16600.0,0,5,58507,12658,"{""booked_net_trading_usd"": 141231.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 15277.5, ""failed_positive_ledger_usd"": 13318.65, ""failed_negative_ledger_usd"": 65324.4, ""purchase_fees_usd"": 33573.0, ""pocket_usd"": 144386.55, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 65324.4, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 65324.4, ""dead_account_booked_deficits_usd"": 65324.4, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",163,153,10,0.0552,75.15,194.16,14032.67,130.92,242.67,4.61,5,5,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 5, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,5,False,155076.94,0,155076.94,190,6,193115.94,190,195,433,14289.0,23750.0,38039.0,171676.94,16600.0,0,5,68163,12658,"{""booked_net_trading_usd"": 157734.5, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 22048.2, ""failed_positive_ledger_usd"": 14688.06, ""failed_negative_ledger_usd"": 72117.7, ""purchase_fees_usd"": 38039.0, ""pocket_usd"": 155076.94, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 72117.7, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 72117.7, ""dead_account_booked_deficits_usd"": 72117.7, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",184,173,11,0.1739,66.11,236.19,15060.26,161.69,264.67,5.37,5,5,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 5, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,5,True,152076.94,0,152076.94,190,5,190115.94,190,195,433,14289.0,23750.0,38039.0,168676.94,16600.0,0,5,65734,12658,"{""booked_net_trading_usd"": 149764.5, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17966.1, ""failed_positive_ledger_usd"": 14653.66, ""failed_negative_ledger_usd"": 72971.2, ""purchase_fees_usd"": 38039.0, ""pocket_usd"": 152076.94, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 72971.2, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 72971.2, ""dead_account_booked_deficits_usd"": 72971.2, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",185,173,12,0.173,69.33,221.19,15499.07,161.69,262.67,5.18,5,5,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,10,False,156254.94,0,156254.94,193,5,195955.94,193,198,472,15576.0,24125.0,39701.0,172854.94,16600.0,0,5,67326,12658,"{""booked_net_trading_usd"": 162085.0, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17770.05, ""failed_positive_ledger_usd"": 16174.51, ""failed_negative_ledger_usd"": 67815.5, ""purchase_fees_usd"": 39701.0, ""pocket_usd"": 156254.94, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 67815.5, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 67815.5, ""dead_account_booked_deficits_usd"": 67815.5, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",188,176,12,0.1649,78.23,198.13,15775.85,161.69,259.67,5.31,5,6,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 5, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,5,10,True,166629.69,0,166629.69,195,5,206316.69,195,200,464,15312.0,24375.0,39687.0,183229.69,16600.0,0,5,67879,12658,"{""booked_net_trading_usd"": 163776.95, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 17966.1, ""failed_positive_ledger_usd"": 15300.46, ""failed_negative_ledger_usd"": 75806.3, ""purchase_fees_usd"": 39687.0, ""pocket_usd"": 166629.69, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 75806.3, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 75806.3, ""dead_account_booked_deficits_usd"": 75806.3, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",190,177,13,0.1526,74.52,236.19,16435.79,161.69,251.67,5.36,5,5,9,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 0, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,0,False,165713.68,0,165713.68,139,7,193384.68,139,157,312,10296.0,17375.0,27671.0,182313.68,16600.0,0,5,58728,12658,"{""booked_net_trading_usd"": 180012.6, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 24421.65, ""failed_positive_ledger_usd"": 11513.62, ""failed_negative_ledger_usd"": 49307.35, ""purchase_fees_usd"": 27671.0, ""pocket_usd"": 165713.68, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 49307.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 49307.35, ""dead_account_booked_deficits_usd"": 49307.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",132,127,5,0.0227,63.56,125.26,8360.86,94.33,357.67,4.61,10,10,8,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 0, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,0,True,165713.68,0,165713.68,139,7,193384.68,139,157,312,10296.0,17375.0,27671.0,182313.68,16600.0,0,5,58728,12658,"{""booked_net_trading_usd"": 180012.6, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 24421.65, ""failed_positive_ledger_usd"": 11513.62, ""failed_negative_ledger_usd"": 49307.35, ""purchase_fees_usd"": 27671.0, ""pocket_usd"": 165713.68, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 49307.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 49307.35, ""dead_account_booked_deficits_usd"": 49307.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",132,127,5,0.0227,63.56,125.26,8360.86,94.33,357.67,4.61,10,10,8,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 2, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,2,False,215620.69,0,215620.69,216,8,258493.69,216,231,481,15873.0,27000.0,42873.0,232220.69,16600.0,0,8,84254,12658,"{""booked_net_trading_usd"": 227924.1, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 27260.45, ""failed_positive_ledger_usd"": 17979.26, ""failed_negative_ledger_usd"": 75809.3, ""purchase_fees_usd"": 42873.0, ""pocket_usd"": 215620.69, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 75809.3, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 75809.3, ""dead_account_booked_deficits_usd"": 75809.3, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",208,197,11,0.0529,78.11,154.51,16171.89,94.33,219.67,6.61,10,10,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 2, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,2,True,209528.69,0,209528.69,217,7,252493.69,217,230,480,15840.0,27125.0,42965.0,226128.69,16600.0,0,8,82133,12658,"{""booked_net_trading_usd"": 219953.75, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 23876.0, ""failed_positive_ledger_usd"": 17858.81, ""failed_negative_ledger_usd"": 74274.75, ""purchase_fees_usd"": 42965.0, ""pocket_usd"": 209528.69, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 74274.75, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 74274.75, ""dead_account_booked_deficits_usd"": 74274.75, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",210,197,13,0.0524,80.12,154.51,17050.55,149.92,217.67,6.45,10,10,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 5, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,5,False,212006.79,0,212006.79,245,7,260616.79,245,256,545,17985.0,30625.0,48610.0,228606.79,16600.0,0,8,89640,12658,"{""booked_net_trading_usd"": 216324.8, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 23876.0, ""failed_positive_ledger_usd"": 19442.51, ""failed_negative_ledger_usd"": 87610.5, ""purchase_fees_usd"": 48610.0, ""pocket_usd"": 212006.79, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 87610.5, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 87610.5, ""dead_account_booked_deficits_usd"": 87610.5, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",238,225,13,0.1597,64.84,152.0,16052.58,149.92,231.67,7.05,10,10,12,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 5, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,5,True,200967.84,0,200967.84,235,7,247700.84,235,245,526,17358.0,29375.0,46733.0,217567.84,16600.0,0,8,86383,12658,"{""booked_net_trading_usd"": 208017.65, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 23876.0, ""failed_positive_ledger_usd"": 18461.96, ""failed_negative_ledger_usd"": 82021.15, ""purchase_fees_usd"": 46733.0, ""pocket_usd"": 200967.84, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 82021.15, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 82021.15, ""dead_account_booked_deficits_usd"": 82021.15, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",228,215,13,0.136,70.21,152.0,16341.53,149.92,233.67,6.81,10,10,12,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,10,False,216793.2,0,216793.2,270,7,270508.2,270,288,605,19965.0,33750.0,53715.0,233393.2,16600.0,0,8,97485,12658,"{""booked_net_trading_usd"": 222917.4, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 23876.0, ""failed_positive_ledger_usd"": 22170.2, ""failed_negative_ledger_usd"": 93637.0, ""purchase_fees_usd"": 53715.0, ""pocket_usd"": 216793.2, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 93637.0, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 93637.0, ""dead_account_booked_deficits_usd"": 93637.0, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",263,250,13,0.2662,52.82,152.0,16164.0,149.92,218.67,7.67,10,10,13,463,10,102,152
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 10, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,10,10,True,202976.04,0,202976.04,243,7,251699.04,243,261,556,18348.0,30375.0,48723.0,219576.04,16600.0,0,8,88221,12658,"{""booked_net_trading_usd"": 210560.1, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 23876.0, ""failed_positive_ledger_usd"": 19284.91, ""failed_negative_ledger_usd"": 84299.85, ""purchase_fees_usd"": 48723.0, ""pocket_usd"": 202976.04, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 84299.85, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 84299.85, ""dead_account_booked_deficits_usd"": 84299.85, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",236,223,13,0.1907,70.21,152.0,16322.42,149.92,212.67,6.96,10,10,10,463,10,102,152
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 0, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,0,False,165048.73,0,165048.73,139,7,192719.73,139,158,312,10296.0,17375.0,27671.0,181648.73,16600.0,0,5,58744,12658,"{""booked_net_trading_usd"": 179359.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 24421.65, ""failed_positive_ledger_usd"": 11525.27, ""failed_negative_ledger_usd"": 49307.35, ""purchase_fees_usd"": 27671.0, ""pocket_usd"": 165048.73, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 49307.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 49307.35, ""dead_account_booked_deficits_usd"": 49307.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",132,127,5,0.0227,63.56,125.26,8356.8,94.33,357.67,4.61,11,11,8,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 0, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,0,True,165048.73,0,165048.73,139,7,192719.73,139,158,312,10296.0,17375.0,27671.0,181648.73,16600.0,0,5,58744,12658,"{""booked_net_trading_usd"": 179359.3, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 24421.65, ""failed_positive_ledger_usd"": 11525.27, ""failed_negative_ledger_usd"": 49307.35, ""purchase_fees_usd"": 27671.0, ""pocket_usd"": 165048.73, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 49307.35, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 49307.35, ""dead_account_booked_deficits_usd"": 49307.35, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",132,127,5,0.0227,63.56,125.26,8356.8,94.33,357.67,4.61,11,11,8,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 2, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,2,False,219805.78,0,219805.78,225,9,264496.78,225,240,502,16566.0,28125.0,44691.0,236405.78,16600.0,0,9,84936,12658,"{""booked_net_trading_usd"": 234655.9, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 29211.05, ""failed_positive_ledger_usd"": 18369.52, ""failed_negative_ledger_usd"": 77421.45, ""purchase_fees_usd"": 44691.0, ""pocket_usd"": 219805.78, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 77421.45, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 77421.45, ""dead_account_booked_deficits_usd"": 77421.45, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",216,205,11,0.0509,78.2,152.0,16889.47,94.33,206.67,6.68,14,14,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 2, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,2,True,219400.13,0,219400.13,224,9,264131.13,224,237,507,16731.0,28000.0,44731.0,236000.13,16600.0,0,8,84796,12658,"{""booked_net_trading_usd"": 234055.35, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 28872.75, ""failed_positive_ledger_usd"": 18337.47, ""failed_negative_ledger_usd"": 77286.0, ""purchase_fees_usd"": 44731.0, ""pocket_usd"": 219400.13, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 77286.0, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 77286.0, ""dead_account_booked_deficits_usd"": 77286.0, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",215,204,11,0.0465,76.25,152.0,16928.3,94.33,212.67,6.66,15,15,13,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 5, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,5,False,227655.28,0,227655.28,253,9,277826.28,253,264,562,18546.0,31625.0,50171.0,244255.28,16600.0,0,9,93862,12658,"{""booked_net_trading_usd"": 238120.0, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 29211.05, ""failed_positive_ledger_usd"": 20119.77, ""failed_negative_ledger_usd"": 89037.1, ""purchase_fees_usd"": 50171.0, ""pocket_usd"": 227655.28, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 89037.1, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 89037.1, ""dead_account_booked_deficits_usd"": 89037.1, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",244,233,11,0.1598,67.07,149.33,16573.66,94.33,195.67,7.39,14,14,12,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 5, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,5,True,218291.43,0,218291.43,241,9,266599.43,241,251,551,18183.0,30125.0,48308.0,234891.43,16600.0,0,8,90718,12658,"{""booked_net_trading_usd"": 235419.1, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 28872.75, ""failed_positive_ledger_usd"": 19223.77, ""failed_negative_ledger_usd"": 79276.85, ""purchase_fees_usd"": 48308.0, ""pocket_usd"": 218291.43, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 79276.85, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 79276.85, ""dead_account_booked_deficits_usd"": 79276.85, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",232,221,11,0.1207,73.44,149.33,16648.04,94.33,237.67,7.14,15,15,12,0,0,0,0
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 10, false]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,10,False,235818.38,0,235818.38,278,9,291259.38,278,296,627,20691.0,34750.0,55441.0,252418.38,16600.0,0,9,99265,12658,"{""booked_net_trading_usd"": 237145.05, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 29211.05, ""failed_positive_ledger_usd"": 20836.57, ""failed_negative_ledger_usd"": 104161.95, ""purchase_fees_usd"": 55441.0, ""pocket_usd"": 235818.38, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 104161.95, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 104161.95, ""dead_account_booked_deficits_usd"": 104161.95, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",269,258,11,0.2751,49.12,152.0,15454.78,94.33,170.67,7.82,16,16,14,1328,9,110,152
"[""unrestricted"", 2020, 1000, 200, ""fixed"", ""weekly"", 0, 1500, false, 7, 20, 10, true]",unrestricted,2020,1000,200,fixed,weekly,0,1500,25100.0,False,7,20,10,True,217684.13,0,217684.13,247,9,267336.13,247,264,569,18777.0,30875.0,49652.0,234284.13,16600.0,0,8,90811,12658,"{""booked_net_trading_usd"": 236049.25, ""firm_split_usd"": 0.0, ""retained_profit_usd"": 28872.75, ""failed_positive_ledger_usd"": 18668.12, ""failed_negative_ledger_usd"": 78827.75, ""purchase_fees_usd"": 49652.0, ""pocket_usd"": 217684.13, ""residual_usd"": 0.0, ""firm_capital_consumed_usd"": 78827.75, ""withdrawals_financed_by_firm_usd"": 0.0, ""booked_deficits_not_funded_by_owner_usd"": 78827.75, ""dead_account_booked_deficits_usd"": 78827.75, ""live_account_booked_deficits_usd"": 0.0, ""gross_withdrawals_exceeding_booked_earnings_usd"": 0.0}",238,227,11,0.1765,75.15,152.0,16789.23,94.33,222.67,7.14,16,16,14,1328,9,110,152
