months,budget,left,right,periods,left_failed,right_failed,both,left_only,right_only,neither,reciprocal,jaccard,both_cases,left_only_cases,right_only_cases
1,1500,0.50,3.25,78,17,19,15,2,4,57,True,0.7142857142857143,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-03-01;1m_2024-09-01,1m_2020-03-01;1m_2021-09-01;1m_2022-03-01;1m_2022-09-01
1,1500,0.50,3.50,78,17,18,14,3,4,57,True,0.6666666666666666,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-03-01;1m_2022-06-01;1m_2024-09-01,1m_2020-03-01;1m_2021-09-01;1m_2022-03-01;1m_2022-09-01
1,1500,0.75,1.00,78,15,16,13,2,3,60,True,0.7222222222222222,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2024-09-01,1m_2021-09-01;1m_2022-06-01;1m_2024-07-01
1,1500,0.75,1.25,78,15,16,12,3,4,59,True,0.631578947368421,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2022-02-01;1m_2024-09-01,1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,1.50,78,15,16,12,3,4,59,True,0.631578947368421,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2022-02-01;1m_2024-09-01,1m_2022-03-01;1m_2022-06-01;1m_2022-12-01;1m_2024-07-01
1,1500,0.75,1.75,78,15,18,13,2,5,58,True,0.65,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01;1m_2025-11-01,1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,2.00,78,15,17,12,3,5,58,True,0.6,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2024-09-01;1m_2025-11-01,1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,2.25,78,15,18,13,2,5,58,True,0.65,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01;1m_2025-11-01,1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2022-12-01;1m_2024-07-01
1,1500,0.75,2.50,78,15,19,14,1,5,58,True,0.7,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01,1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,2.75,78,15,19,14,1,5,58,True,0.7,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01,1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,3.00,78,15,20,14,1,6,57,True,0.6666666666666666,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01,1m_2020-02-01;1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,3.25,78,15,19,14,1,5,58,True,0.7,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01,1m_2021-09-01;1m_2022-03-01;1m_2022-06-01;1m_2022-09-01;1m_2024-07-01
1,1500,0.75,3.50,78,15,18,14,1,4,59,True,0.7368421052631579,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-09-01,1m_2021-09-01;1m_2022-03-01;1m_2022-09-01;1m_2024-07-01
1,1500,1.00,1.25,78,16,16,14,2,2,60,True,0.7777777777777778,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-02-01,1m_2022-03-01;1m_2022-09-01
1,1500,1.00,1.50,78,16,16,14,2,2,60,True,0.7777777777777778,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-02-01,1m_2022-03-01;1m_2022-12-01
1,1500,1.00,1.75,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.00,2.00,78,16,17,15,1,2,60,True,0.8333333333333334,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2022-03-01;1m_2022-09-01
1,1500,1.00,2.25,78,16,18,14,2,4,58,True,0.7,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2025-11-01,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01;1m_2022-12-01
1,1500,1.00,2.50,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.00,2.75,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.00,3.00,78,16,20,16,0,4,58,False,0.8,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-02-01;1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.00,3.25,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.00,3.50,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01,1m_2020-03-01;1m_2022-03-01;1m_2022-09-01
1,1500,1.25,1.50,78,16,16,15,1,1,61,True,0.8823529411764706,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-09-01,1m_2022-12-01
1,1500,1.25,1.75,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.25,2.00,78,16,17,15,1,2,60,True,0.8333333333333334,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2021-09-01;1m_2022-02-01
1,1500,1.25,2.25,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2020-03-01;1m_2022-02-01;1m_2022-12-01
1,1500,1.25,2.50,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.25,2.75,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.25,3.00,78,16,20,16,0,4,58,False,0.8,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-02-01;1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.25,3.25,78,16,19,16,0,3,59,False,0.8421052631578947,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.25,3.50,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01
1,1500,1.50,1.75,78,16,18,14,2,4,58,True,0.7,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01;1m_2025-11-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,2.00,78,16,17,14,2,3,59,True,0.7368421052631579,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01;1m_2025-11-01,1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,2.25,78,16,18,15,1,3,59,True,0.7894736842105263,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-12-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2025-11-01,1m_2020-03-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,2.50,78,16,19,15,1,4,58,True,0.75,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,2.75,78,16,19,15,1,4,58,True,0.75,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,3.00,78,16,20,15,1,5,57,True,0.7142857142857143,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01,1m_2020-02-01;1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,3.25,78,16,19,15,1,4,58,True,0.75,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-12-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.50,3.50,78,16,18,14,2,4,58,True,0.7,1m_2020-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01;1m_2022-12-01,1m_2020-03-01;1m_2021-09-01;1m_2022-02-01;1m_2022-09-01
1,1500,1.75,2.00,78,18,17,17,1,0,60,False,0.9444444444444444,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01,
1,1500,1.75,2.25,78,18,18,17,1,1,59,True,0.8947368421052632,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01,1m_2022-12-01
1,1500,1.75,2.50,78,18,19,18,0,1,59,False,0.9473684210526315,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2025-11-01
1,1500,1.75,2.75,78,18,19,18,0,1,59,False,0.9473684210526315,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2025-11-01
1,1500,1.75,3.00,78,18,20,18,0,2,58,False,0.9,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-02-01;1m_2025-11-01
1,1500,1.75,3.25,78,18,19,18,0,1,59,False,0.9473684210526315,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2025-11-01
1,1500,1.75,3.50,78,18,18,17,1,1,59,True,0.8947368421052632,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-06-01,1m_2025-11-01
1,1500,2.00,2.25,78,17,18,16,1,2,59,True,0.8421052631578947,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01,1m_2020-03-01;1m_2022-12-01
1,1500,2.00,2.50,78,17,19,17,0,2,59,False,0.8947368421052632,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2025-11-01
1,1500,2.00,2.75,78,17,19,17,0,2,59,False,0.8947368421052632,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-03-01;1m_2022-04-01;1m_2022-05-01;1m_2022-06-01;1m_2022-09-01;1m_2023-08-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2020-03-01;1m_2025-11-01
