case,left,right,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change
3m_2023-01-01,1.50,1.75,2835.5249999999996,1339.9499999999996,2023-03-13,30,42,False,9,-537.8499999999999,-892.0499999999997,-1262.7499999999998
3m_2023-01-01,1.50,2.00,3057.825,1477.1000000000001,2023-03-13,26,36,False,10,-514.3499999999999,-982.7249999999999,-1373.6249999999998
3m_2023-01-01,1.50,2.25,2692.325,1501.1249999999998,2023-03-13,31,43,False,8,-514.3499999999999,-976.9999999999998,-1397.6500000000003
3m_2023-01-01,1.50,2.50,2904.2749999999996,1489.375,2023-03-13,26,36,False,8,-514.3499999999999,-962.9999999999999,-1414.7000000000003
3m_2023-01-01,1.50,2.75,2577.2749999999996,1377.2749999999999,2023-03-13,26,36,False,10,-514.3499999999998,-944.2250000000001,-1302.6000000000001
3m_2023-01-01,1.50,3.00,2935.75,1372.175,2023-03-13,25,35,False,10,-487.8499999999999,-951.9000000000001,-1297.5000000000002
3m_2023-01-01,1.50,3.25,3152.075,1229.375,2023-03-13,25,35,False,10,-455.5749999999998,-951.4000000000001,-1154.6999999999998
3m_2023-01-01,1.50,3.50,3703.875,1053.775,2023-03-13,24,34,False,10,-432.75,-931.3750000000002,-973.5999999999999
3m_2023-01-01,1.75,2.00,3137.1499999999996,1546.1,2023-03-13,26,36,False,9,-514.3500000000001,-945.6499999999999,-1546.1
3m_2023-01-01,1.75,2.25,2771.6499999999996,1570.1249999999995,2023-03-13,31,43,False,8,-514.3500000000001,-939.9249999999997,-1570.1249999999995
3m_2023-01-01,1.75,2.50,2983.6,1558.375,2023-03-13,26,36,False,9,-514.3500000000001,-925.9249999999998,-1558.375
3m_2023-01-01,1.75,2.75,2656.6,1446.275,2023-03-13,26,36,False,10,-514.35,-910.6500000000001,-1446.275
3m_2023-01-01,1.75,3.00,3015.075,1441.1750000000002,2023-03-13,26,36,False,10,-487.8499999999999,-931.8500000000004,-1441.1750000000002
3m_2023-01-01,1.75,3.25,3231.3999999999996,1298.3749999999998,2023-03-13,25,35,False,10,-455.5750000000003,-931.3499999999999,-1298.3749999999998
3m_2023-01-01,1.75,3.50,3783.2,1122.775,2023-03-13,24,34,False,10,-432.75000000000006,-911.325,-1122.775
3m_2023-01-01,2.00,2.25,2993.95,1707.275,2023-03-13,26,36,False,7,-490.85000000000014,-1038.4249999999997,-1707.275
3m_2023-01-01,2.00,2.50,3205.8999999999996,1695.5249999999999,2023-03-13,25,35,False,9,-490.85000000000014,-1024.425,-1695.5249999999999
3m_2023-01-01,2.00,2.75,2878.8999999999996,1583.4250000000002,2023-03-13,25,35,False,8,-490.85,-1005.6500000000001,-1583.4250000000002
3m_2023-01-01,2.00,3.00,3237.375,1578.3249999999998,2023-03-13,25,35,False,9,-464.35,-998.3499999999999,-1578.3249999999998
3m_2023-01-01,2.00,3.25,3453.7,1435.5250000000003,2023-03-13,25,35,False,9,-432.75,-966.075,-1435.5250000000003
3m_2023-01-01,2.00,3.50,4005.5,1259.9250000000002,2023-03-13,24,34,False,10,-432.75,-938.0250000000001,-1259.9250000000002
3m_2023-01-01,2.25,2.50,2840.3999999999996,1719.55,2023-03-13,26,36,False,9,-490.85000000000014,-1018.7,-1719.55
3m_2023-01-01,2.25,2.75,2513.3999999999996,1607.4499999999998,2023-03-13,31,43,False,8,-490.85,-999.925,-1607.4499999999998
3m_2023-01-01,2.25,3.00,2871.875,1602.35,2023-03-13,26,36,False,10,-464.35,-992.625,-1602.35
3m_2023-01-01,2.25,3.25,3088.2,1459.55,2023-03-13,25,35,False,10,-432.75,-980.75,-1459.55
3m_2023-01-01,2.25,3.50,3640.0,1283.9500000000003,2023-03-13,25,35,False,10,-432.75,-960.7250000000001,-1283.9500000000003
3m_2023-01-01,2.50,2.75,2725.35,1595.6999999999998,2023-03-13,25,35,False,9,-490.85000000000014,-985.9250000000001,-1595.6999999999998
3m_2023-01-01,2.50,3.00,3083.825,1590.6,2023-03-13,25,35,False,9,-464.35000000000014,-981.25,-1590.6
3m_2023-01-01,2.50,3.25,3300.1499999999996,1447.8000000000002,2023-03-13,25,35,False,10,-432.75,-980.75,-1447.8000000000002
3m_2023-01-01,2.50,3.50,3851.95,1272.1999999999998,2023-03-13,24,34,False,10,-432.75,-960.7249999999999,-1272.1999999999998
3m_2023-01-01,2.75,3.00,2756.825,1478.5,2023-03-13,25,35,False,11,-464.3499999999999,-970.5,-1478.5
3m_2023-01-01,2.75,3.25,2973.1499999999996,1335.7,2023-03-13,25,35,False,11,-432.75,-970.0,-1335.7
3m_2023-01-01,2.75,3.50,3524.95,1160.1000000000001,2023-03-13,24,34,False,11,-432.75,-949.9750000000001,-1160.1000000000001
3m_2023-01-01,3.00,3.25,3331.625,1330.6000000000001,2023-03-13,25,35,False,11,-432.75,-991.2000000000003,-1330.6000000000001
3m_2023-01-01,3.00,3.50,3883.425,1154.9999999999998,2023-03-13,24,34,False,11,-432.75,-971.1749999999997,-1154.9999999999998
3m_2023-01-01,3.25,3.50,4099.75,1012.2000000000003,2023-03-13,24,34,False,11,-432.75,-970.6750000000004,-1012.2000000000003
3m_2023-04-01,0.50,0.50,1885.45,734.5,2023-05-04,20,28,False,11,-270.29999999999995,-525.25,-531.9
3m_2023-04-01,0.75,0.75,2944.05,433.45,2023-05-04,14,20,False,12,-270.3,-385.95,120.14999999999998
3m_2023-04-01,1.00,1.00,2752.7,624.8000000000002,2023-06-26,15,21,False,11,-283.8000000000002,-413.0500000000002,91.20000000000005
3m_2023-04-01,1.25,1.25,2046.6,677.5,2023-05-04,20,28,False,10,-430.3,-508.95,-258.74999999999994
3m_2023-04-01,1.50,1.50,1830.25,896.6500000000001,2023-05-04,23,31,True,7,-467.85,-541.1499999999999,-392.5
3m_2023-04-01,1.75,1.75,1037.1,889.8499999999999,2023-05-04,23,31,True,8,-411.79999999999995,-527.0999999999999,-631.2
3m_2023-04-01,2.00,2.00,1929.2,769.6999999999998,2023-06-26,17,23,True,11,-411.8,-514.0,-216.55
3m_2023-04-01,2.25,2.25,2010.4,773.5999999999999,2023-06-26,15,21,True,11,-411.8,-503.0,-126.25
3m_2023-04-01,2.50,2.50,2024.25,656.45,2023-04-26,17,23,True,12,-411.8,-542.95,-153.44999999999982
3m_2023-04-01,2.75,2.75,2445.05,656.8499999999999,2023-04-26,17,23,True,10,-332.25,-481.2,7.599999999999966
3m_2023-04-01,3.00,3.00,2600.3,656.85,2023-04-26,20,28,True,8,-332.25,-571.65,-117.95
3m_2023-04-01,3.25,3.25,2538.35,854.2,2023-05-04,22,30,True,8,-332.25,-571.6500000000001,-325.90000000000003
3m_2023-04-01,3.50,3.50,2868.2,785.15,2023-05-04,22,30,False,9,-332.25,-571.65,-285.75
3m_2023-04-01,0.50,0.75,2414.75,583.9749999999999,2023-05-04,19,27,False,12,-270.3,-455.59999999999997,-189.67499999999995
3m_2023-04-01,0.50,1.00,2319.075,586.5,2023-05-04,22,30,False,11,-262.55,-468.49999999999994,-220.3499999999999
3m_2023-04-01,0.50,1.25,1966.025,701.75,2023-05-04,23,31,False,10,-350.29999999999995,-503.425,-395.32499999999993
3m_2023-04-01,0.50,1.50,1857.85,813.45,2023-05-04,23,31,False,9,-369.07499999999993,-514.675,-462.2
3m_2023-04-01,0.50,1.75,1461.275,810.05,2023-05-04,23,31,False,9,-341.05,-516.6,-581.55
3m_2023-04-01,0.50,2.00,1907.325,669.5,2023-05-04,22,30,False,9,-341.05,-519.625,-343.67499999999995
3m_2023-04-01,0.50,2.25,1947.9250000000002,653.725,2023-05-04,22,30,False,9,-341.05,-514.125,-290.9
3m_2023-04-01,0.50,2.50,1954.85,673.7,2023-05-04,22,30,False,10,-341.05,-534.1,-326.29999999999995
3m_2023-04-01,0.50,2.75,2165.25,614.3,2023-05-04,22,30,False,10,-301.275,-474.50000000000006,-262.15000000000003
3m_2023-04-01,0.50,3.00,2242.875,688.2500000000001,2023-05-04,22,30,False,10,-301.275,-548.45,-301.57499999999993
3m_2023-04-01,0.50,3.25,2211.9,792.2250000000001,2023-05-04,22,30,False,10,-301.275,-548.45,-405.5499999999999
3m_2023-04-01,0.50,3.50,2376.825,757.7,2023-05-04,22,30,False,10,-301.275,-548.45,-368.0
3m_2023-04-01,0.75,1.00,2848.375,503.6750000000002,2023-06-26,11,15,False,14,-270.3000000000002,-398.85,112.42499999999995
3m_2023-04-01,0.75,1.25,2495.325,537.375,2023-05-04,19,27,False,11,-350.29999999999995,-433.77500000000003,-53.09999999999991
3m_2023-04-01,0.75,1.50,2387.15,615.1999999999998,2023-06-26,22,30,False,9,-369.075,-445.025,-119.97500000000002
3m_2023-04-01,0.75,1.75,1990.575,596.45,2023-06-26,22,30,False,9,-341.05,-446.95,-239.325
3m_2023-04-01,0.75,2.00,2436.625,576.1249999999995,2023-06-26,11,15,False,12,-341.04999999999995,-449.97499999999997,-5.175000000000011
3m_2023-04-01,0.75,2.25,2477.2250000000004,578.0749999999998,2023-06-26,11,15,False,11,-341.05,-444.475,51.325000000000045
3m_2023-04-01,0.75,2.50,2484.15,513.0250000000001,2023-06-26,11,15,False,12,-341.05,-464.45000000000005,15.925000000000068
3m_2023-04-01,0.75,2.75,2694.55,513.0249999999996,2023-06-26,11,15,False,12,-301.275,-404.84999999999997,80.07499999999993
3m_2023-04-01,0.75,3.00,2772.175,522.125,2023-05-04,11,15,False,12,-301.275,-478.80000000000007,40.65000000000009
3m_2023-04-01,0.75,3.25,2741.2,575.875,2023-05-04,20,28,False,11,-301.275,-478.80000000000007,-63.32499999999993
3m_2023-04-01,0.75,3.50,2906.125,541.35,2023-05-04,17,23,False,12,-301.275,-478.79999999999995,-39.775000000000006
3m_2023-04-01,1.00,1.25,2399.6499999999996,619.5250000000001,2023-06-26,22,30,False,9,-342.54999999999995,-446.67500000000007,-83.77499999999998
3m_2023-04-01,1.00,1.50,2291.475,736.3249999999998,2023-06-26,22,30,False,10,-361.325,-477.0999999999999,-150.64999999999998
3m_2023-04-01,1.00,1.75,1894.8999999999999,717.575,2023-06-26,22,30,True,9,-333.29999999999995,-459.85,-270.0
3m_2023-04-01,1.00,2.00,2340.95,697.25,2023-06-26,17,23,False,12,-333.29999999999995,-462.875,-32.125
3m_2023-04-01,1.00,2.25,2381.55,699.1999999999998,2023-06-26,15,21,False,12,-333.29999999999995,-457.375,20.65000000000009
3m_2023-04-01,1.00,2.50,2388.475,634.1500000000001,2023-06-26,17,23,False,12,-333.29999999999995,-477.35,-14.75
3m_2023-04-01,1.00,2.75,2598.875,634.1500000000001,2023-06-26,17,23,False,13,-293.52500000000003,-417.74999999999994,49.39999999999998
3m_2023-04-01,1.00,3.00,2676.5,574.1500000000005,2023-06-26,17,23,False,12,-293.525,-491.70000000000005,9.975000000000136
3m_2023-04-01,1.00,3.25,2645.5249999999996,648.475,2023-05-04,22,30,False,11,-293.525,-491.70000000000005,-93.99999999999989
3m_2023-04-01,1.00,3.50,2810.45,613.9499999999999,2023-05-04,20,28,False,11,-293.525,-491.69999999999993,-56.450000000000045
3m_2023-04-01,1.25,1.50,1938.425,784.9499999999999,2023-05-04,22,30,True,9,-449.07500000000005,-498.70000000000005,-325.625
3m_2023-04-01,1.25,1.75,1541.85,781.55,2023-05-04,23,31,True,9,-421.05,-502.67500000000007,-444.975
3m_2023-04-01,1.25,2.00,1987.9,691.9749999999999,2023-06-26,22,30,False,11,-421.05,-497.8,-207.09999999999997
3m_2023-04-01,1.25,2.25,2028.5,693.925,2023-06-26,22,30,True,9,-421.05,-494.875,-154.32499999999993
3m_2023-04-01,1.25,2.50,2035.425,645.7,2023-05-03,22,30,False,11,-421.05,-512.275,-189.7249999999999
3m_2023-04-01,1.25,2.75,2245.825,628.8749999999995,2023-06-26,22,30,False,11,-381.275,-495.075,-125.57500000000005
3m_2023-04-01,1.25,3.00,2323.45,659.75,2023-05-04,22,30,True,10,-381.27500000000003,-526.625,-164.9999999999999
3m_2023-04-01,1.25,3.25,2292.475,763.725,2023-05-04,22,30,False,11,-381.275,-526.625,-268.9749999999999
3m_2023-04-01,1.25,3.50,2457.3999999999996,729.1999999999999,2023-05-04,22,30,False,11,-381.275,-526.625,-231.425
3m_2023-04-01,1.50,1.75,1433.675,893.25,2023-05-04,23,31,True,6,-439.825,-527.0999999999998,-511.85
3m_2023-04-01,1.50,2.00,1879.725,808.7749999999999,2023-06-26,22,30,True,8,-439.82500000000005,-509.04999999999995,-273.975
3m_2023-04-01,1.50,2.25,1920.325,810.7249999999999,2023-06-26,22,30,True,7,-439.825,-509.77499999999986,-221.2
3m_2023-04-01,1.50,2.50,1927.25,756.9,2023-05-04,22,30,True,8,-439.825,-523.525,-256.59999999999997
3m_2023-04-01,1.50,2.75,2137.65,745.6749999999997,2023-06-26,22,30,True,7,-400.04999999999995,-484.825,-192.44999999999993
3m_2023-04-01,1.50,3.00,2215.275,771.45,2023-05-04,22,30,True,7,-400.05,-537.875,-231.87500000000006
3m_2023-04-01,1.50,3.25,2184.3,875.4250000000001,2023-05-04,22,30,True,7,-400.04999999999995,-537.875,-335.85
3m_2023-04-01,1.50,3.50,2349.225,840.9000000000001,2023-05-04,22,30,False,8,-400.05,-537.875,-298.3
3m_2023-04-01,1.75,2.00,1483.15,790.0249999999997,2023-06-26,22,30,True,9,-411.8,-510.975,-393.32500000000005
3m_2023-04-01,1.75,2.25,1523.75,791.975,2023-06-26,22,30,True,9,-411.8,-509.775,-340.55
3m_2023-04-01,1.75,2.50,1530.675,753.5,2023-05-04,22,30,True,9,-411.8,-525.4499999999999,-375.95
3m_2023-04-01,1.75,2.75,1741.075,726.925,2023-06-26,22,30,True,7,-372.025,-488.8,-311.80000000000007
3m_2023-04-01,1.75,3.00,1818.7,768.05,2023-05-04,22,30,True,7,-372.025,-539.8,-351.225
3m_2023-04-01,1.75,3.25,1787.725,872.025,2023-05-04,22,30,True,7,-372.02500000000003,-539.8,-455.20000000000005
3m_2023-04-01,1.75,3.50,1952.6499999999999,837.5,2023-05-04,22,30,True,7,-372.025,-539.8,-417.65000000000003
3m_2023-04-01,2.00,2.25,1969.8000000000002,771.6499999999999,2023-06-26,17,23,True,10,-411.8,-508.5,-149.25
3m_2023-04-01,2.00,2.50,1976.725,706.5999999999999,2023-06-26,17,23,True,12,-411.8,-528.475,-171.72500000000002
3m_2023-04-01,2.00,2.75,2187.125,706.5999999999995,2023-06-26,17,23,True,11,-372.025,-474.77500000000003,-97.32500000000002
3m_2023-04-01,2.00,3.00,2264.75,650.425,2023-04-26,17,23,True,10,-372.02500000000003,-542.825,-167.25000000000003
3m_2023-04-01,2.00,3.25,2233.775,731.475,2023-05-04,22,30,True,9,-372.025,-542.825,-271.225
3m_2023-04-01,2.00,3.50,2398.7,696.95,2023-05-04,22,30,False,10,-372.025,-542.825,-251.15
3m_2023-04-01,2.25,2.50,2017.325,708.5499999999997,2023-06-26,17,23,True,11,-411.8,-522.975,-139.8499999999999
3m_2023-04-01,2.25,2.75,2227.7250000000004,708.5499999999997,2023-06-26,17,23,True,10,-372.025,-481.0,-30.025
3m_2023-04-01,2.25,3.00,2305.3500000000004,656.65,2023-04-26,17,23,True,9,-372.025,-537.3249999999999,-99.94999999999999
3m_2023-04-01,2.25,3.25,2274.375,715.6999999999999,2023-05-04,20,28,True,8,-372.025,-537.325,-203.925
3m_2023-04-01,2.25,3.50,2439.3,681.175,2023-05-04,20,28,False,9,-372.025,-537.325,-183.85
3m_2023-04-01,2.50,2.75,2234.65,656.65,2023-04-26,17,23,True,12,-372.025,-483.35,-56.55000000000001
3m_2023-04-01,2.50,3.00,2312.275,656.65,2023-04-26,20,28,True,10,-372.025,-557.3,-122.42500000000001
3m_2023-04-01,2.50,3.25,2281.3,735.675,2023-05-04,22,30,True,10,-372.025,-557.3,-226.4
3m_2023-04-01,2.50,3.50,2446.225,701.15,2023-05-04,22,30,False,11,-372.025,-557.3,-206.325
3m_2023-04-01,2.75,3.00,2522.675,656.85,2023-04-26,17,23,True,9,-332.24999999999994,-497.70000000000005,-48.025
3m_2023-04-01,2.75,3.25,2491.7,676.2750000000001,2023-05-04,20,28,True,8,-332.25,-497.70000000000005,-152.00000000000003
3m_2023-04-01,2.75,3.50,2656.625,641.75,2023-05-04,20,28,False,9,-332.25,-497.7,-131.925
3m_2023-04-01,3.00,3.25,2569.325,750.225,2023-05-04,22,30,True,8,-332.25,-571.65,-221.925
3m_2023-04-01,3.00,3.50,2734.25,715.7,2023-05-04,20,28,False,9,-332.25,-571.6500000000001,-201.85000000000002
3m_2023-04-01,3.25,3.50,2703.2749999999996,819.675,2023-05-04,22,30,False,9,-332.25,-571.65,-305.825
3m_2023-07-01,0.50,0.50,-2090.5,2914.8,2023-09-21,53,73,True,2,-579.55,-944.85,-2374.4
3m_2023-07-01,0.75,0.75,-1394.25,2508.7,2023-08-22,53,73,True,3,-477.0,-1021.0,-2218.2
3m_2023-07-01,1.00,1.00,-690.95,2389.05,2023-09-21,53,73,True,2,-477.00000000000006,-941.5,-1792.65
3m_2023-07-01,1.25,1.25,-393.15,2272.7,2023-08-22,53,73,True,2,-477.0,-1068.5,-1737.4
3m_2023-07-01,1.50,1.50,-573.15,2329.6,2023-08-18,45,63,True,3,-575.95,-1051.3,-1986.85
3m_2023-07-01,1.75,1.75,-1000.6,2491.5,2023-08-18,45,63,True,3,-575.95,-1010.0,-2018.5500000000002
3m_2023-07-01,2.00,2.00,-1353.15,2818.8999999999996,2023-08-18,45,63,True,3,-575.9499999999999,-1151.7,-2367.6
3m_2023-07-01,2.25,2.25,-1236.75,2626.85,2023-08-18,45,63,True,3,-575.95,-1159.25,-2197.45
3m_2023-07-01,2.50,2.50,-1306.9,2816.75,2023-08-18,53,73,True,2,-575.9499999999998,-1246.6499999999999,-2425.85
3m_2023-07-01,2.75,2.75,-1150.9,2611.05,2023-08-18,53,73,True,2,-575.9499999999999,-1246.65,-2241.65
3m_2023-07-01,3.00,3.00,-332.35,2298.8500000000004,2023-08-18,53,73,True,2,-575.95,-1186.85,-1885.0
3m_2023-07-01,3.25,3.25,-98.7,2046.35,2023-08-18,45,63,True,3,-575.95,-1158.9,-1575.35
3m_2023-07-01,3.50,3.50,-96.0,2180.35,2023-08-22,45,63,True,3,-575.95,-1155.4,-1535.0
3m_2023-07-01,0.50,0.75,-1742.375,2691.6749999999997,2023-09-21,53,73,True,2,-528.2749999999999,-974.9000000000001,-2296.3
3m_2023-07-01,0.50,1.00,-1390.725,2651.925,2023-09-21,53,73,True,2,-528.275,-943.1750000000001,-2083.525
3m_2023-07-01,0.50,1.25,-1241.825,2503.15,2023-08-22,53,73,True,2,-528.2750000000001,-1006.6750000000002,-2055.9
3m_2023-07-01,0.50,1.50,-1331.825,2493.175,2023-08-22,53,73,True,2,-577.7500000000001,-990.05,-2173.3
3m_2023-07-01,0.50,1.75,-1545.55,2517.7250000000004,2023-08-22,53,73,True,2,-577.75,-954.325,-2194.9
3m_2023-07-01,0.50,2.00,-1721.825,2693.825,2023-08-22,53,73,True,2,-577.7499999999998,-1040.25,-2371.0
3m_2023-07-01,0.50,2.25,-1663.625,2594.75,2023-08-22,53,73,True,2,-577.7500000000001,-1044.025,-2285.925
3m_2023-07-01,0.50,2.50,-1698.7,2739.175,2023-08-22,53,73,True,2,-577.7499999999998,-1087.725,-2400.125
3m_2023-07-01,0.50,2.75,-1620.7,2614.075,2023-08-22,53,73,True,2,-577.75,-1087.7250000000001,-2308.025
3m_2023-07-01,0.50,3.00,-1211.425,2424.2,2023-08-22,53,73,True,2,-577.7500000000001,-969.675,-2129.7
3m_2023-07-01,0.50,3.25,-1094.6,2269.375,2023-08-22,53,73,True,2,-577.75,-949.1999999999999,-1974.875
3m_2023-07-01,0.50,3.50,-1093.25,2414.925,2023-08-22,53,73,True,2,-577.75,-979.0249999999999,-1943.1
3m_2023-07-01,0.75,1.00,-1042.6,2428.8,2023-09-21,53,73,True,2,-477.0,-885.125,-2005.425
3m_2023-07-01,0.75,1.25,-893.7,2390.7,2023-08-22,53,73,True,2,-477.0000000000001,-927.825,-1977.8000000000002
3m_2023-07-01,0.75,1.50,-983.7,2383.05,2023-08-18,53,73,True,2,-526.4750000000001,-1036.15,-2095.2
3m_2023-07-01,0.75,1.75,-1197.425,2405.275,2023-08-22,53,73,True,2,-526.475,-969.875,-2116.8
3m_2023-07-01,0.75,2.00,-1373.7,2581.375,2023-08-22,53,73,True,2,-526.4749999999999,-1086.35,-2292.8999999999996
3m_2023-07-01,0.75,2.25,-1315.5,2493.675,2023-08-18,53,73,True,2,-526.4750000000001,-1090.125,-2207.825
3m_2023-07-01,0.75,2.50,-1350.575,2650.1,2023-08-18,53,73,True,2,-526.4749999999998,-1133.825,-2322.0249999999996
3m_2023-07-01,0.75,2.75,-1272.575,2547.25,2023-08-18,53,73,True,2,-526.4749999999999,-1133.825,-2229.925
3m_2023-07-01,0.75,3.00,-863.3,2391.15,2023-08-18,53,73,True,2,-526.4750000000001,-1015.775,-2051.6000000000004
3m_2023-07-01,0.75,3.25,-746.475,2216.575,2023-08-18,53,73,True,2,-526.4750000000001,-995.3,-1896.775
3m_2023-07-01,0.75,3.50,-745.125,2302.475,2023-08-22,53,73,True,2,-526.4749999999999,-971.875,-1865.0
3m_2023-07-01,1.00,1.25,-542.05,2286.85,2023-08-22,53,73,True,2,-477.0,-1005.0,-1765.025
3m_2023-07-01,1.00,1.50,-632.05,2278.95,2023-08-18,53,73,True,2,-526.475,-975.1750000000001,-1882.4250000000002
3m_2023-07-01,1.00,1.75,-845.7750000000001,2301.425,2023-08-22,53,73,True,2,-526.475,-952.6500000000001,-1904.025
3m_2023-07-01,1.00,2.00,-1022.0500000000001,2477.525,2023-08-22,53,73,True,2,-526.4749999999999,-950.475,-2080.125
3m_2023-07-01,1.00,2.25,-963.85,2389.575,2023-08-18,53,73,True,2,-526.475,-954.25,-1995.0500000000002
3m_2023-07-01,1.00,2.50,-998.9250000000001,2546.0,2023-08-18,53,73,True,2,-526.475,-997.95,-2109.25
3m_2023-07-01,1.00,2.75,-920.9250000000001,2443.1499999999996,2023-08-18,53,73,True,2,-526.4749999999999,-997.95,-2017.15
3m_2023-07-01,1.00,3.00,-511.65000000000003,2287.05,2023-08-18,53,73,True,2,-526.475,-925.775,-1838.8249999999998
3m_2023-07-01,1.00,3.25,-394.82500000000005,2112.475,2023-08-18,53,73,True,2,-526.4750000000001,-911.8,-1684.0
3m_2023-07-01,1.00,3.50,-393.475,2198.625,2023-08-22,53,73,True,2,-526.475,-977.3499999999999,-1652.225
3m_2023-07-01,1.25,1.50,-483.15,2262.7250000000004,2023-08-22,53,73,True,2,-526.475,-1038.675,-1854.8
3m_2023-07-01,1.25,1.75,-696.875,2287.2749999999996,2023-08-22,53,73,True,2,-526.475,-1016.1500000000002,-1876.4
3m_2023-07-01,1.25,2.00,-873.1500000000001,2463.375,2023-08-22,53,73,True,2,-526.4749999999999,-1005.4000000000001,-2052.5
3m_2023-07-01,1.25,2.25,-814.95,2364.3,2023-08-22,53,73,True,2,-526.475,-991.4000000000001,-1967.425
3m_2023-07-01,1.25,2.50,-850.0250000000001,2508.7250000000004,2023-08-22,53,73,True,2,-526.4749999999999,-982.375,-2081.625
3m_2023-07-01,1.25,2.75,-772.0250000000001,2383.625,2023-08-22,53,73,True,2,-526.4750000000001,-950.875,-1989.525
3m_2023-07-01,1.25,3.00,-362.75,2226.65,2023-08-18,53,73,True,2,-526.475,-870.3,-1811.2
3m_2023-07-01,1.25,3.25,-245.92499999999998,2052.075,2023-08-18,53,73,True,2,-526.4749999999999,-870.3000000000001,-1656.375
3m_2023-07-01,1.25,3.50,-244.575,2184.475,2023-08-22,53,73,True,2,-526.475,-1040.85,-1624.6
3m_2023-07-01,1.50,1.75,-786.875,2410.5499999999997,2023-08-18,45,63,True,3,-575.95,-986.325,-2002.6999999999998
3m_2023-07-01,1.50,2.00,-963.1500000000001,2574.25,2023-08-18,45,63,True,3,-575.9499999999999,-1101.5,-2169.8999999999996
3m_2023-07-01,1.50,2.25,-904.95,2478.225,2023-08-18,45,63,True,3,-575.95,-1105.275,-2084.825
3m_2023-07-01,1.50,2.50,-940.0250000000001,2549.7000000000003,2023-08-18,53,73,True,2,-575.9499999999999,-1148.975,-2199.025
3m_2023-07-01,1.50,2.75,-862.0250000000001,2451.375,2023-08-18,45,63,True,3,-575.95,-1148.975,-2106.925
3m_2023-07-01,1.50,3.00,-452.75,2290.75,2023-08-18,53,73,True,2,-575.95,-1030.925,-1928.6
3m_2023-07-01,1.50,3.25,-335.925,2187.975,2023-08-18,45,63,True,3,-575.9499999999999,-1010.45,-1773.7749999999999
3m_2023-07-01,1.50,3.50,-334.575,2240.0249999999996,2023-08-22,45,63,True,3,-575.9499999999999,-1011.025,-1742.0
3m_2023-07-01,1.75,2.00,-1176.875,2655.2,2023-08-18,45,63,True,3,-575.95,-1045.475,-2191.5
3m_2023-07-01,1.75,2.25,-1118.675,2559.1749999999997,2023-08-18,45,63,True,3,-575.9499999999999,-1045.475,-2106.425
3m_2023-07-01,1.75,2.50,-1153.75,2577.1,2023-08-18,45,63,True,3,-575.95,-1097.675,-2220.625
3m_2023-07-01,1.75,2.75,-1075.75,2532.325,2023-08-18,45,63,True,3,-575.95,-1097.675,-2128.525
3m_2023-07-01,1.75,3.00,-666.475,2367.4750000000004,2023-08-18,45,63,True,3,-575.95,-1098.425,-1950.2
3m_2023-07-01,1.75,3.25,-549.65,2268.9249999999997,2023-08-18,45,63,True,3,-575.95,-1084.45,-1795.375
3m_2023-07-01,1.75,3.50,-548.3,2323.9249999999997,2023-08-22,45,63,True,3,-575.95,-1082.7,-1763.6
3m_2023-07-01,2.00,2.25,-1294.95,2722.875,2023-08-18,45,63,True,3,-575.95,-1155.475,-2282.525
3m_2023-07-01,2.00,2.50,-1330.025,2747.3999999999996,2023-08-18,53,73,True,2,-575.9499999999998,-1199.175,-2396.725
3m_2023-07-01,2.00,2.75,-1252.025,2696.0249999999996,2023-08-18,45,63,True,3,-575.9499999999998,-1199.175,-2304.625
3m_2023-07-01,2.00,3.00,-842.75,2531.175,2023-08-18,45,63,True,3,-575.9499999999999,-1133.9,-2126.3
3m_2023-07-01,2.00,3.25,-725.9250000000001,2432.625,2023-08-18,45,63,True,3,-575.9499999999999,-1119.925,-1971.475
3m_2023-07-01,2.00,3.50,-724.575,2487.625,2023-08-22,45,63,True,3,-575.9499999999999,-1118.175,-1939.6999999999998
3m_2023-07-01,2.25,2.50,-1271.825,2660.325,2023-08-18,53,73,True,2,-575.9499999999999,-1202.95,-2311.65
3m_2023-07-01,2.25,2.75,-1193.825,2600.0,2023-08-18,45,63,True,3,-575.95,-1202.95,-2219.55
3m_2023-07-01,2.25,3.00,-784.55,2435.1499999999996,2023-08-18,45,63,True,3,-575.95,-1133.9,-2041.225
3m_2023-07-01,2.25,3.25,-667.725,2336.6,2023-08-18,45,63,True,3,-575.95,-1119.925,-1886.3999999999999
3m_2023-07-01,2.25,3.50,-666.375,2379.6,2023-08-22,45,63,True,3,-575.95,-1118.175,-1854.625
3m_2023-07-01,2.50,2.75,-1228.9,2713.9,2023-08-18,53,73,True,2,-575.9499999999998,-1246.65,-2333.75
3m_2023-07-01,2.50,3.00,-819.625,2557.8,2023-08-18,53,73,True,2,-575.9499999999999,-1186.1,-2155.425
3m_2023-07-01,2.50,3.25,-702.8000000000001,2383.2250000000004,2023-08-18,53,73,True,2,-575.9499999999998,-1172.125,-2000.6
3m_2023-07-01,2.50,3.50,-701.45,2420.5,2023-08-22,53,73,True,2,-575.9499999999998,-1170.375,-1968.8249999999998
