case,left,right,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change
3m_2021-04-01,1.00,1.75,1235.1,1329.025,2021-05-13,51,71,True,4,-347.29999999999995,-616.6,-1190.8000000000002
3m_2021-04-01,1.00,2.00,1230.6,1197.5,2021-05-13,46,64,True,5,-347.30000000000007,-603.3499999999999,-1095.5249999999999
3m_2021-04-01,1.00,2.25,1292.3,1255.625,2021-05-13,43,59,True,6,-347.30000000000007,-603.35,-1195.8249999999998
3m_2021-04-01,1.00,2.50,1321.975,1272.55,2021-05-13,46,64,True,5,-347.29999999999995,-599.3499999999999,-1212.7499999999998
3m_2021-04-01,1.00,2.75,1530.475,1168.9,2021-05-13,44,62,True,6,-347.30000000000007,-542.325,-1101.1499999999999
3m_2021-04-01,1.00,3.00,1577.75,1209.45,2021-05-13,35,49,True,8,-347.29999999999995,-590.825,-1149.6499999999999
3m_2021-04-01,1.00,3.25,1624.65,1256.4750000000001,2021-05-13,40,56,True,7,-347.29999999999995,-600.075,-1196.6750000000002
3m_2021-04-01,1.00,3.50,1569.95,1256.475,2021-05-13,40,56,True,7,-347.3000000000002,-600.0749999999999,-1187.6749999999997
3m_2021-04-01,1.25,1.50,550.25,1721.5249999999999,2021-05-13,56,78,True,2,-394.79999999999995,-791.8,-1605.7499999999998
3m_2021-04-01,1.25,1.75,693.0,1679.9,2021-05-13,56,78,True,2,-394.8,-791.8,-1543.625
3m_2021-04-01,1.25,2.00,688.5,1576.075,2021-05-13,56,78,True,2,-394.8,-778.55,-1448.35
3m_2021-04-01,1.25,2.25,750.2,1647.1250000000002,2021-05-13,56,78,True,2,-394.80000000000007,-778.5500000000001,-1548.6499999999999
3m_2021-04-01,1.25,2.50,779.875,1664.0500000000002,2021-05-13,56,78,True,2,-390.79999999999995,-774.55,-1565.5749999999998
3m_2021-04-01,1.25,2.75,988.375,1587.7000000000003,2021-05-13,56,78,True,2,-370.6250000000002,-717.525,-1453.975
3m_2021-04-01,1.25,3.00,1035.65,1624.45,2021-05-13,56,78,True,2,-370.625,-766.025,-1502.475
3m_2021-04-01,1.25,3.25,1082.55,1611.975,2021-05-13,56,78,True,2,-347.30000000000007,-748.025,-1549.5
3m_2021-04-01,1.25,3.50,1027.8500000000001,1610.5249999999999,2021-05-13,53,75,True,3,-347.29999999999995,-748.0250000000001,-1540.4999999999998
3m_2021-04-01,1.50,1.75,743.45,1534.95,2021-05-13,52,72,True,3,-394.8,-733.5,-1428.675
3m_2021-04-01,1.50,2.00,738.95,1422.1000000000001,2021-05-13,56,78,True,2,-394.8,-720.25,-1333.4
3m_2021-04-01,1.50,2.25,800.6500000000001,1493.15,2021-05-13,56,78,True,2,-394.79999999999995,-720.25,-1433.6999999999998
3m_2021-04-01,1.50,2.50,830.325,1510.075,2021-05-13,56,78,True,2,-390.79999999999995,-716.25,-1450.625
3m_2021-04-01,1.50,2.75,1038.825,1433.725,2021-05-13,56,78,True,2,-386.74999999999994,-659.225,-1339.0249999999999
3m_2021-04-01,1.50,3.00,1086.1,1470.4750000000001,2021-05-13,56,78,True,2,-386.75,-707.7249999999999,-1387.5249999999999
3m_2021-04-01,1.50,3.25,1133.0,1465.575,2021-05-13,53,75,True,3,-386.75,-689.7249999999999,-1434.55
3m_2021-04-01,1.50,3.50,1078.3000000000002,1465.5749999999998,2021-05-13,53,75,True,3,-386.75,-689.725,-1425.55
3m_2021-04-01,1.75,2.00,881.7,1386.075,2021-05-13,52,72,True,3,-394.8,-720.25,-1271.275
3m_2021-04-01,1.75,2.25,943.4000000000001,1451.525,2021-05-13,56,78,True,2,-394.79999999999995,-720.25,-1371.575
3m_2021-04-01,1.75,2.50,973.075,1468.45,2021-05-13,56,78,True,2,-390.79999999999995,-716.25,-1388.5
3m_2021-04-01,1.75,2.75,1181.575,1392.1000000000001,2021-05-13,56,78,True,2,-386.75,-659.225,-1276.9
3m_2021-04-01,1.75,3.00,1228.85,1428.85,2021-05-13,56,78,True,2,-386.7500000000001,-707.7249999999999,-1325.4
3m_2021-04-01,1.75,3.25,1275.75,1445.05,2021-05-13,52,72,True,3,-386.75,-689.725,-1372.425
3m_2021-04-01,1.75,3.50,1221.0500000000002,1445.05,2021-05-13,52,72,True,3,-386.75,-689.7249999999999,-1363.425
3m_2021-04-01,2.00,2.25,938.9000000000001,1347.6999999999998,2021-05-13,56,78,True,2,-394.8,-707.0,-1276.3000000000002
3m_2021-04-01,2.00,2.50,968.575,1364.625,2021-05-13,56,78,True,2,-390.79999999999995,-703.0,-1293.2250000000001
3m_2021-04-01,2.00,2.75,1177.075,1288.2749999999999,2021-05-13,55,77,True,3,-386.7499999999999,-645.9749999999999,-1181.625
3m_2021-04-01,2.00,3.00,1224.35,1325.025,2021-05-13,55,77,True,3,-386.75,-694.475,-1230.125
3m_2021-04-01,2.00,3.25,1271.25,1313.525,2021-05-13,51,71,True,4,-386.75,-676.475,-1277.15
3m_2021-04-01,2.00,3.50,1216.5500000000002,1313.525,2021-05-13,51,71,True,4,-386.75000000000006,-676.4750000000001,-1268.15
3m_2021-04-01,2.25,2.50,1030.275,1435.6750000000002,2021-05-13,56,78,True,2,-390.8,-703.0,-1393.525
3m_2021-04-01,2.25,2.75,1238.775,1359.325,2021-05-13,55,77,True,3,-386.75,-645.975,-1281.925
3m_2021-04-01,2.25,3.00,1286.05,1396.0749999999998,2021-05-13,55,77,True,3,-386.74999999999994,-694.475,-1330.4249999999997
3m_2021-04-01,2.25,3.25,1332.95,1404.75,2021-05-13,52,74,True,4,-386.75000000000006,-676.475,-1377.45
3m_2021-04-01,2.25,3.50,1278.25,1404.75,2021-05-13,52,74,True,4,-386.75,-676.475,-1368.45
3m_2021-04-01,2.50,2.75,1268.45,1376.25,2021-05-13,56,78,True,2,-386.7499999999999,-641.9749999999999,-1298.85
3m_2021-04-01,2.50,3.00,1315.725,1413.0,2021-05-13,55,77,True,3,-386.75,-690.475,-1347.35
3m_2021-04-01,2.50,3.25,1362.625,1421.675,2021-05-13,53,75,True,3,-386.75,-672.475,-1394.375
3m_2021-04-01,2.50,3.50,1307.9250000000002,1421.675,2021-05-13,53,75,True,2,-386.75000000000006,-672.4750000000001,-1385.375
3m_2021-04-01,2.75,3.00,1524.225,1336.6499999999999,2021-05-13,47,65,True,5,-386.75,-633.45,-1235.7499999999998
3m_2021-04-01,2.75,3.25,1571.125,1324.1750000000002,2021-05-13,44,62,True,5,-386.7499999999999,-615.4499999999999,-1282.775
3m_2021-04-01,2.75,3.50,1516.4250000000002,1316.375,2021-05-13,44,62,True,4,-386.75,-615.45,-1273.7749999999999
3m_2021-04-01,3.00,3.25,1618.4,1360.925,2021-05-13,39,55,True,7,-386.75,-663.95,-1331.275
3m_2021-04-01,3.00,3.50,1563.7,1358.575,2021-05-13,41,59,True,6,-386.74999999999994,-663.95,-1322.2749999999999
3m_2021-04-01,3.25,3.50,1610.6,1405.6,2021-05-13,41,59,True,5,-386.75000000000006,-645.95,-1369.3
3m_2021-07-01,0.50,0.50,431.9,748.4,2021-08-18,16,24,True,7,-372.54999999999995,-440.30000000000007,-568.85
3m_2021-07-01,0.75,0.75,-33.6,1282.85,2021-09-29,22,30,True,7,-671.45,-689.45,-1251.8999999999999
3m_2021-07-01,1.00,1.00,324.65,1410.3000000000002,2021-09-30,21,29,True,8,-671.4499999999999,-973.8000000000001,-1374.0500000000002
3m_2021-07-01,1.25,1.25,113.35,1316.6000000000001,2021-09-30,22,30,True,8,-671.45,-1024.65,-1185.25
3m_2021-07-01,1.50,1.50,163.5,1152.1,2021-09-30,21,29,True,8,-671.4499999999999,-1024.65,-1050.65
3m_2021-07-01,1.75,1.75,-282.3,1534.05,2021-09-30,21,29,True,8,-671.45,-1120.5,-1432.6
3m_2021-07-01,2.00,2.00,-451.45,1515.8500000000001,2021-09-30,25,35,True,6,-671.45,-1160.05,-1463.95
3m_2021-07-01,2.25,2.25,83.3,1513.3500000000001,2021-09-30,21,29,True,8,-671.45,-1148.55,-1461.45
3m_2021-07-01,2.50,2.50,81.4,1709.1499999999999,2021-09-30,21,29,True,8,-613.9499999999999,-1088.05,-1552.75
3m_2021-07-01,2.75,2.75,138.7,1577.6,2021-09-30,21,29,True,8,-613.9499999999999,-1049.55,-1421.2
3m_2021-07-01,3.00,3.00,101.65,2050.7,2021-09-30,21,29,True,9,-613.95,-1337.6999999999998,-1894.3
3m_2021-07-01,3.25,3.25,280.1,2095.55,2021-09-30,21,29,True,9,-613.9499999999999,-1191.1,-1939.15
3m_2021-07-01,3.50,3.50,231.2,2059.5,2021-09-30,21,29,True,9,-613.95,-1178.55,-1903.1000000000001
3m_2021-07-01,0.50,0.75,199.14999999999998,932.8499999999999,2021-09-29,22,30,True,6,-522.0,-561.125,-910.375
3m_2021-07-01,0.50,1.00,378.275,971.45,2021-09-29,21,29,True,6,-522.0,-707.0500000000001,-971.45
3m_2021-07-01,0.50,1.25,272.625,923.5500000000002,2021-09-30,16,24,True,8,-522.0,-732.475,-794.175
3m_2021-07-01,0.50,1.50,297.7,855.2749999999999,2021-09-30,16,24,True,8,-522.0,-732.4750000000001,-721.5999999999999
3m_2021-07-01,0.50,1.75,74.79999999999998,1006.55,2021-09-30,22,30,True,7,-522.0,-780.4000000000001,-912.5749999999999
3m_2021-07-01,0.50,2.00,-9.775000000000006,997.4499999999999,2021-09-30,22,30,True,7,-522.0,-800.1750000000001,-919.525
3m_2021-07-01,0.50,2.25,257.59999999999997,994.7750000000001,2021-09-30,21,29,True,7,-522.0,-794.4250000000002,-918.2750000000001
3m_2021-07-01,0.50,2.50,256.65,1092.6750000000002,2021-09-30,21,29,True,7,-493.24999999999994,-764.1750000000001,-1005.875
3m_2021-07-01,0.50,2.75,285.29999999999995,1026.9,2021-09-30,21,29,True,7,-493.24999999999994,-744.925,-949.6
3m_2021-07-01,0.50,3.00,266.775,1263.4499999999998,2021-09-30,21,29,True,6,-493.25,-889.0000000000001,-1186.1499999999999
3m_2021-07-01,0.50,3.25,356.0,1285.875,2021-09-30,21,29,True,6,-493.2499999999998,-815.7,-1246.6
3m_2021-07-01,0.50,3.50,331.54999999999995,1267.85,2021-09-30,21,29,True,6,-493.2499999999999,-809.425,-1228.5749999999998
3m_2021-07-01,0.75,1.00,145.52499999999998,1312.975,2021-09-29,21,29,True,8,-671.4499999999999,-806.325,-1312.975
3m_2021-07-01,0.75,1.25,39.875,1252.35,2021-09-30,22,30,True,7,-671.45,-831.75,-1147.475
3m_2021-07-01,0.75,1.50,64.95,1164.5249999999999,2021-09-30,22,30,True,8,-671.4499999999999,-831.75,-1063.1249999999998
3m_2021-07-01,0.75,1.75,-157.95000000000002,1355.5,2021-09-30,22,30,True,8,-671.4499999999999,-879.6750000000001,-1254.1000000000001
3m_2021-07-01,0.75,2.00,-242.525,1346.4,2021-09-30,22,30,True,9,-671.45,-899.4499999999999,-1248.25
3m_2021-07-01,0.75,2.25,24.849999999999998,1335.25,2021-09-30,21,29,True,9,-671.45,-893.6999999999999,-1249.5
3m_2021-07-01,0.75,2.50,23.900000000000002,1433.1499999999999,2021-09-30,21,29,True,9,-642.6999999999999,-863.45,-1347.3999999999999
3m_2021-07-01,0.75,2.75,52.55,1367.375,2021-09-30,21,29,True,9,-642.6999999999999,-844.2,-1291.125
3m_2021-07-01,0.75,3.00,34.025000000000006,1603.9249999999997,2021-09-30,21,29,True,8,-642.7,-988.275,-1527.6749999999997
3m_2021-07-01,0.75,3.25,123.25000000000001,1626.35,2021-09-30,21,29,True,7,-642.7,-914.9749999999999,-1588.125
3m_2021-07-01,0.75,3.50,98.8,1608.325,2021-09-30,21,29,True,7,-642.7,-908.7,-1570.1
3m_2021-07-01,1.00,1.25,219.0,1353.775,2021-09-30,21,29,True,8,-671.45,-999.2249999999999,-1266.025
3m_2021-07-01,1.00,1.50,244.075,1281.2,2021-09-30,21,29,True,8,-671.4499999999998,-999.2250000000001,-1198.7250000000001
3m_2021-07-01,1.00,1.75,21.174999999999983,1472.175,2021-09-30,21,29,True,8,-671.4499999999999,-1047.15,-1389.7
3m_2021-07-01,1.00,2.00,-63.400000000000006,1463.0750000000003,2021-09-30,21,29,True,9,-671.45,-1066.9250000000002,-1405.375
3m_2021-07-01,1.00,2.25,203.975,1461.8250000000003,2021-09-30,21,29,True,9,-671.45,-1061.1750000000002,-1404.125
3m_2021-07-01,1.00,2.50,203.02499999999998,1559.725,2021-09-30,21,29,True,9,-642.6999999999998,-1030.9250000000002,-1449.775
3m_2021-07-01,1.00,2.75,231.67499999999998,1493.95,2021-09-30,21,29,True,9,-642.6999999999999,-1011.675,-1384.0000000000002
3m_2021-07-01,1.00,3.00,213.14999999999998,1730.5,2021-09-30,21,29,True,9,-642.7,-1155.75,-1620.5500000000002
3m_2021-07-01,1.00,3.25,302.375,1752.9250000000002,2021-09-30,21,29,True,8,-642.6999999999999,-1082.45,-1649.2000000000003
3m_2021-07-01,1.00,3.50,277.92499999999995,1734.8999999999999,2021-09-30,21,29,True,8,-642.7,-1076.175,-1631.1749999999997
3m_2021-07-01,1.25,1.50,138.425,1228.775,2021-09-30,22,30,True,8,-671.4499999999999,-1024.65,-1117.95
3m_2021-07-01,1.25,1.75,-84.47500000000001,1419.75,2021-09-30,22,30,True,8,-671.45,-1072.575,-1308.9249999999997
3m_2021-07-01,1.25,2.00,-169.05,1410.6499999999999,2021-09-30,22,30,True,8,-671.45,-1092.35,-1324.6
3m_2021-07-01,1.25,2.25,98.32499999999999,1405.3,2021-09-30,21,29,True,9,-671.4500000000002,-1086.6,-1323.35
3m_2021-07-01,1.25,2.50,97.375,1503.1999999999998,2021-09-30,21,29,True,9,-642.6999999999999,-1056.35,-1369.0
3m_2021-07-01,1.25,2.75,126.02499999999999,1437.4249999999997,2021-09-30,21,29,True,9,-642.7,-1037.1,-1303.225
3m_2021-07-01,1.25,3.00,107.5,1673.975,2021-09-30,21,29,True,9,-642.7000000000002,-1181.175,-1539.775
3m_2021-07-01,1.25,3.25,196.72500000000002,1696.4,2021-09-30,21,29,True,8,-642.7,-1107.875,-1562.1999999999998
3m_2021-07-01,1.25,3.50,172.27499999999998,1678.375,2021-09-30,21,29,True,8,-642.7,-1101.6,-1544.1750000000002
3m_2021-07-01,1.50,1.75,-59.400000000000006,1343.075,2021-09-30,21,29,True,8,-671.45,-1072.575,-1241.625
3m_2021-07-01,1.50,2.00,-143.975,1333.975,2021-09-30,21,29,True,7,-671.45,-1092.35,-1257.3
3m_2021-07-01,1.50,2.25,123.4,1332.725,2021-09-30,21,29,True,8,-671.45,-1086.6,-1256.05
3m_2021-07-01,1.50,2.50,122.45,1430.6249999999998,2021-09-30,21,29,True,8,-642.6999999999999,-1056.3500000000001,-1301.7
3m_2021-07-01,1.50,2.75,151.1,1364.85,2021-09-30,21,29,True,8,-642.6999999999998,-1037.1000000000001,-1235.9250000000002
3m_2021-07-01,1.50,3.00,132.575,1601.3999999999999,2021-09-30,21,29,True,8,-642.7,-1181.175,-1472.4750000000001
3m_2021-07-01,1.50,3.25,221.8,1623.825,2021-09-30,21,29,True,8,-642.6999999999998,-1107.8750000000002,-1494.9
3m_2021-07-01,1.50,3.50,197.35,1605.8,2021-09-30,21,29,True,8,-642.6999999999998,-1101.6000000000001,-1476.8750000000002
3m_2021-07-01,1.75,2.00,-366.875,1524.95,2021-09-30,21,29,True,7,-671.45,-1140.275,-1448.275
3m_2021-07-01,1.75,2.25,-99.5,1523.7,2021-09-30,21,29,True,8,-671.45,-1134.525,-1447.025
3m_2021-07-01,1.75,2.50,-100.45,1621.6000000000001,2021-09-30,21,29,True,8,-642.7,-1104.275,-1492.675
3m_2021-07-01,1.75,2.75,-71.80000000000001,1555.825,2021-09-30,21,29,True,8,-642.6999999999999,-1085.025,-1426.8999999999999
3m_2021-07-01,1.75,3.00,-90.325,1792.375,2021-09-30,21,29,True,8,-642.7,-1229.1000000000001,-1663.45
3m_2021-07-01,1.75,3.25,-1.0999999999999943,1814.8,2021-09-30,21,29,True,8,-642.6999999999999,-1155.8,-1685.875
3m_2021-07-01,1.75,3.50,-25.55000000000001,1796.7749999999999,2021-09-30,21,29,True,8,-642.7,-1149.5249999999999,-1667.8500000000001
3m_2021-07-01,2.00,2.25,-184.075,1514.6000000000001,2021-09-30,21,29,True,8,-671.45,-1154.3,-1462.7
3m_2021-07-01,2.00,2.50,-185.02499999999998,1612.5,2021-09-30,21,29,True,8,-642.7,-1124.0500000000002,-1508.35
3m_2021-07-01,2.00,2.75,-156.375,1546.725,2021-09-30,21,29,True,8,-642.7,-1104.8,-1442.575
3m_2021-07-01,2.00,3.00,-174.89999999999998,1783.275,2021-09-30,21,29,True,9,-642.7,-1248.875,-1679.125
3m_2021-07-01,2.00,3.25,-85.67499999999998,1805.7,2021-09-30,21,29,True,9,-642.7,-1175.575,-1701.55
3m_2021-07-01,2.00,3.50,-110.125,1787.675,2021-09-30,21,29,True,9,-642.7,-1169.3,-1683.525
3m_2021-07-01,2.25,2.50,82.35,1611.25,2021-09-30,21,29,True,8,-642.7,-1118.3000000000002,-1507.1000000000001
3m_2021-07-01,2.25,2.75,111.0,1545.475,2021-09-30,21,29,True,8,-642.7,-1099.05,-1441.325
3m_2021-07-01,2.25,3.00,92.475,1782.025,2021-09-30,21,29,True,9,-642.7,-1243.125,-1677.875
3m_2021-07-01,2.25,3.25,181.70000000000002,1804.45,2021-09-30,21,29,True,9,-642.7,-1169.825,-1700.3
3m_2021-07-01,2.25,3.50,157.25,1786.425,2021-09-30,21,29,True,9,-642.7000000000002,-1163.55,-1682.275
3m_2021-07-01,2.50,2.75,110.05,1643.375,2021-09-30,21,29,True,8,-613.9499999999998,-1068.8,-1486.9750000000001
3m_2021-07-01,2.50,3.00,91.525,1879.9249999999997,2021-09-30,21,29,True,9,-613.95,-1212.875,-1723.525
3m_2021-07-01,2.50,3.25,180.75,1902.35,2021-09-30,21,29,True,9,-613.9499999999998,-1139.575,-1745.95
3m_2021-07-01,2.50,3.50,156.3,1884.325,2021-09-30,21,29,True,9,-613.9499999999998,-1133.3,-1727.9250000000002
3m_2021-07-01,2.75,3.00,120.175,1814.1499999999999,2021-09-30,21,29,True,9,-613.95,-1193.625,-1657.7500000000002
3m_2021-07-01,2.75,3.25,209.4,1836.5749999999998,2021-09-30,21,29,True,9,-613.9499999999999,-1120.3249999999998,-1680.175
3m_2021-07-01,2.75,3.50,184.95,1818.55,2021-09-30,21,29,True,9,-613.95,-1114.05,-1662.15
3m_2021-07-01,3.00,3.25,190.875,2073.125,2021-09-30,21,29,True,9,-613.95,-1264.4,-1916.725
3m_2021-07-01,3.00,3.50,166.425,2055.0999999999995,2021-09-30,21,29,True,9,-613.9500000000002,-1258.125,-1898.7
3m_2021-07-01,3.25,3.50,255.65,2077.525,2021-09-30,21,29,True,9,-613.95,-1184.8249999999998,-1921.125
3m_2021-10-01,0.50,0.50,1605.25,1780.6000000000001,2021-12-03,40,57,True,5,-618.75,-959.1,-1619.5500000000002
3m_2021-10-01,0.75,0.75,1483.3,1782.3500000000001,2021-12-03,35,49,True,4,-725.6999999999999,-1060.8500000000001,-1639.15
3m_2021-10-01,1.00,1.00,2635.75,1015.8000000000001,2021-11-11,18,26,True,8,-725.7,-1015.8000000000001,-672.35
3m_2021-10-01,1.25,1.25,2578.65,1261.6,2021-12-03,32,46,True,7,-725.7,-979.3499999999999,-1261.6
3m_2021-10-01,1.50,1.50,2632.8,1248.6999999999998,2021-12-06,16,24,True,6,-725.6999999999998,-1248.6999999999998,-1166.0
3m_2021-10-01,1.75,1.75,3360.7,1220.55,2021-12-06,32,46,True,6,-725.6999999999998,-1218.7,-1148.4
3m_2021-10-01,2.00,2.00,3827.15,1250.5,2021-12-06,22,32,True,8,-725.6999999999998,-1157.7000000000003,-1059.8000000000002
3m_2021-10-01,2.25,2.25,4208.65,1049.9500000000003,2021-12-06,18,26,True,8,-725.7000000000003,-1031.15,-783.0500000000002
3m_2021-10-01,2.50,2.50,3797.5,1207.9499999999998,2021-12-06,18,26,True,7,-725.6999999999998,-1192.15,-972.0
3m_2021-10-01,2.75,2.75,3304.9,1456.0000000000002,2021-12-06,27,37,True,7,-725.6999999999998,-1258.1000000000001,-1456.0000000000002
3m_2021-10-01,3.00,3.00,2742.55,1426.25,2021-12-06,34,49,True,6,-725.6999999999998,-1178.5500000000002,-1426.25
3m_2021-10-01,3.25,3.25,3117.55,1456.8000000000002,2021-12-06,33,45,True,6,-725.6999999999998,-1054.0500000000002,-1456.8000000000002
3m_2021-10-01,3.50,3.50,3258.0,1515.8500000000001,2021-12-06,34,49,True,6,-725.7000000000003,-1054.05,-1515.8500000000001
3m_2021-10-01,0.50,0.75,1544.275,1781.4750000000001,2021-12-03,40,57,True,4,-672.2249999999999,-1009.9750000000001,-1599.2749999999999
3m_2021-10-01,0.50,1.00,2120.5,1298.0750000000003,2021-12-03,34,48,True,5,-672.2249999999999,-987.4500000000002,-1129.8500000000001
3m_2021-10-01,0.50,1.25,2091.95,1502.7,2021-12-03,34,48,True,7,-672.2250000000001,-868.675,-1410.5
3m_2021-10-01,0.50,1.50,2119.025,1454.9,2021-12-03,34,48,True,6,-672.2249999999999,-921.5250000000001,-1362.7
3m_2021-10-01,0.50,1.75,2482.975,1353.9,2021-12-03,33,47,True,6,-672.2249999999999,-906.525,-1353.9
3m_2021-10-01,0.50,2.00,2716.2,1315.8999999999999,2021-12-03,34,48,True,6,-672.2249999999999,-876.0250000000001,-1205.3
3m_2021-10-01,0.50,2.25,2906.95,1177.5249999999999,2021-12-03,34,48,True,6,-672.2250000000001,-812.7500000000002,-1066.925
3m_2021-10-01,0.50,2.50,2701.375,1272.0,2021-12-03,29,41,True,7,-672.2249999999999,-893.25,-1161.4
3m_2021-10-01,0.50,2.75,2455.075,1514.0,2021-12-03,35,49,True,8,-672.2249999999999,-926.225,-1403.4
3m_2021-10-01,0.50,3.00,2173.9,1499.125,2021-12-03,36,53,True,8,-672.2249999999999,-886.45,-1388.525
3m_2021-10-01,0.50,3.25,2361.4,1514.4,2021-12-03,36,53,True,6,-672.2249999999999,-824.2,-1403.8000000000002
3m_2021-10-01,0.50,3.50,2431.625,1543.9250000000002,2021-12-03,37,54,True,6,-672.2250000000001,-824.2,-1433.3250000000003
3m_2021-10-01,0.75,1.00,2059.525,1298.95,2021-12-03,29,41,True,6,-725.7,-1038.325,-1155.75
3m_2021-10-01,0.75,1.25,2030.975,1503.5750000000003,2021-12-03,34,48,True,6,-725.7,-919.5500000000002,-1450.375
3m_2021-10-01,0.75,1.50,2058.05,1455.775,2021-12-03,34,48,True,5,-725.6999999999998,-965.4750000000001,-1402.5749999999998
3m_2021-10-01,0.75,1.75,2422.0,1393.775,2021-12-03,33,47,True,6,-725.7,-950.475,-1393.775
3m_2021-10-01,0.75,2.00,2655.225,1316.775,2021-12-03,33,47,True,6,-725.6999999999998,-919.9750000000001,-1245.1749999999997
3m_2021-10-01,0.75,2.25,2845.975,1178.4,2021-12-03,29,41,True,6,-725.7000000000003,-856.7,-1106.7999999999997
3m_2021-10-01,0.75,2.50,2640.4,1272.8750000000005,2021-12-03,29,41,True,7,-725.7,-937.2,-1201.275
3m_2021-10-01,0.75,2.75,2394.1,1514.875,2021-12-03,34,48,True,6,-725.7,-970.1750000000001,-1443.275
3m_2021-10-01,0.75,3.00,2112.925,1500.0,2021-12-03,35,49,True,6,-725.6999999999998,-930.4000000000001,-1428.4
3m_2021-10-01,0.75,3.25,2300.425,1515.275,2021-12-03,35,49,True,6,-725.6999999999998,-868.1500000000001,-1443.6750000000002
3m_2021-10-01,0.75,3.50,2370.65,1544.8000000000002,2021-12-03,35,49,True,6,-725.7000000000003,-868.15,-1473.2000000000003
3m_2021-10-01,1.00,1.25,2607.2,1020.1750000000002,2021-12-03,29,41,True,8,-725.6999999999999,-897.0250000000001,-966.9749999999999
3m_2021-10-01,1.00,1.50,2634.275,1005.3999999999999,2021-12-03,18,26,True,8,-725.7,-902.4750000000001,-919.175
3m_2021-10-01,1.00,1.75,2998.225,990.4000000000001,2021-12-03,16,24,True,9,-725.6999999999998,-752.7749999999999,-910.375
3m_2021-10-01,1.00,2.00,3231.45,959.8999999999999,2021-12-03,17,25,True,10,-725.7,-722.2750000000001,-761.7749999999999
3m_2021-10-01,1.00,2.25,3422.2,896.6250000000002,2021-12-03,11,15,True,10,-725.7,-674.3250000000003,-623.3999999999999
3m_2021-10-01,1.00,2.50,3216.625,977.125,2021-12-03,11,15,True,11,-725.6999999999998,-739.4999999999998,-717.875
3m_2021-10-01,1.00,2.75,2970.325,1031.475,2021-12-03,29,41,True,8,-725.6999999999998,-772.4750000000001,-959.875
3m_2021-10-01,1.00,3.00,2689.15,1016.6000000000004,2021-12-03,29,41,True,8,-725.7,-732.7,-945.0
3m_2021-10-01,1.00,3.25,2876.65,1031.875,2021-12-03,29,41,True,8,-725.7,-693.7750000000001,-960.2750000000001
3m_2021-10-01,1.00,3.50,2946.875,1061.4,2021-12-03,29,41,True,8,-725.7,-688.0250000000001,-989.8000000000002
3m_2021-10-01,1.25,1.50,2605.7250000000004,1213.8,2021-12-03,32,46,True,7,-725.7,-1114.0249999999999,-1213.8
3m_2021-10-01,1.25,1.75,2969.675,1205.0,2021-12-03,32,46,True,7,-725.6999999999998,-1099.0249999999999,-1205.0
3m_2021-10-01,1.25,2.00,3202.9,1118.4999999999998,2021-12-03,22,32,True,9,-725.7000000000003,-1068.525,-1056.3999999999999
3m_2021-10-01,1.25,2.25,3393.6499999999996,1035.075,2021-12-03,12,16,True,10,-725.7000000000003,-1005.25,-918.0249999999999
3m_2021-10-01,1.25,2.50,3188.075,1115.5749999999998,2021-12-03,12,16,True,10,-725.6999999999998,-1085.75,-1012.5
3m_2021-10-01,1.25,2.75,2941.775,1254.5000000000002,2021-12-03,28,40,True,7,-725.6999999999998,-1118.725,-1254.5000000000002
3m_2021-10-01,1.25,3.00,2660.6000000000004,1239.625,2021-12-03,33,47,True,6,-725.7,-1078.9500000000003,-1239.625
3m_2021-10-01,1.25,3.25,2848.1000000000004,1254.9,2021-12-03,28,40,True,7,-725.7000000000003,-1016.7000000000003,-1254.9
3m_2021-10-01,1.25,3.50,2918.325,1284.4250000000002,2021-12-03,33,47,True,6,-725.7000000000003,-1016.7,-1284.4250000000002
3m_2021-10-01,1.50,1.75,2996.75,1233.6999999999998,2021-12-06,16,24,True,7,-725.6999999999996,-1233.6999999999998,-1157.2
3m_2021-10-01,1.50,2.00,3229.9750000000004,1203.2000000000003,2021-12-06,16,22,True,8,-725.6999999999998,-1203.2000000000003,-1080.1750000000002
3m_2021-10-01,1.50,2.25,3420.725,1139.9250000000002,2021-12-06,12,16,True,9,-725.6999999999998,-1139.9250000000002,-941.8000000000002
3m_2021-10-01,1.50,2.50,3215.15,1220.425,2021-12-06,12,16,True,9,-725.6999999999996,-1220.425,-1036.2749999999999
3m_2021-10-01,1.50,2.75,2968.8500000000004,1278.8500000000001,2021-12-06,28,40,True,7,-725.6999999999996,-1253.3999999999999,-1278.2750000000003
3m_2021-10-01,1.50,3.00,2687.675,1263.9750000000001,2021-12-06,33,47,True,6,-725.6999999999998,-1213.6250000000002,-1263.3999999999999
3m_2021-10-01,1.50,3.25,2875.175,1279.2500000000002,2021-12-06,28,40,True,7,-725.6999999999998,-1151.3750000000002,-1278.6750000000004
3m_2021-10-01,1.50,3.50,2945.4,1308.775,2021-12-06,33,47,True,6,-725.6999999999998,-1151.375,-1308.2000000000003
3m_2021-10-01,1.75,2.00,3593.925,1188.2000000000003,2021-12-06,16,22,True,8,-725.6999999999996,-1188.2000000000003,-1071.375
